m=60;
n=60;
p=3;
q=3;

alpha=[0.567744,0.610068,0.594939,0.705391,0.700340,0.682163];

proba=[[[0.525778,0.819691,0.869064,0.879738,0.760119,0.584213,0.430250,0.562639,0.991677,0.733815,0.367089,0.240821,0.598997,0.569276,0.382316,0.484706,0.797325,0.598068,0.527654,0.414664,0.545206,0.733913,0.655236,0.680783,0.893624,0.790724,0.900920,0.083501,0.201506,0.301600,0.447828,0.727284,0.121291,0.316892,0.607021,0.881410,0.901104,0.037271,0.444049,0.892782,0.771086,0.811138,0.133603,0.370083,0.380414,0.515919,0.854789,0.177738,0.113987,0.382442,0.592402,0.659193,0.116356,0.247638,0.339977,0.009980,0.038362,0.240896,0.093482,0.239867],
[0.542496,0.541309,0.967151,0.663787,0.858201,0.574172,0.545196,0.759305,0.611443,0.989245,0.652087,0.382529,0.800383,0.785690,0.752612,0.180797,0.301608,0.607401,0.358535,0.415595,0.989843,0.950937,0.074788,0.106199,0.198575,0.414765,0.116179,0.236937,0.655661,0.209661,0.476804,0.198157,0.750970,0.443955,0.861944,0.609171,0.018127,0.407140,0.368476,0.629570,0.396385,0.020563,0.012099,0.196767,0.806252,0.764711,0.377564,0.107860,0.372112,0.736099,0.523455,0.361955,0.687036,0.598244,0.468154,0.885610,0.013008,0.584334,0.122547,0.668669],
[0.793994,0.599351,0.866826,0.544964,0.043306,0.728770,0.154135,0.061433,0.135910,0.522611,0.691003,0.532294,0.543174,0.703102,0.729062,0.349426,0.467814,0.106625,0.457287,0.839926,0.842724,0.980742,0.201881,0.529760,0.578986,0.670036,0.415370,0.591994,0.254369,0.537917,0.260663,0.048363,0.137268,0.127490,0.593328,0.180574,0.856260,0.747463,0.242008,0.992170,0.270074,0.933011,0.524464,0.813248,0.636113,0.253526,0.162674,0.103927,0.360151,0.619960,0.943853,0.202875,0.600703,0.145734,0.732635,0.179688,0.815770,0.148005,0.771682,0.070139],
[0.685922,0.032346,0.118502,0.823191,0.159836,0.711830,0.003765,0.016096,0.459292,0.245773,0.008265,0.729366,0.178784,0.532729,0.542613,0.814897,0.786255,0.705287,0.918824,0.146406,0.325248,0.862677,0.349281,0.925950,0.008411,0.081916,0.105639,0.824180,0.229921,0.877321,0.894319,0.915844,0.909667,0.012821,0.739035,0.069502,0.724650,0.742800,0.085598,0.183943,0.988573,0.093863,0.913308,0.167357,0.626592,0.455922,0.982254,0.412847,0.161209,0.901078,0.559253,0.486457,0.763755,0.908535,0.412407,0.772166,0.990451,0.518046,0.596346,0.220372],
[0.395367,0.490665,0.136216,0.305034,0.503486,0.875251,0.374536,0.228136,0.618051,0.460134,0.412079,0.606624,0.553997,0.325387,0.773980,0.180589,0.781309,0.756234,0.593437,0.942519,0.657312,0.152690,0.428975,0.421067,0.061225,0.841383,0.193233,0.051676,0.359428,0.789579,0.272048,0.754795,0.280245,0.408265,0.059829,0.783731,0.283516,0.434365,0.011867,0.901566,0.894499,0.423946,0.508190,0.448496,0.749333,0.282171,0.629085,0.530643,0.038405,0.222522,0.473161,0.695717,0.375212,0.902136,0.116785,0.436437,0.743519,0.310018,0.488113,0.102947],
[0.099597,0.760161,0.857743,0.379842,0.168426,0.917572,0.163572,0.451942,0.351937,0.175439,0.353508,0.246436,0.599385,0.861698,0.694932,0.348718,0.143869,0.324018,0.879361,0.182274,0.546540,0.352522,0.877991,0.921752,0.254659,0.994776,0.358189,0.998178,0.304794,0.846302,0.101125,0.404391,0.606464,0.958868,0.784233,0.774890,0.876440,0.947806,0.226831,0.228377,0.123245,0.580339,0.474813,0.722630,0.442037,0.169745,0.071349,0.585906,0.493763,0.950709,0.768180,0.040303,0.303232,0.646170,0.962055,0.557890,0.640946,0.320244,0.556068,0.945740],
[0.166547,0.657193,0.350131,0.773011,0.616060,0.134364,0.547901,0.492500,0.082170,0.774732,0.720877,0.205415,0.355072,0.195690,0.928045,0.797109,0.365436,0.999394,0.383015,0.859199,0.950103,0.151195,0.899502,0.253335,0.797365,0.861557,0.811225,0.438311,0.181801,0.367292,0.384051,0.348348,0.024485,0.734183,0.121359,0.640545,0.868547,0.669260,0.133046,0.950717,0.443992,0.853923,0.156132,0.799064,0.049613,0.084177,0.596173,0.415049,0.083571,0.979188,0.274248,0.033674,0.130383,0.173750,0.287009,0.927748,0.035307,0.098234,0.366059,0.217108],
[0.465526,0.750110,0.565457,0.490011,0.484293,0.686816,0.130557,0.352840,0.356076,0.263602,0.303557,0.800069,0.117525,0.459690,0.599133,0.167138,0.543867,0.195306,0.582187,0.627438,0.174494,0.856435,0.661113,0.304877,0.030185,0.948122,0.232625,0.065492,0.046356,0.598684,0.282600,0.511882,0.348794,0.848057,0.001894,0.833087,0.534873,0.132450,0.185928,0.890949,0.396053,0.489485,0.691017,0.513578,0.949175,0.290150,0.680716,0.493042,0.485456,0.262903,0.120480,0.659951,0.119339,0.781593,0.964828,0.149523,0.729715,0.197453,0.215015,0.776071],
[0.796136,0.497615,0.287953,0.144931,0.345672,0.289847,0.978018,0.880544,0.422297,0.163946,0.771493,0.818350,0.653431,0.462510,0.331928,0.602605,0.752660,0.012644,0.095647,0.238116,0.275547,0.216128,0.898067,0.394886,0.997721,0.862895,0.544409,0.727436,0.060347,0.759424,0.503507,0.856484,0.257039,0.791460,0.001415,0.602711,0.081308,0.979433,0.483255,0.503605,0.143379,0.254748,0.321955,0.796809,0.717258,0.653883,0.399415,0.469918,0.666526,0.495062,0.708034,0.942074,0.711189,0.606101,0.336959,0.708910,0.468996,0.881368,0.436346,0.529343],
[0.640793,0.939853,0.385827,0.897832,0.731314,0.387242,0.500543,0.812621,0.366674,0.983798,0.316226,0.510053,0.238545,0.638181,0.306862,0.955803,0.292064,0.706277,0.425721,0.958590,0.201339,0.133755,0.900664,0.912528,0.739857,0.237623,0.621438,0.208853,0.118992,0.057785,0.738196,0.759785,0.997638,0.124023,0.657617,0.728952,0.511265,0.158159,0.541573,0.877940,0.141957,0.857799,0.387993,0.380502,0.495980,0.694855,0.336305,0.788044,0.401132,0.762026,0.746634,0.602470,0.895781,0.647298,0.514998,0.635638,0.884922,0.136437,0.844491,0.003913],
