m=90;
n=90;
p=3;
q=3;

alpha=[0.894761,0.891744,0.617100,0.961335,0.935953,0.777836];

proba=[[[0.631997,0.942280,0.908553,0.595178,0.892083,0.164120,0.697483,0.672825,0.599398,0.681315,0.317695,0.061183,0.090017,0.914281,0.917430,0.361955,0.366640,0.979423,0.130594,0.253360,0.390399,0.142110,0.332078,0.647177,0.313729,0.121599,0.430666,0.547929,0.044268,0.302572,0.103600,0.676266,0.244852,0.012153,0.271444,0.136935,0.176273,0.968927,0.809760,0.775671,0.650242,0.127454,0.836854,0.740259,0.041735,0.754285,0.102214,0.408375,0.733708,0.232809,0.661736,0.124107,0.374918,0.993813,0.771284,0.688647,0.115412,0.201950,0.236576,0.159681,0.504522,0.340176,0.835947,0.749374,0.352329,0.107391,0.886309,0.528602,0.076318,0.696069,0.304273,0.726561,0.823523,0.141128,0.466820,0.865258,0.895412,0.569034,0.273634,0.629120,0.801842,0.935369,0.753227,0.176761,0.929183,0.524511,0.865408,0.044595,0.726461,0.101984],
[0.204276,0.230983,0.442160,0.040223,0.980357,0.794488,0.147614,0.866666,0.323090,0.223932,0.562734,0.627363,0.950493,0.386257,0.768491,0.417313,0.251516,0.663903,0.986346,0.525149,0.293023,0.788189,0.460519,0.046250,0.964949,0.389702,0.570761,0.830357,0.434297,0.297221,0.932341,0.638573,0.528204,0.374501,0.678795,0.508561,0.168989,0.826409,0.375227,0.492079,0.050341,0.937961,0.119442,0.000834,0.324219,0.887933,0.418147,0.575734,0.551836,0.404493,0.100884,0.844859,0.192682,0.561403,0.891109,0.157631,0.951104,0.461870,0.987989,0.385401,0.759091,0.920330,0.023973,0.287296,0.294831,0.702769,0.795857,0.463820,0.529178,0.171083,0.955899,0.579519,0.109045,0.075341,0.580354,0.433263,0.963274,0.998501,0.008998,0.515110,0.402994,0.109881,0.359969,0.595676,0.671284,0.251078,0.753307,0.622388,0.712948,0.741296],
[0.007789,0.472040,0.661627,0.031762,0.759335,0.956458,0.734531,0.555192,0.420278,0.263709,0.726275,0.376176,0.843228,0.835320,0.451517,0.423582,0.268583,0.414791,0.422083,0.277580,0.929901,0.825077,0.387462,0.289869,0.420753,0.058745,0.540947,0.174061,0.681133,0.253896,0.915357,0.688922,0.725935,0.576984,0.720684,0.485270,0.533441,0.455215,0.040462,0.953719,0.718924,0.766737,0.329896,0.562152,0.602056,0.781413,0.985734,0.870639,0.196204,0.407818,0.148220,0.126105,0.232895,0.535681,0.415974,0.653648,0.594426,0.956921,0.827709,0.275560,0.210817,0.743066,0.964482,0.936752,0.320050,0.685166,0.422022,0.853492,0.140381,0.462484,0.807211,0.859305,0.229221,0.137106,0.421457,0.831278,0.918519,0.407192,0.701917,0.114723,0.815009,0.850136,0.240828,0.047904,0.385818,0.656802,0.701552,0.980244,0.613723,0.529261],
[0.255804,0.824540,0.272328,0.220286,0.761292,0.592378,0.905452,0.183315,0.445869,0.045833,0.645799,0.253080,0.905138,0.875020,0.390186,0.326595,0.706298,0.308705,0.733787,0.408215,0.423428,0.548796,0.258351,0.664256,0.596700,0.644169,0.321057,0.298252,0.624413,0.934780,0.827514,0.880217,0.759320,0.099841,0.100503,0.520612,0.692219,0.005954,0.703927,0.138089,0.051787,0.349726,0.391169,0.956925,0.224746,0.781355,0.283520,0.931044,0.090060,0.017306,0.339259,0.513488,0.566102,0.597610,0.177744,0.162802,0.241779,0.498801,0.461054,0.866192,0.433581,0.288568,0.746409,0.192901,0.388410,0.846911,0.713514,0.080629,0.852866,0.417440,0.218717,0.904653,0.767166,0.609886,0.861578,0.991912,0.391241,0.145098,0.922955,0.481300,0.162404,0.262214,0.994788,0.728506,0.859824,0.172532,0.891308,0.101603,0.671333,0.352363],
[0.967794,0.104914,0.640931,0.714203,0.297815,0.029340,0.561114,0.011329,0.109969,0.413980,0.428769,0.328686,0.318633,0.195935,0.938572,0.180211,0.187847,0.329813,0.325309,0.110803,0.811114,0.487713,0.373017,0.805902,0.216219,0.232841,0.978434,0.107528,0.334443,0.649767,0.459890,0.302238,0.754681,0.100821,0.016441,0.052497,0.130161,0.577555,0.063826,0.240131,0.991535,0.492595,0.568817,0.310169,0.688530,0.507389,0.490380,0.876378,0.837202,0.815689,0.987180,0.648316,0.303402,0.360197,0.454218,0.519621,0.593037,0.432652,0.627149,0.927481,0.082419,0.087039,0.229718,0.837101,0.187860,0.246159,0.889597,0.318022,0.823715,0.953423,0.558153,0.815250,0.446018,0.126970,0.125419,0.134548,0.634359,0.615798,0.010926,0.471562,0.431487,0.998106,0.119878,0.734889,0.358303,0.574096,0.254510,0.951341,0.006748,0.881659],
[0.878822,0.089167,0.968698,0.108540,0.926267,0.156559,0.354699,0.815865,0.474581,0.178414,0.769288,0.032733,0.993664,0.215306,0.159703,0.119082,0.349854,0.794062,0.734881,0.360780,0.265624,0.166368,0.358887,0.385501,0.901257,0.717190,0.959597,0.155767,0.668531,0.966344,0.037426,0.547352,0.055511,0.006125,0.655892,0.981779,0.162683,0.010592,0.797643,0.637264,0.189005,0.566931,0.669997,0.182669,0.782237,0.829700,0.301752,0.132091,0.623762,0.036632,0.492871,0.889386,0.203001,0.851758,0.274887,0.104258,0.568948,0.234484,0.260025,0.237479,0.200828,0.297451,0.784831,0.256339,0.303576,0.440723,0.238118,0.466259,0.451315,0.035761,0.103523,0.640320,0.602692,0.773521,0.822989,0.384929,0.603221,0.124741,0.517020,0.226984,0.161373,0.009891,0.116369,0.364374,0.861649,0.391256,0.468631,0.430596,0.625740,0.728656],
[0.668075,0.826568,0.026107,0.452906,0.082907,0.329683,0.893629,0.321024,0.795942,0.344944,0.356785,0.899465,0.985264,0.959477,0.672986,0.808253,0.344406,0.276208,0.932994,0.861426,0.503191,0.094367,0.871317,0.619560,0.458741,0.732965,0.010817,0.927372,0.163562,0.636557,0.656028,0.831637,0.463124,0.682135,0.284543,0.546031,0.011818,0.178172,0.867055,0.807760,0.523116,0.223840,0.707226,0.508380,0.183318,0.380212,0.316634,0.527724,0.656419,0.249628,0.389150,0.159611,0.343995,0.260466,0.779171,0.802736,0.993432,0.789988,0.730108,0.156994,0.426544,0.386136,0.988631,0.889669,0.068271,0.273173,0.435700,0.080089,0.451346,0.302755,0.887849,0.974462,0.526595,0.595075,0.482842,0.709912,0.975287,0.799476,0.237636,0.631706,0.049104,0.626786,0.791317,0.393099,0.887252,0.570488,0.195834,0.880684,0.360476,0.925942],
[0.037677,0.787020,0.312078,0.026308,0.676689,0.380349,0.299482,0.112389,0.460438,0.750827,0.415143,0.348288,0.725289,0.941738,0.943363,0.208131,0.651651,0.918650,0.007607,0.889287,0.550356,0.056710,0.516072,0.341673,0.449809,0.403324,0.912161,0.645643,0.284008,0.272637,0.571585,0.321686,0.059658,0.883663,0.347994,0.736347,0.264012,0.647475,0.848735,0.724451,0.398302,0.263879,0.072739,0.123591,0.205617,0.016101,0.331722,0.857268,0.934751,0.339329,0.746555,0.485108,0.396040,0.262627,0.826781,0.845849,0.665951,0.738943,0.491492,0.949960,0.011580,0.063077,0.271645,0.071238,0.946741,0.619639,0.807584,0.210753,0.267114,0.656320,0.935204,0.665417,0.920199,0.007942,0.789008,0.125816,0.024044,0.120730,0.983084,0.958795,0.460059,0.729638,0.443903,0.856099,0.992265,0.270684,0.701948,0.658217,0.009627,0.193440],
[0.608176,0.021207,0.256517,0.879821,0.092444,0.203258,0.499460,0.900029,0.414011,0.766575,0.556348,0.349215,0.431991,0.476547,0.357157,0.220999,0.602363,0.381201,0.341729,0.585446,0.339996,0.801789,0.315085,0.783899,0.657888,0.307350,0.054583,0.359836,0.965567,0.064210,0.553276,0.573743,0.085417,0.809793,0.453564,0.177861,0.013051,0.953025,0.077890,0.427062,0.719599,0.634238,0.776277,0.151590,0.110785,0.133434,0.372589,0.713148,0.514635,0.714319,0.298594,0.854631,0.516108,0.613679,0.638531,0.173996,0.921029,0.693114,0.533832,0.886596,0.757324,0.087107,0.460339,0.842741,0.896900,0.913903,0.020602,0.909951,0.866928,0.098492,0.337013,0.586527,0.732730,0.113289,0.738117,0.843516,0.246724,0.110707,0.556664,0.761359,0.825026,0.855258,0.615990,0.341133,0.468937,0.254521,0.515129,0.389966,0.947635,0.048960],
[0.276562,0.704959,0.136068,0.736901,0.547700,0.032967,0.650805,0.568303,0.942918,0.517733,0.666795,0.279931,0.104260,0.399525,0.393220,0.842377,0.243041,0.639944,0.953084,0.799705,0.401303,0.778109,0.654963,0.017293,0.119242,0.123900,0.271814,0.634371,0.513866,0.219449,0.683332,0.790429,0.924408,0.819399,0.527330,0.472108,0.852367,0.178135,0.040411,0.795285,0.695867,0.707206,0.075216,0.800127,0.106731,0.468436,0.642503,0.349772,0.108380,0.595587,0.149477,0.509683,0.373696,0.804439,0.526976,0.492938,0.928339,0.798790,0.127309,0.442205,0.018238,0.810641,0.232634,0.942646,0.630040,0.759964,0.414754,0.482407,0.938099,0.455165,0.277691,0.633966,0.162371,0.352907,0.434092,0.269102,0.821343,0.076596,0.618874,0.929723,0.672183,0.768350,0.439406,0.045879,0.572790,0.966381,0.538817,0.501129,0.765171,0.666127],
