m=50;
n=50;
p=3;
q=3;

alpha=[0.899921,0.737572,0.924701,0.591151,0.628512,0.926761];

proba=[[[0.557968,0.628169,0.666209,0.775501,0.357347,0.747402,0.284772,0.366303,0.862506,0.258163,0.568880,0.986826,0.005045,0.400579,0.014623,0.746430,0.462518,0.752146,0.241869,0.455242,0.171627,0.379166,0.489848,0.458739,0.143724,0.289691,0.933883,0.993125,0.471993,0.190908,0.846648,0.029961,0.819077,0.512856,0.805462,0.176424,0.260259,0.090234,0.542727,0.122764,0.348397,0.111608,0.109590,0.353441,0.512186,0.124213,0.099871,0.974704,0.876359,0.341741],
[0.429946,0.047986,0.720907,0.919795,0.506726,0.864631,0.209486,0.440609,0.857755,0.681478,0.631517,0.704403,0.711439,0.450594,0.217259,0.516901,0.627018,0.477518,0.607134,0.169746,0.600282,0.955531,0.281353,0.709872,0.308973,0.793539,0.834086,0.408844,0.768244,0.710445,0.750585,0.198190,0.758431,0.471492,0.117985,0.265157,0.336122,0.327470,0.705766,0.193878,0.008949,0.337283,0.898281,0.720388,0.787878,0.115540,0.237288,0.414896,0.593058,0.844423],
[0.584642,0.193340,0.799954,0.865995,0.903213,0.108927,0.659534,0.737298,0.517771,0.427778,0.447743,0.268356,0.625968,0.206174,0.739847,0.743952,0.471331,0.075969,0.071423,0.177097,0.269847,0.080371,0.514380,0.168128,0.800759,0.302257,0.283668,0.038047,0.717153,0.876726,0.882470,0.301795,0.070066,0.682425,0.167790,0.973279,0.791351,0.827324,0.710577,0.309122,0.255101,0.158320,0.577478,0.881069,0.364494,0.317325,0.625021,0.835824,0.393294,0.696444],
[0.012921,0.663141,0.776815,0.527300,0.831269,0.577574,0.829558,0.114937,0.615622,0.546711,0.991663,0.498092,0.848506,0.061729,0.180516,0.016296,0.035008,0.971868,0.843619,0.745585,0.280990,0.098721,0.903905,0.858468,0.979790,0.268399,0.175792,0.604811,0.104223,0.569087,0.301255,0.117143,0.232228,0.078071,0.644444,0.063497,0.655645,0.474002,0.178434,0.271266,0.020713,0.170097,0.769358,0.869219,0.231826,0.949875,0.885515,0.266834,0.921743,0.729134],
[0.012419,0.202732,0.827855,0.916324,0.061200,0.807645,0.184722,0.236992,0.412456,0.288945,0.806079,0.713711,0.406088,0.038307,0.791782,0.050532,0.101804,0.447427,0.524534,0.280239,0.718693,0.545247,0.450336,0.488051,0.414466,0.682162,0.437926,0.299981,0.948996,0.359669,0.029115,0.961415,0.562401,0.856970,0.877738,0.623601,0.664614,0.062461,0.860594,0.077070,0.351406,0.666673,0.790782,0.757494,0.704980,0.582564,0.808027,0.806784,0.029991,0.332561],
[0.087023,0.748684,0.877808,0.537359,0.236735,0.292275,0.219521,0.674661,0.592256,0.168517,0.034330,0.621371,0.129932,0.596731,0.478341,0.007670,0.220332,0.142955,0.070131,0.080926,0.220026,0.421537,0.747598,0.010807,0.179031,0.452578,0.593371,0.987058,0.259363,0.623362,0.319619,0.346386,0.372045,0.197427,0.883745,0.608781,0.489702,0.103266,0.283442,0.081957,0.271783,0.317772,0.703328,0.401715,0.914503,0.181669,0.409386,0.134835,0.324624,0.479517],
[0.215761,0.544650,0.901054,0.963359,0.555458,0.080085,0.415938,0.148829,0.067142,0.675300,0.772191,0.386761,0.021686,0.144236,0.584188,0.905431,0.753017,0.073889,0.008697,0.036458,0.155847,0.280480,0.354230,0.859175,0.682195,0.268733,0.040844,0.091581,0.403568,0.365469,0.571097,0.619329,0.910119,0.472151,0.582688,0.465577,0.552235,0.998626,0.614405,0.619378,0.673926,0.386596,0.006138,0.695613,0.530832,0.590326,0.601043,0.283849,0.664215,0.609740],
[0.320307,0.820062,0.890220,0.674538,0.679237,0.572415,0.943271,0.720081,0.663996,0.346839,0.085550,0.235093,0.966168,0.995669,0.707244,0.548856,0.461246,0.259479,0.547482,0.075651,0.878857,0.221409,0.462247,0.884995,0.917021,0.993079,0.475321,0.518065,0.276928,0.139536,0.127805,0.597236,0.959598,0.018025,0.271773,0.638835,0.590440,0.215044,0.358916,0.254435,0.561882,0.444466,0.489528,0.528050,0.440135,0.196772,0.076907,0.901381,0.456251,0.624389],
[0.977032,0.335107,0.845798,0.439279,0.220102,0.762819,0.432358,0.695423,0.280884,0.709287,0.834959,0.408689,0.306522,0.794556,0.426714,0.578296,0.433391,0.017154,0.793339,0.792307,0.271589,0.355222,0.236773,0.761118,0.883272,0.676908,0.957889,0.960179,0.578289,0.414140,0.584568,0.555321,0.749248,0.430365,0.994600,0.969350,0.193185,0.426958,0.664773,0.474069,0.136245,0.499732,0.882757,0.442767,0.294288,0.309471,0.021062,0.727679,0.326625,0.814402],
[0.519986,0.598214,0.169624,0.756759,0.359332,0.052896,0.433667,0.317221,0.013075,0.011956,0.731362,0.597642,0.567277,0.480609,0.028008,0.561876,0.449960,0.221192,0.988834,0.114733,0.695261,0.125079,0.614465,0.578018,0.567846,0.908753,0.887490,0.588908,0.636432,0.214115,0.403310,0.156418,0.812329,0.572934,0.913178,0.171660,0.625830,0.346845,0.488882,0.638904,0.358801,0.220243,0.236546,0.926077,0.700853,0.264554,0.487953,0.150812,0.485746,0.476788],
[0.265545,0.181007,0.601866,0.880010,0.759025,0.169712,0.788763,0.646515,0.758620,0.425195,0.860629,0.161930,0.581613,0.672958,0.734864,0.494791,0.844619,0.360693,0.841636,0.333500,0.999597,0.200436,0.553743,0.236144,0.126514,0.254596,0.500698,0.614467,0.405408,0.986444,0.091255,0.670953,0.167451,0.693121,0.550963,0.926476,0.862833,0.339726,0.572991,0.621453,0.764921,0.433621,0.783382,0.346534,0.106579,0.518246,0.841325,0.951197,0.878939,0.682961],
[0.284697,0.878537,0.883397,0.838441,0.114680,0.009910,0.093036,0.615378,0.624377,0.498444,0.601822,0.715632,0.169397,0.769273,0.408753,0.720360,0.695749,0.271586,0.060086,0.268740,0.893038,0.825007,0.702361,0.676421,0.171541,0.808940,0.194667,0.012866,0.760137,0.073606,0.695826,0.044835,0.952143,0.579223,0.883275,0.066823,0.589133,0.976312,0.682201,0.213511,0.474756,0.284023,0.929143,0.644153,0.053296,0.337896,0.364514,0.749045,0.609481,0.424600],
[0.017785,0.502519,0.249606,0.720146,0.178940,0.421147,0.529086,0.373607,0.434012,0.289224,0.447213,0.129838,0.334058,0.399355,0.709061,0.217334,0.466178,0.298194,0.193645,0.148379,0.511705,0.668401,0.432402,0.440848,0.312555,0.485698,0.778743,0.677068,0.234743,0.388225,0.101668,0.252529,0.890744,0.351274,0.972675,0.069684,0.772420,0.501762,0.443291,0.206433,0.790985,0.890503,0.336271,0.125044,0.289859,0.045332,0.342377,0.756037,0.343526,0.536023],
[0.904416,0.855232,0.204424,0.336818,0.296080,0.516979,0.822516,0.074823,0.194047,0.057259,0.463048,0.295715,0.309788,0.353792,0.646989,0.282463,0.423476,0.419409,0.784225,0.866766,0.625842,0.575210,0.757269,0.962113,0.700254,0.047128,0.007445,0.042631,0.803165,0.350971,0.578654,0.707581,0.206203,0.783078,0.044399,0.502282,0.300057,0.866915,0.577105,0.494104,0.924174,0.040153,0.789819,0.233963,0.393945,0.436808,0.516426,0.817420,0.856217,0.300650],
[0.684186,0.482059,0.875860,0.441456,0.444171,0.576114,0.488584,0.451616,0.618745,0.291748,0.802587,0.197399,0.999329,0.008790,0.980478,0.043728,0.511073,0.280535,0.910643,0.088178,0.774639,0.834817,0.128331,0.564458,0.068780,0.522276,0.001265,0.585205,0.339696,0.857482,0.885856,0.023882,0.339541,0.761716,0.465338,0.783712,0.337831,0.953921,0.235328,0.956576,0.245670,0.037916,0.153975,0.244999,0.046706,0.134453,0.288726,0.557779,0.414988,0.199369],
[0.645957,0.189626,0.034186,0.774288,0.754084,0.102966,0.296563,0.755349,0.688171,0.636259,0.612831,0.574027,0.660141,0.952372,0.335744,0.125479,0.736084,0.673574,0.079400,0.971413,0.630150,0.325070,0.009329,0.784126,0.570069,0.056035,0.918579,0.858795,0.613814,0.333566,0.058164,0.259770,0.523192,0.092351,0.034058,0.277276,0.195317,0.330622,0.032625,0.883488,0.966881,0.645456,0.457515,0.627021,0.597828,0.793259,0.752500,0.333912,0.466834,0.831900],
[0.305325,0.096984,0.156970,0.314653,0.881110,0.727038,0.370688,0.799688,0.585833,0.984502,0.133254,0.643997,0.244272,0.656446,0.736348,0.278330,0.933723,0.931665,0.608952,0.966348,0.815153,0.575832,0.611804,0.272668,0.202854,0.209632,0.065927,0.955354,0.543544,0.532761,0.787254,0.848869,0.629745,0.944224,0.163522,0.510854,0.671262,0.534211,0.310542,0.257095,0.518712,0.443796,0.901092,0.762985,0.100243,0.637440,0.041315,0.033965,0.569105,0.650267],
[0.000313,0.384258,0.226099,0.612117,0.656925,0.428953,0.821749,0.722853,0.384307,0.365292,0.255613,0.171561,0.214161,0.885358,0.115785,0.377684,0.396212,0.787046,0.911894,0.706754,0.044141,0.430607,0.150551,0.945234,0.193591,0.250794,0.582674,0.234906,0.284759,0.151779,0.885173,0.285072,0.536037,0.111272,0.897189,0.192962,0.540226,0.718937,0.915815,0.924533,0.084230,0.171428,0.096094,0.298391,0.056786,0.211879,0.676075,0.452998,0.998925,0.587969],
[0.159753,0.043066,0.018576,0.310303,0.988300,0.212167,0.561097,0.570974,0.447073,0.845856,0.722753,0.332247,0.130928,0.258789,0.443519,0.028116,0.451752,0.983745,0.747054,0.367566,0.908278,0.831283,0.538994,0.004372,0.129675,0.595780,0.216250,0.805750,0.048779,0.215175,0.393719,0.208531,0.258241,0.412295,0.518834,0.246541,0.624462,0.079931,0.817515,0.071535,0.925787,0.540268,0.403782,0.056715,0.799058,0.847301,0.084831,0.250809,0.831046,0.831885],
[0.618375,0.739324,0.663168,0.157370,0.743696,0.792843,0.753150,0.959946,0.598592,0.801929,0.175121,0.992311,0.010460,0.433363,0.404606,0.529295,0.679904,0.029068,0.609226,0.497419,0.100603,0.535012,0.037687,0.504385,0.591727,0.836745,0.351686,0.676558,0.087554,0.182732,0.508443,0.705929,0.922056,0.171611,0.863299,0.665751,0.964453,0.616449,0.625697,0.563045,0.418378,0.800819,0.555356,0.428838,0.234182,0.959962,0.958133,0.914086,0.989030,0.567358],
[0.411505,0.089633,0.102371,0.449193,0.594017,0.694098,0.285938,0.945703,0.370656,0.373492,0.128435,0.879098,0.079421,0.050491,0.050709,0.942720,0.716242,0.015162,0.559169,0.341940,0.578208,0.977547,0.142759,0.133564,0.406386,0.376941,0.093526,0.364518,0.291027,0.082556,0.931877,0.702532,0.172188,0.034247,0.151725,0.766206,0.728345,0.437662,0.711909,0.099001,0.811154,0.840345,0.978099,0.890575,0.890836,0.028808,0.833295,0.607078,0.043970,0.392465],
[0.949018,0.622178,0.370012,0.091777,0.755742,0.776398,0.468717,0.849268,0.140916,0.759744,0.931824,0.072793,0.462276,0.104012,0.107040,0.614000,0.870218,0.835385,0.051662,0.582127,0.934386,0.862816,0.422472,0.912485,0.753391,0.313307,0.941294,0.586687,0.920386,0.985264,0.979151,0.869404,0.607442,0.349163,0.961181,0.363184,0.125561,0.429898,0.212452,0.266477,0.189642,0.144276,0.339269,0.651918,0.248288,0.446309,0.265918,0.118506,0.281694,0.317581],
