m=80;
n=80;
p=3;
q=3;

alpha=[0.827948,0.636982,0.947611,0.668279,0.828270,0.666224];

proba=[[[0.408528,0.164957,0.719799,0.031090,0.959613,0.335871,0.959614,0.567322,0.937330,0.586599,0.834863,0.180389,0.252226,0.678425,0.394194,0.956669,0.974224,0.791157,0.246269,0.780030,0.915855,0.970663,0.770650,0.105734,0.435364,0.426546,0.379697,0.330585,0.763105,0.036237,0.663032,0.171633,0.201195,0.382831,0.202722,0.160808,0.718702,0.162336,0.728130,0.656032,0.748936,0.562993,0.836421,0.001162,0.241418,0.230615,0.957831,0.215642,0.021772,0.204100,0.995672,0.937627,0.174764,0.766321,0.043361,0.610128,0.192867,0.423058,0.940713,0.955972,0.459295,0.603745,0.127605,0.660490,0.986576,0.330327,0.821297,0.705278,0.492663,0.549427,0.361311,0.241599,0.112420,0.197732,0.242761,0.353838,0.428347,0.200592,0.569480,0.450119],
[0.404692,0.565151,0.387746,0.579455,0.331473,0.431107,0.189583,0.524340,0.854164,0.130296,0.480313,0.313460,0.734041,0.607917,0.973949,0.720617,0.938244,0.795247,0.425895,0.430908,0.344674,0.787206,0.672507,0.457094,0.984938,0.915268,0.810931,0.413284,0.115860,0.380411,0.863403,0.520552,0.945563,0.251149,0.100007,0.277035,0.682256,0.289590,0.801376,0.536420,0.419886,0.281688,0.849880,0.153927,0.889606,0.823829,0.874544,0.827850,0.619076,0.300439,0.258758,0.963749,0.087645,0.931265,0.420843,0.072582,0.846533,0.231774,0.485867,0.962393,0.612185,0.349270,0.482944,0.557748,0.600419,0.582951,0.834783,0.282675,0.872542,0.636159,0.819096,0.292428,0.917847,0.668976,0.446354,0.807453,0.492805,0.320898,0.635303,0.111880],
[0.621337,0.894061,0.075630,0.708982,0.825326,0.496472,0.781564,0.671859,0.728247,0.267431,0.634252,0.340432,0.616701,0.117196,0.898180,0.217120,0.700148,0.732963,0.499796,0.572689,0.369122,0.318892,0.865117,0.286970,0.987867,0.311471,0.094423,0.480672,0.632370,0.729726,0.592552,0.253707,0.623787,0.668182,0.962688,0.449113,0.164654,0.744252,0.120972,0.892901,0.011683,0.755224,0.233333,0.628384,0.872420,0.131513,0.845504,0.572568,0.864476,0.345300,0.145258,0.233598,0.664191,0.010375,0.520568,0.652058,0.321846,0.614991,0.132730,0.954216,0.344716,0.725282,0.207922,0.968503,0.393464,0.170610,0.417616,0.558118,0.914863,0.538588,0.451019,0.926545,0.293813,0.684352,0.554929,0.166233,0.815865,0.400433,0.738801,0.680341],
[0.745733,0.884059,0.913939,0.409924,0.894433,0.434507,0.061982,0.216279,0.049498,0.194713,0.170495,0.394214,0.919995,0.378417,0.362717,0.313459,0.549027,0.780333,0.871577,0.463890,0.318921,0.322596,0.390435,0.612734,0.006948,0.945364,0.778967,0.822813,0.345797,0.517768,0.503153,0.091530,0.401826,0.417092,0.501454,0.296260,0.851599,0.563436,0.512539,0.901097,0.758149,0.683033,0.295311,0.678144,0.061450,0.658028,0.991603,0.610477,0.438361,0.863180,0.074367,0.757282,0.185776,0.464802,0.370016,0.192724,0.410166,0.148983,0.015537,0.755963,0.666751,0.518690,0.847493,0.068577,0.935782,0.348947,0.364837,0.787382,0.912384,0.877375,0.688479,0.670532,0.560409,0.983789,0.348676,0.621859,0.641817,0.340279,0.232336,0.080178],
[0.203459,0.306704,0.837460,0.389235,0.771506,0.207476,0.581959,0.181672,0.356459,0.597496,0.937635,0.023209,0.116185,0.785129,0.091786,0.051968,0.134076,0.456623,0.839349,0.046459,0.333998,0.527828,0.716992,0.894407,0.511617,0.065668,0.516266,0.153434,0.405947,0.748602,0.233612,0.609406,0.055306,0.071072,0.998641,0.826811,0.278548,0.580600,0.008483,0.635006,0.178096,0.946118,0.658215,0.294281,0.731247,0.750002,0.346249,0.865323,0.206624,0.185598,0.911782,0.540622,0.713426,0.628774,0.435029,0.225043,0.694443,0.951295,0.378477,0.100390,0.699897,0.612089,0.709796,0.755202,0.683161,0.708438,0.582013,0.961709,0.289038,0.590497,0.596715,0.467134,0.536615,0.254930,0.761415,0.267862,0.004932,0.107664,0.133185,0.211556],
[0.293262,0.044967,0.752179,0.006688,0.673742,0.187208,0.231731,0.368184,0.138502,0.610208,0.468574,0.838399,0.222297,0.178370,0.593601,0.905458,0.886808,0.175614,0.867166,0.175846,0.766111,0.463881,0.642980,0.302726,0.718812,0.404395,0.570588,0.723744,0.512059,0.703773,0.935300,0.805321,0.748740,0.687479,0.812010,0.422482,0.874686,0.043741,0.790666,0.013188,0.653948,0.259241,0.851587,0.876245,0.437611,0.445188,0.781703,0.324419,0.620803,0.648869,0.500265,0.386914,0.112751,0.143244,0.689640,0.831562,0.547639,0.260228,0.555306,0.059698,0.964001,0.490606,0.865019,0.712741,0.178085,0.677029,0.135223,0.052771,0.720769,0.925889,0.065960,0.374718,0.185130,0.917547,0.250963,0.622741,0.362735,0.032666,0.947160,0.983538],
[0.681535,0.447425,0.370452,0.794286,0.590669,0.060091,0.625848,0.138308,0.320319,0.181155,0.198006,0.284320,0.671761,0.063025,0.997061,0.849846,0.740054,0.132284,0.902617,0.460824,0.058173,0.968577,0.835542,0.243303,0.886125,0.086505,0.866045,0.248860,0.119171,0.813204,0.232398,0.800707,0.260629,0.602850,0.594993,0.851298,0.662941,0.220841,0.989606,0.983260,0.401995,0.187612,0.267580,0.073756,0.250637,0.264641,0.923602,0.990691,0.396925,0.826220,0.451515,0.455098,0.794797,0.287057,0.698402,0.680922,0.373561,0.564446,0.929781,0.492732,0.377651,0.162180,0.293439,0.638280,0.765029,0.888431,0.489578,0.427971,0.109272,0.479184,0.411231,0.511268,0.666795,0.678811,0.585024,0.917432,0.943452,0.508627,0.908124,0.340376],
[0.334846,0.359639,0.795475,0.129643,0.646695,0.493876,0.810565,0.020257,0.058322,0.740346,0.512989,0.435973,0.902526,0.806428,0.074253,0.667555,0.694859,0.563830,0.095526,0.804132,0.043014,0.506757,0.315400,0.709810,0.185568,0.900424,0.627242,0.129019,0.409050,0.535366,0.469396,0.743897,0.895004,0.264870,0.873540,0.541700,0.758746,0.684105,0.561956,0.817069,0.424451,0.074945,0.253042,0.326977,0.881373,0.327294,0.994532,0.576232,0.891125,0.090058,0.380364,0.934139,0.596814,0.695764,0.643948,0.782382,0.596187,0.271191,0.911401,0.005238,0.806556,0.380797,0.749135,0.701561,0.645667,0.622674,0.243261,0.404414,0.306779,0.805217,0.221482,0.731230,0.880162,0.474524,0.058207,0.761535,0.801818,0.052738,0.337767,0.692943],
[0.142796,0.718131,0.627082,0.739610,0.413895,0.271030,0.521992,0.010082,0.542221,0.433393,0.015320,0.348777,0.814190,0.764455,0.050338,0.459857,0.387129,0.293599,0.864271,0.693908,0.098816,0.085753,0.425138,0.978977,0.560277,0.483344,0.740512,0.362095,0.536083,0.078280,0.055038,0.678879,0.796411,0.682120,0.418489,0.210305,0.953150,0.940481,0.220388,0.495371,0.373874,0.235708,0.844148,0.188064,0.000162,0.894486,0.647921,0.387291,0.188085,0.512192,0.081199,0.286900,0.597945,0.506337,0.265878,0.158222,0.989681,0.006390,0.520317,0.525764,0.084670,0.575354,0.204642,0.881080,0.257474,0.623131,0.091386,0.210624,0.563612,0.311773,0.705994,0.937486,0.547481,0.550142,0.125550,0.547643,0.444628,0.773471,0.934934,0.632713],
[0.285663,0.016133,0.919614,0.883608,0.522470,0.185491,0.041829,0.512151,0.191881,0.562146,0.037915,0.276551,0.137500,0.242557,0.157631,0.394974,0.865688,0.249017,0.605598,0.429300,0.560790,0.311592,0.366786,0.108271,0.861735,0.492336,0.655914,0.306363,0.265807,0.590848,0.939076,0.551469,0.606981,0.858690,0.435077,0.129451,0.044181,0.476907,0.641601,0.236062,0.039053,0.679516,0.512614,0.176553,0.922073,0.670245,0.571527,0.787761,0.919262,0.177125,0.217062,0.480053,0.488718,0.583847,0.588324,0.350453,0.076183,0.244238,0.656816,0.341989,0.835086,0.595892,0.893459,0.442067,0.454582,0.328536,0.571518,0.498763,0.805443,0.213119,0.734825,0.844495,0.892635,0.247439,0.021049,0.814709,0.917684,0.592576,0.602470,0.836946],
