m=10;
n=10;
p=3;
q=3;

alpha=[0.580491,0.985305,0.870584,0.958324,0.949354,0.744649];

proba=[[[0.085831,0.860834,0.037347,0.775025,0.266620,0.025853,0.398698,0.669857,0.278859,0.122217],
[0.206421,0.423981,0.621990,0.790989,0.157949,0.018774,0.834212,0.239732,0.220673,0.647033],
[0.080166,0.099316,0.391405,0.069138,0.954368,0.552387,0.039747,0.695535,0.469035,0.938456],
[0.184833,0.554866,0.799290,0.222180,0.329892,0.065910,0.248033,0.728589,0.735767,0.526892],
[0.850806,0.942188,0.950873,0.472796,0.733178,0.108823,0.491571,0.567389,0.348555,0.712244],
[0.214422,0.428720,0.811560,0.605827,0.497858,0.765928,0.158214,0.537606,0.461462,0.627250],
[0.476062,0.646295,0.182116,0.275352,0.868475,0.512008,0.341262,0.116508,0.240597,0.077029],
[0.643400,0.091403,0.019217,0.594273,0.564199,0.752395,0.703096,0.055770,0.319784,0.051651],
[0.768013,0.534206,0.480371,0.579573,0.140033,0.978229,0.345501,0.298248,0.515835,0.806963],
[0.925497,0.991897,0.453259,0.107613,0.267249,0.321734,0.619621,0.608510,0.438242,0.860217]],
[[0.685539,0.081642,0.951620,0.704757,0.675915,0.515819,0.457151,0.379011,0.571589,0.776935],
[0.430662,0.339602,0.311141,0.911033,0.919176,0.451175,0.889262,0.264676,0.749422,0.405098],
[0.071640,0.674919,0.396995,0.524898,0.782533,0.664243,0.846632,0.402153,0.272754,0.284874],
[0.262371,0.958293,0.366516,0.213991,0.663049,0.042431,0.729810,0.120201,0.421442,0.301399],
[0.897136,0.852104,0.641001,0.208278,0.763137,0.560176,0.659452,0.652399,0.824853,0.408875],
[0.057497,0.896493,0.083794,0.454491,0.421391,0.866327,0.118735,0.268023,0.268480,0.391488],
[0.552897,0.530851,0.349781,0.919413,0.744841,0.012830,0.961843,0.474651,0.133031,0.383285],
[0.776050,0.030167,0.235388,0.417051,0.238445,0.998525,0.977227,0.897897,0.650924,0.802080],
[0.306772,0.708421,0.698573,0.390566,0.162912,0.119964,0.256892,0.281647,0.387987,0.525373],
[0.673135,0.940884,0.056223,0.022916,0.860296,0.801065,0.035746,0.822139,0.275716,0.168778]],
[[0.205424,0.051766,0.198945,0.440813,0.468817,0.437390,0.439338,0.446045,0.335287,0.090262],
[0.248125,0.642059,0.798683,0.946698,0.032625,0.961596,0.066662,0.289518,0.243243,0.454649],
[0.814890,0.916378,0.395532,0.871113,0.939294,0.255829,0.672178,0.975040,0.077968,0.947894],
[0.143818,0.283392,0.999660,0.342763,0.724205,0.468477,0.780153,0.163543,0.914522,0.115440],
[0.253805,0.162647,0.757499,0.052488,0.109345,0.790125,0.014084,0.176006,0.079642,0.257327],
[0.630655,0.894532,0.173704,0.026187,0.765645,0.112998,0.282016,0.437823,0.088038,0.359984],
[0.385717,0.231855,0.643376,0.385378,0.574618,0.367581,0.853855,0.354771,0.531124,0.768377],
[0.470211,0.784929,0.931024,0.227711,0.837417,0.040368,0.017835,0.851501,0.216375,0.097478],
[0.108828,0.847030,0.992010,0.282532,0.873217,0.757655,0.395530,0.155233,0.195478,0.483568],
[0.515216,0.581196,0.715423,0.158592,0.966573,0.290041,0.526173,0.820428,0.644812,0.057297]],
[[0.588805,0.115024,0.842226,0.519828,0.342735,0.679643,0.560197,0.360570,0.531144,0.776571],
[0.458048,0.639973,0.623601,0.450057,0.922505,0.496818,0.207712,0.318035,0.652051,0.403191],
[0.801603,0.167267,0.984386,0.517026,0.325859,0.950959,0.807067,0.852032,0.771387,0.451879],
[0.909329,0.360192,0.566903,0.751554,0.880020,0.909638,0.431197,0.440217,0.270209,0.962342],
[0.216789,0.728256,0.602314,0.840390,0.178314,0.524819,0.337208,0.386026,0.842854,0.989258],
[0.789217,0.644457,0.156525,0.773603,0.161482,0.482384,0.724562,0.968549,0.334416,0.495949],
[0.420429,0.243745,0.856141,0.987332,0.995299,0.736162,0.896970,0.426496,0.176379,0.167179],
[0.388838,0.393168,0.895435,0.991152,0.233557,0.073749,0.515971,0.570765,0.459775,0.358825],
[0.560023,0.248992,0.003282,0.716548,0.022595,0.164764,0.198933,0.747157,0.133314,0.533348],
[0.243106,0.553743,0.777093,0.099247,0.541075,0.772392,0.835409,0.438045,0.198887,0.011788]],
[[0.605223,0.587725,0.404956,0.500659,0.578877,0.638513,0.574408,0.094848,0.209278,0.034183],
[0.453673,0.769301,0.283175,0.456955,0.485850,0.305770,0.621719,0.684782,0.052926,0.755033],
[0.218131,0.296033,0.308776,0.995223,0.395280,0.849850,0.767615,0.230689,0.287895,0.966503],
[0.242477,0.893119,0.554228,0.647433,0.393777,0.133104,0.285946,0.968185,0.227952,0.495224],
[0.002368,0.681625,0.264525,0.285543,0.138580,0.750374,0.591312,0.760300,0.435157,0.644239],
[0.515333,0.653287,0.940271,0.824109,0.648511,0.335551,0.673959,0.416126,0.566241,0.961854],
[0.382628,0.808718,0.854973,0.936856,0.456151,0.248750,0.069960,0.742097,0.216935,0.297912],
[0.237321,0.219303,0.979537,0.501846,0.504845,0.118118,0.252221,0.096157,0.878417,0.687377],
[0.740396,0.393750,0.340664,0.680667,0.217858,0.989175,0.016219,0.891817,0.405301,0.582460],
[0.853671,0.787929,0.391178,0.708644,0.724785,0.847330,0.957394,0.794745,0.589427,0.174330]],
[[0.092657,0.826748,0.393632,0.072194,0.328595,0.898478,0.190312,0.580815,0.994635,0.068729],
[0.268192,0.735031,0.462479,0.608857,0.415699,0.680337,0.598032,0.431918,0.572154,0.003332],
[0.014377,0.425826,0.791261,0.405555,0.134470,0.516045,0.252885,0.091864,0.310790,0.842312],
[0.266194,0.403447,0.669060,0.659826,0.475641,0.997655,0.558304,0.665953,0.578470,0.552939],
[0.734682,0.846663,0.287970,0.197161,0.455519,0.703669,0.877498,0.053551,0.135586,0.449652],
[0.056883,0.149964,0.875478,0.848144,0.555519,0.009948,0.364190,0.808404,0.101812,0.674980],
[0.650716,0.368006,0.078427,0.319776,0.027833,0.554068,0.317431,0.586137,0.220022,0.895901],
[0.139076,0.954704,0.742564,0.427046,0.151865,0.198083,0.130715,0.029363,0.251634,0.266301],
[0.479015,0.308517,0.416264,0.354493,0.156662,0.971783,0.364441,0.520852,0.780187,0.466253],
[0.195831,0.430903,0.834260,0.274258,0.750679,0.862092,0.828327,0.068110,0.448229,0.048349]]];

c=[[9,2,7,6,8,10,4,8,5,6],
[6,8,5,10,2,10,10,5,10,1],
[6,2,2,8,9,3,9,7,9,1],
[6,9,5,2,6,2,2,1,10,6],
[7,7,5,3,6,6,2,7,1,1],
[10,8,4,1,7,3,5,6,1,3],
[8,6,3,4,10,1,8,1,1,7],
[8,9,5,5,1,2,10,2,9,2],
[5,10,2,8,10,8,2,5,5,3],
[9,5,10,4,10,9,4,7,1,6],
];
