m=60;
n=60;
p=3;
q=3;

alpha=[0.680639,0.726284,0.650652,0.909956,0.987070,0.703004];

proba=[[[0.249464,0.963986,0.330955,0.784015,0.878000,0.100260,0.047144,0.112777,0.239229,0.476224,0.365296,0.991662,0.829234,0.965009,0.248308,0.610235,0.696865,0.862547,0.814556,0.530260,0.921375,0.660731,0.815841,0.943210,0.170048,0.177119,0.395779,0.471351,0.997031,0.369920,0.877359,0.246495,0.333905,0.208314,0.030510,0.211906,0.308574,0.077653,0.324683,0.547803,0.553878,0.689978,0.539465,0.383112,0.654988,0.787774,0.993346,0.351853,0.650321,0.807903,0.882114,0.571696,0.468634,0.697954,0.514906,0.638682,0.875074,0.910685,0.110033,0.872104],
[0.280605,0.987392,0.118599,0.614510,0.195706,0.149109,0.826416,0.504279,0.226763,0.151099,0.052082,0.780641,0.841077,0.591547,0.163752,0.496065,0.379321,0.157099,0.847918,0.029642,0.965002,0.730032,0.601339,0.433636,0.427986,0.116245,0.072318,0.303060,0.026930,0.182351,0.175164,0.307535,0.169742,0.293763,0.922045,0.365448,0.442873,0.748461,0.869727,0.669635,0.899559,0.921810,0.450276,0.740636,0.513357,0.614029,0.236701,0.892678,0.771127,0.084619,0.922320,0.736129,0.814651,0.523659,0.169765,0.242637,0.639904,0.242083,0.545696,0.666834],
[0.424433,0.720860,0.974369,0.594175,0.014624,0.896414,0.959623,0.457496,0.644875,0.829351,0.127132,0.544435,0.751160,0.577408,0.285071,0.264517,0.191436,0.521772,0.157196,0.962564,0.606391,0.079516,0.698693,0.421042,0.603175,0.868458,0.663679,0.243079,0.110541,0.209375,0.909913,0.534974,0.930236,0.884282,0.129149,0.944859,0.780696,0.088773,0.402356,0.425571,0.918123,0.529487,0.970006,0.669284,0.106895,0.255077,0.933801,0.298332,0.776849,0.090997,0.260896,0.383240,0.170513,0.959589,0.804283,0.773688,0.828046,0.467962,0.016766,0.938587],
[0.677337,0.926679,0.473561,0.607573,0.810961,0.602710,0.552432,0.591656,0.691482,0.954788,0.017227,0.609606,0.484275,0.987233,0.278889,0.591170,0.242310,0.212691,0.889502,0.019159,0.303687,0.150397,0.402399,0.474200,0.109986,0.206682,0.247888,0.938032,0.674644,0.264655,0.876619,0.351981,0.191334,0.350180,0.959554,0.002294,0.952890,0.511985,0.593951,0.644372,0.466773,0.611178,0.253978,0.951048,0.598411,0.532867,0.542218,0.840721,0.745558,0.431720,0.859880,0.049245,0.582117,0.262279,0.523446,0.692103,0.468961,0.771334,0.630136,0.143605],
[0.035988,0.506755,0.495586,0.227322,0.856935,0.455139,0.229616,0.809825,0.967125,0.823567,0.454197,0.433898,0.434745,0.708175,0.384946,0.033156,0.241043,0.927164,0.873877,0.986600,0.358884,0.733757,0.035846,0.941002,0.996036,0.559291,0.633105,0.464998,0.330625,0.263241,0.608602,0.366614,0.769996,0.104188,0.593936,0.626931,0.559328,0.823552,0.436756,0.526452,0.647119,0.890954,0.960350,0.081864,0.599129,0.345296,0.115020,0.840171,0.272460,0.988897,0.826772,0.631344,0.722655,0.862617,0.572346,0.718691,0.421909,0.205451,0.183688,0.752534],
[0.468692,0.792291,0.119148,0.238687,0.896479,0.713083,0.865618,0.455807,0.536635,0.302375,0.982259,0.183754,0.193328,0.942609,0.265618,0.792457,0.287905,0.380638,0.632628,0.560365,0.369535,0.459400,0.191710,0.092190,0.322017,0.764056,0.810881,0.743926,0.969507,0.994569,0.496460,0.438198,0.786860,0.615608,0.676886,0.683339,0.328691,0.542504,0.139146,0.865326,0.844879,0.121404,0.049080,0.038207,0.064014,0.314698,0.830664,0.351919,0.695336,0.463292,0.912284,0.064871,0.922692,0.103994,0.157061,0.244709,0.868049,0.967942,0.988635,0.837556],
[0.962511,0.485095,0.275754,0.749371,0.100703,0.952640,0.432710,0.429393,0.495144,0.571855,0.294719,0.340023,0.693260,0.343799,0.378230,0.757273,0.658497,0.208894,0.109192,0.353833,0.672186,0.021476,0.418704,0.594878,0.125470,0.575765,0.839587,0.993519,0.543706,0.828222,0.831075,0.506217,0.313317,0.106829,0.255588,0.414020,0.059469,0.688298,0.843413,0.554613,0.260153,0.138132,0.894636,0.953413,0.481932,0.272866,0.710686,0.140429,0.481760,0.819878,0.494261,0.153946,0.841354,0.912965,0.748823,0.966824,0.488729,0.588410,0.960343,0.032436],
[0.416632,0.791418,0.538653,0.729949,0.898247,0.794241,0.143969,0.957716,0.482539,0.987382,0.512329,0.742692,0.125515,0.406966,0.696104,0.607447,0.679832,0.406790,0.747875,0.161591,0.226668,0.242136,0.315537,0.068022,0.155101,0.064361,0.034846,0.643830,0.652771,0.995189,0.676266,0.069403,0.786607,0.214919,0.799353,0.684854,0.009160,0.943322,0.642570,0.491699,0.930704,0.154899,0.234390,0.056219,0.561865,0.930494,0.663666,0.241696,0.337285,0.411541,0.403288,0.563953,0.653677,0.718825,0.631975,0.808778,0.783185,0.666821,0.452608,0.435956],
[0.662010,0.128874,0.505359,0.448616,0.343793,0.304712,0.133470,0.352953,0.248034,0.776040,0.844652,0.178738,0.930939,0.079042,0.234958,0.492804,0.009536,0.898624,0.734501,0.346821,0.310164,0.137789,0.910774,0.963841,0.856614,0.542749,0.772619,0.639799,0.209570,0.225227,0.075755,0.871580,0.354102,0.581115,0.320196,0.697895,0.885827,0.453667,0.050848,0.133861,0.229707,0.895500,0.312600,0.160646,0.974542,0.547557,0.653450,0.984079,0.446181,0.387951,0.330900,0.756345,0.525740,0.241674,0.720187,0.382353,0.784423,0.492806,0.022152,0.993993],
[0.718033,0.097908,0.865573,0.072135,0.679022,0.185769,0.770030,0.564849,0.639435,0.820879,0.698711,0.869142,0.716379,0.011310,0.029788,0.690921,0.558868,0.683239,0.675000,0.005049,0.071190,0.005900,0.761394,0.596929,0.247573,0.481581,0.979282,0.031996,0.974387,0.001435,0.025988,0.692420,0.099342,0.891561,0.764555,0.778365,0.077330,0.534585,0.343214,0.716765,0.355464,0.041925,0.585907,0.071843,0.053235,0.615696,0.762765,0.612103,0.298934,0.437765,0.617151,0.370124,0.443664,0.378545,0.967053,0.691238,0.860126,0.946335,0.723234,0.834513],
