m=70;
n=70;
p=3;
q=3;

alpha=[0.832011,0.990699,0.982397,0.846604,0.528202,0.625543];

proba=[[[0.336755,0.502313,0.585790,0.761264,0.204476,0.413061,0.710787,0.221881,0.049933,0.758744,0.077059,0.456796,0.409219,0.021476,0.875779,0.270854,0.104921,0.226767,0.935645,0.294644,0.341436,0.916227,0.305165,0.688513,0.461942,0.969187,0.669911,0.426736,0.662395,0.726315,0.677822,0.999151,0.228628,0.263612,0.760415,0.433104,0.676672,0.471202,0.654985,0.726605,0.229945,0.732043,0.183401,0.639165,0.753520,0.059180,0.910018,0.858441,0.285947,0.845663,0.153085,0.627383,0.761891,0.458250,0.315896,0.223833,0.427437,0.985807,0.650569,0.089832,0.712122,0.328391,0.088983,0.940749,0.592002,0.849398,0.373854,0.268675,0.320599,0.028838],
[0.995280,0.550545,0.760882,0.178681,0.189710,0.514402,0.237861,0.099728,0.372842,0.523809,0.945391,0.525927,0.151192,0.707282,0.984177,0.467088,0.931115,0.411614,0.452895,0.581684,0.501446,0.165016,0.910075,0.590429,0.105766,0.502077,0.439827,0.479619,0.770752,0.760426,0.508458,0.766031,0.310971,0.269340,0.944712,0.500681,0.783741,0.182573,0.600409,0.156584,0.706382,0.545800,0.682511,0.857574,0.253082,0.666688,0.324661,0.184197,0.078302,0.777556,0.765881,0.579748,0.942572,0.675956,0.170177,0.048338,0.178033,0.610003,0.527958,0.948785,0.370430,0.036416,0.714816,0.681401,0.305755,0.659528,0.182081,0.089497,0.842102,0.782490],
[0.246080,0.548484,0.328290,0.928591,0.406057,0.581373,0.595279,0.730719,0.765570,0.673581,0.508275,0.531451,0.253328,0.450847,0.207407,0.423505,0.499185,0.385440,0.033508,0.027143,0.334225,0.403938,0.063559,0.049041,0.085338,0.369314,0.708569,0.267420,0.458811,0.550670,0.049910,0.704892,0.099154,0.378200,0.633483,0.505211,0.959573,0.228762,0.235930,0.725143,0.902343,0.744205,0.256594,0.155671,0.195052,0.464001,0.579176,0.694238,0.849441,0.612684,0.721381,0.183666,0.016622,0.784940,0.232707,0.101961,0.154254,0.941276,0.369380,0.613065,0.491946,0.419290,0.317957,0.591100,0.797490,0.951440,0.096312,0.757063,0.180202,0.332242],
[0.482205,0.082544,0.076447,0.738799,0.238215,0.271499,0.202800,0.817391,0.965737,0.052242,0.430075,0.687118,0.235908,0.446698,0.472058,0.468615,0.548658,0.626312,0.409890,0.918038,0.239377,0.901837,0.337329,0.557334,0.492937,0.134819,0.508774,0.589248,0.891881,0.688976,0.921490,0.374087,0.771520,0.997937,0.112886,0.009736,0.269436,0.315686,0.827127,0.235173,0.367928,0.257202,0.922291,0.603836,0.703900,0.394349,0.072450,0.252558,0.020661,0.482341,0.170596,0.260038,0.384177,0.507925,0.817372,0.877114,0.642744,0.326146,0.466362,0.534625,0.015122,0.387853,0.908711,0.786642,0.385790,0.021597,0.796378,0.655226,0.337283,0.623505],
[0.890400,0.705211,0.880707,0.812691,0.309047,0.584607,0.207040,0.381497,0.837165,0.227701,0.863838,0.007761,0.487740,0.248015,0.515686,0.305112,0.125129,0.158430,0.631258,0.591492,0.693055,0.646381,0.979345,0.601766,0.433023,0.365135,0.623363,0.229401,0.020361,0.960647,0.852906,0.910761,0.665858,0.733613,0.723452,0.974905,0.318220,0.930492,0.356402,0.155385,0.158193,0.220240,0.163146,0.645933,0.468255,0.678833,0.951045,0.593384,0.837263,0.582304,0.184876,0.530317,0.228684,0.164221,0.132084,0.661707,0.529356,0.755447,0.891108,0.549717,0.716094,0.744014,0.460477,0.381952,0.477628,0.183929,0.356856,0.795848,0.114422,0.713258],
[0.951233,0.272615,0.933497,0.114380,0.918548,0.401752,0.793212,0.869593,0.995137,0.630475,0.451897,0.180013,0.160792,0.680581,0.344234,0.292876,0.342288,0.873589,0.048323,0.233397,0.423306,0.764417,0.977411,0.883783,0.146369,0.455039,0.067713,0.503225,0.250887,0.182134,0.216483,0.202120,0.454750,0.149981,0.316499,0.373298,0.551733,0.109712,0.242891,0.546870,0.740186,0.694788,0.726883,0.900979,0.375369,0.071116,0.193855,0.717657,0.944706,0.242178,0.951053,0.368012,0.006595,0.928465,0.251795,0.152965,0.383503,0.319508,0.656190,0.634390,0.501642,0.872673,0.836510,0.956392,0.022654,0.153009,0.329690,0.574388,0.262721,0.572581],
[0.121257,0.002907,0.267369,0.848140,0.903886,0.642737,0.919257,0.097741,0.360394,0.863962,0.339919,0.311448,0.231974,0.346514,0.239912,0.483769,0.499479,0.623416,0.803276,0.155669,0.257806,0.304919,0.028342,0.094315,0.261310,0.050996,0.247325,0.591000,0.625384,0.510045,0.163581,0.746642,0.512952,0.430949,0.594782,0.416838,0.073687,0.514038,0.514579,0.434081,0.378001,0.854497,0.745529,0.609974,0.201012,0.985441,0.093743,0.700490,0.608856,0.897020,0.856159,0.866662,0.201938,0.884501,0.960977,0.463249,0.935497,0.208302,0.054249,0.560882,0.718347,0.217829,0.307523,0.231299,0.648779,0.902305,0.648138,0.722465,0.416343,0.162716],
[0.156546,0.794344,0.017214,0.902075,0.404318,0.218225,0.887516,0.498061,0.918715,0.496372,0.395081,0.774874,0.363034,0.597019,0.659375,0.324011,0.060268,0.594873,0.532313,0.114517,0.155754,0.250660,0.332346,0.463277,0.481959,0.981125,0.365582,0.130097,0.703590,0.781925,0.292813,0.860137,0.576269,0.310027,0.762211,0.980587,0.528252,0.649727,0.478649,0.446967,0.146099,0.873730,0.221842,0.509133,0.470749,0.881217,0.833144,0.531017,0.476090,0.365457,0.645534,0.631844,0.616117,0.977880,0.095121,0.098076,0.959005,0.460704,0.228173,0.662595,0.242629,0.520986,0.522732,0.818898,0.831013,0.284943,0.799486,0.359265,0.934670,0.278135],
[0.806233,0.080769,0.151865,0.028074,0.589902,0.622614,0.909291,0.423045,0.153631,0.385381,0.788502,0.799165,0.017225,0.404619,0.777045,0.112346,0.502695,0.736051,0.573050,0.730867,0.398646,0.815679,0.251854,0.921378,0.634578,0.082867,0.206321,0.434064,0.442132,0.140992,0.712198,0.248364,0.221761,0.864063,0.276438,0.811663,0.486677,0.185730,0.234708,0.640309,0.571110,0.023210,0.439474,0.588335,0.427828,0.216519,0.700682,0.930523,0.952570,0.273732,0.661390,0.351216,0.089411,0.913244,0.272594,0.723988,0.996111,0.478915,0.158052,0.438242,0.619907,0.870250,0.686606,0.841668,0.734314,0.963045,0.653330,0.220991,0.148774,0.888038],
[0.861300,0.719885,0.911248,0.300774,0.308220,0.339077,0.517293,0.008902,0.269600,0.469863,0.282633,0.930990,0.821078,0.372044,0.844234,0.093672,0.096032,0.840344,0.572587,0.254084,0.278587,0.192494,0.124335,0.965193,0.034162,0.858648,0.928238,0.687493,0.079639,0.077012,0.575531,0.940939,0.796897,0.486779,0.241713,0.105117,0.825856,0.759005,0.114019,0.095456,0.228868,0.396652,0.026446,0.049946,0.768696,0.870680,0.143618,0.864728,0.711024,0.716206,0.118812,0.989611,0.908700,0.243147,0.954804,0.942863,0.101795,0.883042,0.630355,0.181434,0.960054,0.205886,0.122373,0.756951,0.692666,0.364086,0.862068,0.518522,0.123091,0.976087],
