m=40;
n=40;
p=3;
q=3;

alpha=[0.857093,0.913848,0.761165,0.761118,0.736968,0.981241];

proba=[[[0.918007,0.721657,0.741803,0.825374,0.300518,0.433926,0.255300,0.556023,0.001529,0.414588,0.398415,0.492802,0.971989,0.060191,0.403255,0.520967,0.580662,0.161778,0.144267,0.292751,0.421726,0.933095,0.383631,0.025938,0.800135,0.097817,0.853635,0.322465,0.620052,0.327570,0.284948,0.538059,0.049227,0.026751,0.363433,0.349745,0.460676,0.618733,0.905767,0.462205],
[0.033321,0.304182,0.955007,0.005310,0.364374,0.358262,0.526277,0.945036,0.520040,0.670544,0.237786,0.941766,0.603640,0.621417,0.967704,0.403775,0.719234,0.821339,0.726240,0.339286,0.148909,0.011188,0.877345,0.198136,0.037938,0.240779,0.547880,0.498615,0.859512,0.453648,0.960820,0.892833,0.757830,0.915827,0.898143,0.122204,0.274089,0.424420,0.067239,0.794130],
[0.094965,0.305026,0.735896,0.698605,0.926443,0.703600,0.102380,0.645677,0.524939,0.828620,0.984963,0.673848,0.839808,0.862308,0.871984,0.877746,0.103087,0.419864,0.376361,0.962598,0.873512,0.337181,0.855431,0.631342,0.253008,0.753574,0.753545,0.527097,0.177995,0.820785,0.321227,0.272960,0.125810,0.057123,0.971564,0.052253,0.760723,0.073944,0.697930,0.285662],
[0.902564,0.682893,0.959510,0.742372,0.545201,0.831494,0.620118,0.648287,0.251358,0.996479,0.610886,0.124870,0.333660,0.466317,0.756212,0.586669,0.219891,0.509757,0.113766,0.397886,0.330542,0.434993,0.670846,0.456352,0.492116,0.642410,0.508605,0.252839,0.716354,0.206535,0.538501,0.618918,0.889428,0.498012,0.361289,0.434628,0.329506,0.981408,0.082916,0.580864],
[0.977887,0.693802,0.705734,0.311548,0.160119,0.461946,0.898216,0.380010,0.971703,0.011982,0.777896,0.302245,0.446975,0.448742,0.758597,0.939091,0.091152,0.267202,0.191930,0.807506,0.473738,0.730431,0.426423,0.363165,0.228443,0.787713,0.797794,0.557949,0.769121,0.880709,0.138813,0.747008,0.574511,0.844547,0.058555,0.734629,0.306493,0.956771,0.114640,0.278196],
[0.968753,0.892536,0.580440,0.415728,0.341278,0.339038,0.354819,0.432430,0.606240,0.546749,0.239936,0.079978,0.277180,0.666359,0.443143,0.505623,0.454072,0.240936,0.063572,0.223192,0.121646,0.202384,0.970200,0.696157,0.046931,0.028755,0.430786,0.353424,0.985526,0.545426,0.631619,0.954279,0.437962,0.212060,0.370008,0.779239,0.551097,0.724827,0.211669,0.157337],
[0.271576,0.451605,0.237315,0.548757,0.117964,0.680458,0.054380,0.572035,0.921394,0.117952,0.795227,0.043040,0.320336,0.765427,0.739197,0.367267,0.794182,0.169983,0.720691,0.779708,0.715409,0.352310,0.733988,0.153370,0.564370,0.103995,0.932610,0.115467,0.828822,0.144279,0.272805,0.100399,0.595884,0.510120,0.649155,0.713847,0.190578,0.703535,0.285882,0.111972],
[0.821487,0.081109,0.155012,0.141823,0.846537,0.894209,0.509090,0.640719,0.064192,0.229781,0.420427,0.779601,0.582092,0.154415,0.932971,0.146462,0.258410,0.865581,0.261929,0.087233,0.009860,0.534734,0.187631,0.605744,0.044854,0.836787,0.319591,0.235431,0.540322,0.605473,0.347403,0.361808,0.686582,0.502416,0.503631,0.533119,0.396625,0.012721,0.173837,0.460817],
[0.242502,0.594264,0.240418,0.824594,0.748679,0.173390,0.971056,0.007089,0.038971,0.232985,0.094321,0.048831,0.767719,0.281953,0.654574,0.812572,0.118739,0.974165,0.048004,0.659061,0.579638,0.395407,0.020870,0.266220,0.897823,0.524501,0.799338,0.294448,0.537222,0.973176,0.755265,0.779724,0.567440,0.995684,0.604318,0.316119,0.169073,0.575374,0.323207,0.208044],
[0.808359,0.417529,0.256875,0.576077,0.699482,0.911449,0.388650,0.818221,0.885614,0.436653,0.477282,0.465252,0.832060,0.498152,0.731472,0.729883,0.022653,0.530810,0.024331,0.559875,0.503986,0.779596,0.339599,0.071426,0.775280,0.943918,0.387544,0.944353,0.519291,0.710752,0.152398,0.327650,0.128281,0.409273,0.903727,0.827762,0.320722,0.292377,0.645983,0.206336],
