m=90;
n=90;
p=3;
q=3;

alpha=[0.526176,0.769876,0.912117,0.855281,0.749599,0.776568];

proba=[[[0.850377,0.582681,0.974560,0.748594,0.636815,0.436731,0.346507,0.275858,0.745579,0.804960,0.081843,0.848345,0.093853,0.927535,0.573135,0.445846,0.782838,0.631580,0.091245,0.506774,0.388108,0.820620,0.861412,0.747303,0.116142,0.913765,0.287055,0.940375,0.624327,0.786252,0.493511,0.474704,0.368933,0.468071,0.223298,0.005747,0.904802,0.569806,0.281605,0.650382,0.374766,0.363448,0.498727,0.468619,0.290983,0.071862,0.914466,0.073821,0.703442,0.005711,0.580595,0.091550,0.826330,0.442007,0.838852,0.942473,0.355772,0.125907,0.882848,0.980099,0.912159,0.376359,0.454803,0.281092,0.844430,0.678101,0.286839,0.749232,0.247907,0.568444,0.399613,0.622673,0.931892,0.898340,0.091292,0.222875,0.970202,0.005757,0.296696,0.673644,0.011468,0.877292,0.765194,0.837798,0.319299,0.604046,0.780271,0.675071,0.729953,0.663119],
[0.655170,0.642112,0.039478,0.109973,0.923204,0.883907,0.788075,0.210043,0.633139,0.035981,0.778487,0.032752,0.658654,0.710380,0.931093,0.749946,0.933255,0.901295,0.755703,0.229951,0.574939,0.767172,0.107243,0.340132,0.604970,0.426542,0.944178,0.385241,0.101614,0.674131,0.048360,0.756784,0.316243,0.087838,0.866758,0.239447,0.971745,0.654832,0.449490,0.604884,0.690814,0.227978,0.637636,0.349468,0.938357,0.568729,0.099414,0.871612,0.470024,0.855117,0.101563,0.044962,0.622289,0.208806,0.385095,0.227259,0.635349,0.329273,0.612500,0.736963,0.003404,0.660860,0.493747,0.319647,0.748698,0.360504,0.559094,0.720443,0.015337,0.008584,0.325327,0.706150,0.236562,0.962963,0.055618,0.174919,0.531692,0.155032,0.046531,0.001716,0.010149,0.148095,0.046678,0.632438,0.356901,0.431773,0.859697,0.992250,0.761045,0.472197],
[0.729212,0.764449,0.133058,0.222959,0.084096,0.881755,0.583463,0.643190,0.602198,0.598800,0.651775,0.927525,0.304950,0.888337,0.890488,0.360569,0.063256,0.422180,0.515601,0.109787,0.423896,0.525750,0.257882,0.470574,0.158188,0.614783,0.902347,0.017886,0.607033,0.663392,0.490083,0.336245,0.427841,0.623141,0.559204,0.511937,0.504896,0.142668,0.155127,0.107094,0.741468,0.806901,0.034619,0.046418,0.695238,0.925107,0.406987,0.758494,0.347287,0.922587,0.868281,0.771183,0.448337,0.126162,0.241757,0.606526,0.740945,0.144103,0.624412,0.347978,0.807495,0.114495,0.684223,0.235336,0.737636,0.243427,0.747273,0.242532,0.386095,0.902400,0.349626,0.127563,0.709301,0.384245,0.173981,0.404539,0.309352,0.580968,0.163033,0.656639,0.503556,0.031314,0.427822,0.951893,0.157476,0.669579,0.558419,0.898421,0.813682,0.182830],
[0.246399,0.621178,0.297325,0.930622,0.856514,0.034961,0.174050,0.603786,0.277493,0.560145,0.506186,0.627119,0.687708,0.215487,0.011364,0.861689,0.620026,0.320716,0.442657,0.783059,0.977356,0.946213,0.814372,0.405178,0.898106,0.971848,0.074757,0.456525,0.870269,0.888440,0.639355,0.116668,0.509617,0.936680,0.047291,0.366131,0.971641,0.221340,0.969917,0.249134,0.781485,0.476103,0.876253,0.469193,0.691590,0.887617,0.330882,0.311616,0.208333,0.773539,0.094675,0.185689,0.719752,0.909047,0.590867,0.617858,0.880895,0.665624,0.074383,0.751164,0.554064,0.713738,0.867833,0.063681,0.650418,0.915123,0.429812,0.622060,0.136463,0.399729,0.871193,0.917948,0.875833,0.747446,0.387141,0.567423,0.635063,0.718023,0.879039,0.843396,0.491562,0.973714,0.029085,0.211314,0.882761,0.619953,0.829171,0.763656,0.285577,0.903554],
[0.514820,0.839641,0.617292,0.382652,0.903322,0.267710,0.297776,0.333134,0.889770,0.434239,0.732864,0.760963,0.352187,0.608697,0.508409,0.739328,0.176120,0.143472,0.457351,0.055159,0.986868,0.948913,0.028873,0.015954,0.160227,0.911634,0.635906,0.989398,0.675289,0.921484,0.892952,0.190109,0.761125,0.510244,0.572761,0.664447,0.777954,0.870537,0.997581,0.667723,0.304776,0.730445,0.428686,0.656964,0.339142,0.937096,0.396292,0.515262,0.080568,0.853643,0.570421,0.067436,0.802556,0.599294,0.083390,0.962783,0.510928,0.719296,0.952181,0.186217,0.640780,0.845133,0.376326,0.401904,0.355377,0.949088,0.066351,0.133331,0.819625,0.063933,0.801054,0.124401,0.794378,0.229741,0.781365,0.133520,0.166836,0.177657,0.648782,0.247404,0.031300,0.219203,0.314840,0.833857,0.818497,0.398229,0.796640,0.329425,0.117526,0.748821],
[0.515642,0.758305,0.593954,0.891968,0.160210,0.949330,0.841056,0.226561,0.082661,0.660681,0.290494,0.883715,0.785082,0.084872,0.113456,0.566446,0.218392,0.280292,0.744103,0.867174,0.527696,0.775404,0.086377,0.842536,0.609261,0.904874,0.240765,0.405900,0.234299,0.358291,0.154721,0.749941,0.116596,0.748674,0.641910,0.276805,0.698005,0.482965,0.503366,0.780666,0.143646,0.793860,0.664381,0.928728,0.878731,0.777837,0.495174,0.097123,0.058129,0.239278,0.964297,0.585825,0.014682,0.050674,0.428361,0.623942,0.955548,0.669126,0.029842,0.189847,0.027417,0.184563,0.939788,0.144012,0.933238,0.581698,0.420818,0.631242,0.064663,0.924184,0.411908,0.208309,0.718043,0.076290,0.137037,0.596775,0.854127,0.632211,0.693898,0.912256,0.871489,0.658195,0.498082,0.886170,0.708869,0.926442,0.510113,0.664417,0.595568,0.539955],
[0.854264,0.622985,0.724518,0.794052,0.766997,0.657756,0.375750,0.187815,0.288998,0.440413,0.111998,0.700906,0.648723,0.830042,0.777196,0.785760,0.426817,0.631323,0.417971,0.120715,0.543579,0.289460,0.778910,0.041661,0.175631,0.487779,0.968103,0.685743,0.152196,0.563671,0.225698,0.006460,0.186656,0.950216,0.800512,0.953653,0.607972,0.176262,0.141468,0.896970,0.616675,0.253467,0.597876,0.265398,0.083509,0.375072,0.051158,0.510326,0.006395,0.469129,0.631041,0.549974,0.758589,0.409951,0.591634,0.934220,0.897730,0.559737,0.619963,0.049926,0.123409,0.845661,0.056386,0.310065,0.795878,0.856898,0.263718,0.403850,0.033160,0.405187,0.300820,0.649835,0.658653,0.898696,0.915233,0.742162,0.273768,0.966391,0.252487,0.280163,0.435520,0.883528,0.830137,0.194110,0.293479,0.421772,0.128330,0.191209,0.981509,0.748293],
[0.241135,0.104918,0.593954,0.297520,0.414983,0.389832,0.154418,0.678701,0.793682,0.187578,0.083888,0.094502,0.837413,0.742541,0.993198,0.752646,0.484703,0.266967,0.719037,0.737190,0.547130,0.154558,0.620718,0.377267,0.348668,0.914197,0.799039,0.476998,0.105406,0.780548,0.225291,0.346540,0.885466,0.819245,0.644061,0.300448,0.209077,0.798479,0.979149,0.002759,0.986057,0.063037,0.097262,0.823470,0.805578,0.090460,0.576116,0.290280,0.357427,0.295153,0.027471,0.904556,0.449711,0.648189,0.281824,0.798379,0.562386,0.080863,0.275377,0.667792,0.861411,0.500667,0.014332,0.746876,0.319912,0.658393,0.047325,0.528990,0.456872,0.026474,0.531749,0.442929,0.089511,0.629011,0.266398,0.895088,0.719470,0.842514,0.185369,0.076897,0.137668,0.212839,0.981453,0.587379,0.861028,0.263277,0.385758,0.423414,0.344140,0.661135],
[0.091205,0.205550,0.161802,0.105537,0.952427,0.481714,0.763930,0.999751,0.010704,0.220802,0.026225,0.542453,0.663730,0.115736,0.171463,0.930129,0.010824,0.890934,0.772643,0.196192,0.967831,0.910311,0.409032,0.949284,0.497690,0.270059,0.212561,0.883448,0.693473,0.556701,0.544583,0.784678,0.762251,0.706385,0.890216,0.714678,0.188099,0.654146,0.714429,0.198802,0.874947,0.740654,0.741255,0.538678,0.856390,0.912719,0.468807,0.867214,0.803652,0.241450,0.063406,0.771483,0.151761,0.472437,0.720768,0.649451,0.742497,0.933329,0.532899,0.435970,0.490030,0.077482,0.220648,0.252282,0.783866,0.110864,0.966960,0.971965,0.765010,0.681389,0.170768,0.639957,0.422043,0.912023,0.178635,0.278433,0.824741,0.647442,0.145646,0.628394,0.888892,0.209052,0.399877,0.040653,0.681490,0.120645,0.690104,0.423986,0.053974,0.223004],
[0.859956,0.544004,0.300486,0.080605,0.796285,0.084352,0.191469,0.763245,0.056317,0.956478,0.444634,0.227085,0.596435,0.866677,0.139107,0.775070,0.145109,0.963849,0.422512,0.290756,0.592243,0.311403,0.499808,0.992120,0.352057,0.181297,0.112765,0.042161,0.605284,0.166738,0.265164,0.465240,0.710742,0.565650,0.545845,0.507027,0.650002,0.737314,0.270272,0.706319,0.693792,0.714906,0.933404,0.290227,0.581583,0.072511,0.065297,0.726692,0.036360,0.487809,0.017448,0.628603,0.799212,0.517255,0.620722,0.151269,0.698552,0.733487,0.193430,0.303836,0.900225,0.458594,0.769076,0.610967,0.024244,0.314921,0.117994,0.674246,0.052235,0.388267,0.380565,0.746027,0.103173,0.313969,0.036254,0.684756,0.386480,0.101551,0.411448,0.422840,0.589360,0.428896,0.051443,0.388572,0.946151,0.672165,0.539841,0.644703,0.405652,0.733271],
