m=20;
n=20;
p=3;
q=3;

alpha=[0.660821,0.816786,0.557252,0.571713,0.877724,0.983912];

proba=[[[0.260568,0.341654,0.776808,0.429095,0.487169,0.097248,0.535362,0.049093,0.884606,0.623286,0.722664,0.994923,0.413280,0.418212,0.904046,0.169072,0.462017,0.120026,0.451155,0.523817],
[0.909527,0.255913,0.475103,0.651546,0.297398,0.796744,0.285117,0.411902,0.940170,0.040564,0.379727,0.200738,0.382218,0.156535,0.629833,0.869387,0.253783,0.165195,0.918480,0.138389],
[0.788481,0.641144,0.133312,0.201761,0.059356,0.037358,0.370833,0.521373,0.157384,0.821988,0.045190,0.066912,0.077901,0.520293,0.718458,0.375299,0.317037,0.003575,0.787201,0.257208],
[0.044139,0.166928,0.457946,0.426357,0.323463,0.087779,0.295743,0.577247,0.252973,0.214223,0.715635,0.041455,0.855367,0.848947,0.243216,0.914723,0.886305,0.614049,0.436096,0.043690],
[0.436037,0.481286,0.110601,0.513938,0.001579,0.829059,0.889237,0.318616,0.832633,0.676438,0.575824,0.876772,0.843367,0.033770,0.303129,0.166830,0.121548,0.598872,0.744077,0.374521],
[0.813095,0.459712,0.415976,0.668462,0.308659,0.659192,0.583185,0.194965,0.273241,0.019280,0.238654,0.709279,0.500566,0.349255,0.223217,0.502145,0.178314,0.112454,0.820761,0.010948],
[0.788892,0.396585,0.887720,0.632258,0.430355,0.190848,0.799088,0.551903,0.789720,0.543165,0.926424,0.602815,0.002877,0.342400,0.271277,0.311536,0.001592,0.854462,0.506501,0.274834],
[0.873742,0.745155,0.984113,0.374308,0.094410,0.207329,0.876453,0.272724,0.319783,0.697214,0.283672,0.108675,0.093799,0.171392,0.740933,0.524153,0.362240,0.540021,0.076056,0.151960],
[0.083186,0.002480,0.754775,0.086063,0.344880,0.026052,0.397599,0.346473,0.880514,0.904099,0.621306,0.754256,0.649254,0.605419,0.128564,0.743665,0.812748,0.005016,0.016389,0.132531],
[0.702230,0.300061,0.241206,0.796028,0.471453,0.982139,0.320181,0.833693,0.522161,0.396237,0.985653,0.605347,0.398717,0.740429,0.691410,0.743597,0.766481,0.089009,0.090070,0.646995],
[0.993108,0.711376,0.401251,0.642362,0.316795,0.529815,0.386027,0.129543,0.534831,0.402416,0.262075,0.237060,0.702477,0.503281,0.033089,0.173930,0.485421,0.353270,0.007623,0.007581],
[0.749507,0.993276,0.612928,0.148224,0.733705,0.304338,0.891821,0.500186,0.393347,0.981891,0.147181,0.386455,0.693267,0.548432,0.028818,0.010062,0.078247,0.414845,0.139605,0.613077],
[0.817261,0.401680,0.850138,0.519738,0.904961,0.883226,0.693668,0.390382,0.236497,0.701291,0.397964,0.986004,0.694567,0.010892,0.134228,0.428271,0.315230,0.026050,0.928457,0.708577],
[0.007940,0.075638,0.095033,0.701207,0.624069,0.123850,0.711269,0.702316,0.538695,0.850874,0.315393,0.355956,0.252554,0.165531,0.875694,0.157516,0.048757,0.569361,0.547898,0.285254],
[0.270652,0.945861,0.271258,0.965219,0.956754,0.405486,0.393490,0.271984,0.431536,0.321947,0.980561,0.439476,0.397585,0.075594,0.140683,0.021654,0.199444,0.851952,0.723970,0.738139],
[0.702826,0.039363,0.094094,0.955380,0.204894,0.969788,0.112896,0.253652,0.539149,0.660793,0.538906,0.809802,0.606655,0.810164,0.775021,0.563408,0.215651,0.168511,0.835393,0.647187],
[0.490458,0.815954,0.086663,0.888042,0.891548,0.227346,0.909697,0.090992,0.079298,0.633667,0.829131,0.782124,0.673030,0.923225,0.737504,0.877924,0.893013,0.850400,0.131576,0.432163],
[0.511193,0.670482,0.241965,0.117848,0.480647,0.016985,0.681256,0.696297,0.185496,0.516649,0.343484,0.675954,0.332603,0.430147,0.563996,0.224151,0.657493,0.473693,0.315143,0.736791],
[0.107359,0.144274,0.518915,0.780389,0.067499,0.256419,0.658314,0.960513,0.106819,0.789890,0.392676,0.618012,0.460372,0.634640,0.735860,0.941019,0.651625,0.417116,0.637316,0.837121],
[0.933765,0.980800,0.513075,0.266368,0.410947,0.077072,0.490519,0.068440,0.550764,0.805662,0.805231,0.658124,0.949936,0.324146,0.438513,0.017435,0.580565,0.096827,0.977948,0.687384]],
[[0.886717,0.370624,0.305396,0.347089,0.005264,0.041256,0.288108,0.656889,0.458372,0.925424,0.494011,0.392138,0.906224,0.007086,0.658506,0.317171,0.084158,0.149025,0.385611,0.634922],
[0.954687,0.190842,0.293046,0.904623,0.514988,0.731559,0.922059,0.095553,0.828386,0.900007,0.782938,0.715103,0.270631,0.088334,0.062192,0.275895,0.129590,0.350300,0.932784,0.587962],
[0.275724,0.426795,0.980100,0.181948,0.433881,0.638606,0.499119,0.518039,0.787631,0.884729,0.152961,0.742318,0.075571,0.446007,0.646941,0.590559,0.177567,0.569000,0.686113,0.005953],
[0.469007,0.469050,0.721055,0.739637,0.557384,0.783247,0.015532,0.686974,0.133547,0.948316,0.274936,0.409271,0.375111,0.255035,0.591219,0.808992,0.893641,0.090338,0.327031,0.681272],
[0.975067,0.479992,0.423590,0.050639,0.926000,0.070531,0.641198,0.103566,0.639531,0.327310,0.109519,0.108538,0.796360,0.830574,0.848175,0.353744,0.613822,0.863707,0.040718,0.747369],
[0.812023,0.315653,0.156641,0.187134,0.570689,0.747860,0.996126,0.464330,0.838198,0.323157,0.145602,0.813265,0.803150,0.569192,0.863904,0.729149,0.639723,0.505102,0.832716,0.279254],
[0.832412,0.942235,0.387792,0.628772,0.772809,0.235968,0.982517,0.386631,0.099675,0.023234,0.134000,0.911698,0.338888,0.290641,0.098832,0.909577,0.038501,0.094958,0.373906,0.876699],
[0.418115,0.519508,0.689964,0.221265,0.088700,0.553868,0.950414,0.728423,0.058969,0.783130,0.007677,0.891381,0.725365,0.395469,0.520153,0.498174,0.631437,0.502670,0.884805,0.731112],
[0.525904,0.018806,0.642810,0.864792,0.309447,0.741642,0.774369,0.347948,0.836600,0.148275,0.224646,0.254715,0.667783,0.914610,0.475980,0.756483,0.468478,0.426394,0.484906,0.527447],
