m=30;
n=30;
p=3;
q=3;

alpha=[0.779420,0.881566,0.981085,0.746011,0.679414,0.787076];

proba=[[[0.175515,0.864574,0.627275,0.128168,0.219099,0.430654,0.036515,0.416665,0.989011,0.895655,0.124325,0.134871,0.884819,0.926815,0.604075,0.644620,0.770857,0.402591,0.468693,0.197803,0.911547,0.398257,0.878698,0.756632,0.844659,0.437538,0.519763,0.806829,0.929560,0.878590],
[0.380981,0.105074,0.743164,0.008256,0.233242,0.962264,0.438910,0.269757,0.378929,0.427921,0.165412,0.503254,0.562792,0.050231,0.430069,0.166868,0.694851,0.200925,0.569459,0.163544,0.398729,0.481005,0.561801,0.277426,0.237638,0.406460,0.714964,0.757401,0.213289,0.644524],
[0.635992,0.594270,0.749598,0.379156,0.602526,0.982841,0.341419,0.041436,0.252598,0.720348,0.469358,0.418010,0.223602,0.032150,0.468241,0.653671,0.199017,0.163092,0.854596,0.768476,0.326636,0.253325,0.249482,0.888438,0.530751,0.487119,0.294898,0.245716,0.244520,0.508187],
[0.890240,0.880512,0.102457,0.639838,0.259668,0.704983,0.622679,0.601087,0.746419,0.875276,0.321435,0.215777,0.293286,0.545037,0.247927,0.761527,0.198708,0.446944,0.924620,0.053304,0.215420,0.251256,0.306629,0.464902,0.139694,0.837380,0.952021,0.434592,0.083096,0.196542],
[0.942779,0.973336,0.077054,0.045235,0.613174,0.336722,0.750218,0.235852,0.937809,0.496638,0.111129,0.259244,0.712415,0.404415,0.804281,0.960341,0.165943,0.002989,0.407285,0.090562,0.056293,0.622706,0.341819,0.362922,0.087607,0.481513,0.200302,0.039629,0.916104,0.283398],
[0.236171,0.858883,0.256734,0.313224,0.904118,0.869908,0.649946,0.654337,0.105760,0.587755,0.150974,0.216889,0.846999,0.863389,0.621304,0.651280,0.823730,0.787247,0.654269,0.231015,0.877809,0.710563,0.853721,0.219628,0.073485,0.941328,0.701140,0.273787,0.980957,0.617244],
[0.557186,0.217128,0.476127,0.813920,0.530352,0.380245,0.683828,0.180298,0.034582,0.789588,0.768053,0.185556,0.006478,0.615052,0.048945,0.627782,0.266333,0.872675,0.415029,0.920602,0.103690,0.292838,0.631165,0.957411,0.512466,0.704649,0.898740,0.213606,0.978437,0.879697],
[0.830850,0.535622,0.096824,0.306978,0.349542,0.627177,0.687223,0.033370,0.807475,0.721805,0.822959,0.575528,0.907361,0.829436,0.190581,0.956306,0.457218,0.456913,0.828981,0.872247,0.377515,0.932671,0.165085,0.008680,0.890083,0.677550,0.713329,0.788822,0.891156,0.691766],
[0.668519,0.722007,0.227388,0.765343,0.028984,0.576930,0.392520,0.716207,0.610301,0.199995,0.438012,0.433259,0.775523,0.345373,0.262695,0.966104,0.301679,0.719913,0.423017,0.130659,0.592160,0.800532,0.063331,0.757245,0.809212,0.953413,0.434795,0.522542,0.742235,0.325951],
[0.214308,0.410754,0.047958,0.441696,0.176097,0.076942,0.018627,0.568617,0.793149,0.628927,0.768612,0.231160,0.062186,0.544135,0.576533,0.324882,0.510239,0.878212,0.044795,0.933256,0.008871,0.636955,0.733788,0.072202,0.394200,0.543001,0.025615,0.828995,0.065543,0.767851],
