
P = 1;

n = 35;

m = 35;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[81,86,63,74,77,88,75,89,68,73,61,82,93,87,63,73,84,63,84,67,94,70,66,63,81,73,76,68,92,70,74,65,88,69,79],
[65,97,94,95,65,60,88,79,93,76,75,67,92,78,83,91,72,93,97,67,74,70,76,75,94,86,81,60,74,90,71,79,79,98,66],
[77,98,95,88,91,71,63,90,63,73,73,94,85,98,83,85,65,86,61,80,80,79,61,80,93,83,92,64,94,90,71,63,88,98,84],
[71,61,87,62,64,61,67,90,78,98,65,95,63,91,96,83,72,75,76,84,60,91,76,65,77,98,68,73,86,98,97,90,99,76,84],
[95,69,83,77,80,81,82,75,76,74,64,91,78,79,67,62,72,90,71,69,60,69,69,73,88,67,62,78,66,78,94,61,88,77,78],
[68,91,92,83,67,98,87,99,76,99,98,71,63,81,82,72,81,83,73,86,71,80,88,81,78,66,67,71,86,85,81,94,68,73,70],
[75,72,89,66,80,80,65,83,75,86,65,87,99,89,60,85,92,72,65,66,90,71,73,93,98,90,74,84,98,80,86,74,84,68,72],
[64,88,77,88,64,95,85,83,94,66,76,71,91,88,76,97,71,80,62,96,70,93,71,86,83,91,73,89,75,81,62,71,61,79,91],
[65,67,77,81,93,83,97,65,74,77,73,63,80,85,98,77,95,91,80,82,66,71,87,96,78,60,98,89,61,69,73,99,76,90,80],
[62,65,69,67,72,78,72,67,91,98,65,68,85,88,80,67,95,91,86,91,61,86,81,82,88,90,95,79,99,77,99,61,83,60,60],
[87,78,64,94,61,62,60,69,88,88,81,87,83,72,66,66,65,92,87,88,72,70,75,91,61,93,82,94,68,82,86,95,93,90,81],
[94,85,81,96,65,62,77,84,77,82,90,76,79,75,95,67,87,97,75,71,98,60,93,84,68,68,70,95,93,93,76,87,78,90,75],
[83,84,93,99,61,67,90,69,86,97,65,86,76,62,61,87,61,93,73,77,61,81,88,88,74,81,64,93,91,86,69,66,70,94,65],
[64,93,95,65,79,92,70,97,69,73,90,88,66,83,61,83,76,74,63,64,80,76,61,74,67,87,75,65,90,61,71,86,94,98,91],
[65,91,94,95,92,67,85,72,65,61,66,88,77,80,84,82,93,92,83,99,60,62,74,97,84,67,68,62,93,67,86,90,90,80,85],
[82,79,63,86,84,64,92,64,81,73,88,63,98,81,78,97,73,73,63,70,89,70,71,92,95,78,78,85,68,90,63,82,69,66,68],
[93,70,93,89,83,98,78,79,96,91,89,93,96,62,96,98,92,98,69,76,85,79,86,70,87,76,65,61,77,63,62,70,73,95,99],
[89,93,69,68,89,92,97,82,88,92,70,79,76,60,80,92,85,60,78,87,87,86,93,81,63,96,83,65,62,78,96,91,71,66,91],
[60,90,80,74,71,72,84,90,88,76,70,72,61,70,90,88,90,68,73,71,71,70,94,76,64,72,65,87,75,63,78,75,93,98,89],
[64,63,65,86,83,81,97,96,74,99,86,62,81,87,76,92,98,78,78,67,82,82,64,69,97,67,79,72,60,69,93,97,72,90,83],
[96,63,72,84,77,64,62,80,85,89,88,78,80,98,88,87,80,71,83,81,60,90,60,65,90,69,98,79,74,81,63,62,84,67,86],
[94,71,88,66,97,70,94,67,90,92,87,69,64,98,92,85,99,82,77,64,64,78,94,84,92,67,79,86,92,86,64,86,90,93,92],
[87,95,78,86,85,62,73,94,66,64,86,83,95,60,60,91,64,78,77,80,63,85,91,89,69,78,94,87,60,79,71,87,74,89,65],
[91,83,78,85,89,74,63,64,69,95,64,60,91,82,78,72,85,63,63,67,72,73,93,99,73,72,62,92,78,91,97,69,66,68,94],
[87,82,89,91,92,84,95,84,75,69,94,79,87,97,83,94,61,88,87,92,94,91,94,86,69,77,76,70,83,84,96,70,98,85,61],
[82,61,88,99,76,90,93,88,77,91,63,63,84,91,82,69,85,65,63,64,74,73,80,76,96,96,72,99,86,97,92,61,90,81,60],
[66,71,93,86,80,84,89,75,61,73,97,70,98,62,65,94,68,78,66,84,67,94,96,66,81,85,98,82,75,71,82,73,74,67,60],
[94,92,81,69,85,94,98,95,85,92,60,79,92,79,78,76,86,72,64,84,85,81,74,99,88,86,73,62,60,81,94,87,65,75,88],
[90,70,87,85,95,71,77,66,64,88,84,72,66,89,77,90,74,90,65,74,79,83,87,73,83,60,99,62,65,66,91,95,68,70,72],
[63,81,90,62,85,70,86,98,77,67,67,99,82,89,96,88,60,79,67,73,95,68,64,97,73,71,80,61,79,90,73,75,72,95,77],
[89,98,95,79,75,63,78,66,77,68,63,65,68,82,72,74,69,72,78,67,86,81,79,79,61,70,92,68,74,80,77,95,78,72,75],
[85,67,93,91,84,93,94,81,94,69,94,60,78,98,78,77,84,92,97,95,85,99,80,93,73,60,70,68,70,74,75,95,82,61,78],
[98,86,65,80,80,66,66,80,76,64,91,94,81,83,83,76,68,82,96,93,87,88,63,87,98,77,63,85,91,96,96,90,82,61,62],
[63,67,68,75,83,64,66,69,85,81,92,94,89,66,82,74,93,71,77,73,61,87,76,79,78,64,75,60,86,68,62,81,67,62,97],
[82,67,63,92,84,85,76,78,66,75,93,81,68,96,90,81,97,69,89,68,88,93,75,80,72,83,83,93,82,77,90,65,84,86,97]];
