
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[65,81,83,71,92,70,61,77,64,82,98,67,85,86,67,71,97,64,94,85,62,74,97,87,74],
[82,89,70,76,99,85,82,80,60,85,72,70,79,81,75,61,80,74,78,98,73,89,95,69,76],
[72,71,90,69,98,64,91,79,74,99,78,91,81,90,84,99,63,94,78,84,61,71,96,67,89],
[94,80,71,81,89,87,93,60,77,94,90,82,85,70,88,85,80,72,98,71,96,89,66,82,99],
[82,76,70,79,83,60,65,64,63,79,93,90,64,86,67,99,68,81,76,78,62,93,91,74,84],
[62,62,73,68,84,65,90,60,75,61,76,67,67,80,70,78,65,92,82,83,92,73,92,73,90],
[62,67,75,93,73,99,87,75,65,95,92,70,86,84,77,79,60,77,86,72,87,96,70,80,79],
[93,72,84,77,77,74,72,77,82,97,90,81,85,98,78,80,82,80,98,66,98,78,67,75,96],
[71,94,93,81,66,64,67,70,88,76,80,95,88,97,77,86,79,90,71,69,69,83,91,89,82],
[98,79,60,97,86,88,68,73,81,82,79,77,89,90,66,65,62,61,86,91,78,72,70,68,75],
[72,69,98,63,91,80,93,70,72,90,97,93,91,70,66,73,81,84,94,63,90,91,65,83,77],
[96,93,81,99,93,88,71,63,87,74,94,99,68,96,64,90,85,97,81,87,63,86,69,87,72],
[72,69,96,70,84,65,66,69,87,97,63,67,68,98,94,75,84,94,83,80,98,65,66,87,79],
[93,90,97,94,70,70,67,71,66,69,96,71,75,97,90,73,60,98,73,98,84,88,74,70,63],
[95,68,69,93,87,88,86,78,77,73,80,87,80,91,85,81,79,89,96,77,79,61,69,69,67],
[60,94,95,74,64,99,69,65,60,62,92,80,81,62,97,94,82,77,66,66,62,79,77,91,75],
[94,63,69,64,64,76,64,90,63,70,95,94,80,92,94,74,76,66,87,71,64,73,93,81,71],
[91,75,90,69,67,98,63,62,99,99,66,67,95,97,70,66,84,65,78,68,91,92,84,98,72],
[95,62,85,81,75,89,72,90,79,81,89,69,77,83,68,68,90,75,64,79,86,62,63,83,80],
[63,66,64,87,64,76,75,98,94,88,73,83,60,96,94,74,77,64,83,61,72,91,83,80,87],
[62,98,89,97,81,69,60,87,74,79,84,82,94,82,76,82,88,91,75,76,86,81,85,82,64],
[86,94,95,69,66,75,63,64,64,60,77,66,92,97,72,72,81,94,98,95,63,73,75,94,88],
[91,72,61,77,94,65,95,81,92,97,79,67,60,84,64,93,61,70,85,98,82,89,71,76,88],
[67,71,61,82,66,81,66,70,82,75,97,87,70,70,71,99,89,79,92,65,83,85,67,93,62],
[97,67,92,69,83,72,76,95,73,90,93,94,96,95,76,71,84,95,74,94,66,73,76,77,65]];
