
P = 1;

n = 35;

m = 35;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[68,60,62,78,86,61,79,65,76,61,91,90,88,62,95,75,60,94,71,73,98,72,70,61,95,95,62,75,84,92,75,93,92,69,63],
[71,62,82,76,79,76,67,69,96,62,64,63,62,90,74,75,80,86,77,81,73,72,75,89,89,68,96,74,92,65,77,63,67,92,80],
[78,60,79,87,96,81,83,99,75,65,65,83,85,84,60,98,97,65,74,78,94,82,66,68,74,71,77,70,71,69,90,89,69,61,77],
[65,75,92,96,90,98,94,73,75,78,66,74,67,71,88,78,97,62,84,65,68,96,82,78,99,84,60,88,93,62,97,91,77,90,79],
[99,80,73,65,95,83,71,61,83,74,89,61,71,83,85,68,84,73,82,62,64,66,95,93,92,97,90,83,66,72,94,97,92,68,62],
[80,83,65,81,66,71,63,99,74,86,77,82,70,90,65,65,95,63,60,80,95,89,62,70,95,75,65,84,67,65,87,79,88,84,61],
[87,96,64,86,70,82,63,85,93,86,82,90,73,77,90,93,73,71,95,75,98,62,80,82,62,77,61,81,98,86,82,85,74,86,63],
[76,69,67,61,94,85,75,76,98,93,66,83,98,69,70,73,67,73,86,89,75,63,91,96,93,69,71,78,83,89,74,99,90,73,93],
[76,98,60,92,88,93,98,63,91,99,73,97,66,86,83,96,93,78,79,82,72,88,93,82,63,74,96,94,65,69,79,81,99,80,74],
[87,73,64,90,97,64,96,94,70,74,77,98,68,87,69,82,99,89,67,74,92,81,70,79,86,72,98,60,63,78,66,83,84,70,73],
[81,66,61,75,69,76,84,67,76,71,69,90,63,98,97,77,91,78,79,70,97,83,60,89,87,71,95,70,95,65,75,68,64,77,83],
[73,85,99,72,93,70,81,83,65,80,80,82,71,90,94,73,79,77,65,68,64,76,63,74,63,61,90,71,65,99,94,78,84,85,90],
[69,96,72,92,93,84,64,76,87,94,70,60,66,79,97,74,84,74,70,90,77,71,80,81,68,71,75,78,87,93,60,96,81,64,88],
[74,88,92,90,75,79,92,67,85,72,65,91,88,71,93,78,80,64,91,61,64,62,69,82,90,62,75,86,83,79,67,97,68,91,80],
[75,70,64,83,87,76,80,71,96,83,64,75,63,61,66,65,65,60,74,80,90,68,87,69,91,66,76,80,66,67,92,82,70,97,97],
[89,65,69,60,62,92,65,77,95,98,75,92,95,75,98,75,98,66,62,67,89,61,75,62,67,82,94,81,84,91,70,74,89,79,74],
[91,71,71,60,99,69,75,91,65,82,90,72,80,88,67,87,78,68,62,72,67,77,66,81,93,90,91,67,79,71,74,70,74,77,62],
[73,87,77,65,84,99,87,88,72,75,95,91,85,95,86,97,95,63,96,76,88,86,67,96,97,70,62,99,85,79,61,98,98,70,95],
[82,61,82,71,73,90,98,65,75,86,91,65,81,86,93,89,74,71,88,62,68,99,64,67,84,84,68,74,82,70,70,97,71,92,60],
[85,82,98,82,90,76,73,95,89,91,80,78,65,91,99,60,99,98,64,98,74,80,98,88,63,68,90,60,79,83,60,64,97,90,86],
[87,99,91,74,88,82,94,99,80,85,90,80,84,88,84,74,94,65,72,74,60,80,65,92,60,88,84,96,77,66,75,65,65,66,71],
[86,81,66,77,61,91,67,73,68,87,89,82,81,86,95,95,86,67,60,78,67,80,94,64,90,61,71,95,66,69,66,84,90,64,61],
[83,88,68,88,96,95,78,70,68,64,97,96,83,65,88,61,64,69,96,60,99,89,71,86,87,81,84,72,63,89,73,87,77,74,75],
[65,61,85,67,62,90,97,98,73,94,86,66,98,87,94,91,78,83,62,64,71,75,81,75,79,62,80,98,79,86,65,76,88,91,75],
[90,81,64,88,86,98,66,84,89,94,79,80,72,94,82,77,97,90,90,72,69,92,93,67,63,79,72,71,99,63,86,81,76,83,61],
[94,81,68,79,62,62,90,82,74,84,97,83,82,87,73,94,96,97,79,95,60,99,67,71,90,63,90,72,71,73,73,66,86,73,77],
[89,75,67,63,82,91,60,97,65,79,71,60,75,60,71,62,61,62,70,64,93,65,94,97,76,99,62,74,86,76,91,67,83,90,70],
[65,82,63,63,87,82,66,79,90,66,91,92,99,93,94,64,78,99,90,75,68,90,78,74,68,86,98,75,69,88,77,67,62,80,70],
[82,63,68,61,93,66,84,85,66,70,72,70,88,71,60,96,71,82,66,86,90,92,84,97,93,64,67,60,67,87,62,89,82,70,82],
[67,77,99,85,83,69,97,85,89,60,77,77,72,60,83,98,82,67,74,72,61,70,79,61,77,98,64,98,73,74,73,80,83,72,65],
[98,73,94,83,94,95,93,64,67,93,87,97,67,87,63,79,88,73,90,81,83,89,85,73,62,92,86,74,67,90,72,66,95,66,81],
[82,61,66,86,60,99,65,97,99,92,60,78,72,66,69,94,89,90,71,62,92,95,81,98,63,63,70,61,99,77,74,73,78,81,99],
[71,72,96,68,71,81,61,82,93,99,91,79,88,73,83,82,97,78,95,95,73,99,66,74,90,83,81,95,93,62,86,64,74,82,65],
[78,63,98,60,89,97,83,60,77,96,83,91,93,94,87,80,67,78,86,74,60,61,95,95,95,89,81,91,95,63,88,73,99,86,73],
[80,75,88,80,92,76,96,76,69,90,63,82,89,73,68,63,73,70,90,68,97,79,81,80,75,76,69,80,75,87,86,87,95,74,60]];
