
P = 1;

n = 30;

m = 30;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[82,99,83,71,97,60,69,73,60,82,64,98,85,87,62,61,94,71,77,66,88,92,76,93,80,74,94,94,83,76],
[92,66,67,68,69,97,60,79,70,93,93,74,91,78,62,85,72,88,96,81,86,84,65,95,78,85,69,72,72,84],
[80,96,82,79,64,92,76,97,63,87,90,88,93,73,98,87,90,62,67,86,84,86,62,89,81,72,67,82,76,79],
[98,88,75,81,68,72,65,84,61,60,63,83,80,89,88,78,76,78,81,76,96,97,62,98,78,83,63,85,97,71],
[96,87,60,64,60,60,68,65,84,69,97,80,92,77,69,72,96,77,90,69,93,86,98,95,84,76,70,79,94,99],
[91,82,87,83,86,87,83,94,85,67,95,82,79,79,60,80,91,88,98,81,89,83,67,87,79,84,95,81,95,81],
[81,86,96,60,69,82,87,92,69,72,92,96,87,63,76,79,84,99,67,82,73,88,65,72,67,76,96,94,90,84],
[76,63,70,72,63,72,86,90,96,87,95,80,84,82,84,92,93,68,83,60,82,96,80,79,69,79,88,97,73,78],
[81,81,81,84,85,84,96,64,66,84,91,93,65,67,67,81,99,60,89,75,92,63,71,64,82,80,83,70,70,97],
[80,91,78,61,75,96,77,63,60,76,80,91,69,85,91,69,66,82,69,87,97,94,82,69,98,64,81,82,67,91],
[71,87,83,89,81,90,77,98,86,77,74,66,61,76,83,92,85,81,74,86,60,72,72,82,73,71,78,94,85,77],
[86,96,65,61,77,78,91,95,68,69,72,83,75,73,91,90,97,68,63,72,94,63,76,99,77,89,70,96,83,95],
[73,69,91,70,70,68,80,94,95,89,63,68,72,71,73,95,93,63,63,97,75,89,92,83,88,70,72,90,98,87],
[85,63,97,68,66,99,69,86,85,64,75,89,64,79,92,70,74,85,73,69,74,80,91,67,63,71,69,67,62,99],
[94,79,62,91,88,68,83,89,87,68,93,62,89,90,74,81,60,80,99,65,90,65,85,73,72,80,84,73,87,86],
[72,81,98,67,65,78,67,80,67,94,88,92,89,70,82,63,83,74,83,82,79,65,88,64,78,92,84,63,98,63],
[81,62,85,79,61,82,97,69,62,64,95,82,89,76,92,71,79,76,86,95,90,97,92,70,62,71,95,78,66,85],
[74,79,87,99,99,81,81,88,82,75,85,77,97,74,94,82,77,65,90,95,92,72,93,77,83,87,88,70,97,86],
[95,71,65,74,62,96,95,75,77,77,90,62,87,80,68,73,62,85,70,92,73,95,64,98,72,79,85,92,89,74],
[70,76,86,67,83,88,64,70,96,73,80,86,67,67,66,75,72,60,92,74,84,97,69,89,95,73,60,72,65,82],
[87,67,98,73,75,73,93,71,84,89,84,64,68,91,63,66,66,67,67,90,81,91,88,83,72,83,96,73,96,94],
[95,75,61,85,80,76,99,73,87,75,95,63,79,95,94,74,61,92,81,60,75,62,92,63,77,96,78,74,61,66],
[60,96,81,61,74,61,70,65,67,97,80,62,61,91,89,87,65,90,80,78,91,87,72,75,90,90,71,60,96,73],
[67,96,61,88,97,67,90,67,64,97,97,84,91,90,67,80,77,72,62,89,82,93,76,95,60,98,85,64,99,81],
[69,66,69,62,94,66,62,76,66,66,73,63,91,96,93,98,76,62,63,79,92,77,64,60,72,97,99,89,93,98],
[62,62,64,71,96,90,70,98,67,76,65,72,79,88,69,64,86,77,66,81,88,90,91,85,91,63,82,90,85,75],
[80,87,69,84,99,65,66,69,96,73,77,61,78,88,89,87,92,67,96,90,81,85,81,72,70,64,75,84,86,60],
[91,66,80,60,82,71,97,88,72,93,94,89,94,72,77,75,91,61,83,87,83,96,64,64,68,74,60,75,98,86],
[68,89,92,88,81,74,91,79,95,63,64,89,92,91,93,61,66,84,94,81,63,77,77,68,74,77,74,74,93,73],
[93,61,94,85,81,68,92,72,79,87,75,83,76,99,74,61,92,73,77,86,86,80,95,96,80,69,73,95,76,66]];
