
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[81,92,82,88,77,77,86,84,61,87,60,73,63,87,86,93,80,72,82,67,88,85,92,75,99],
[78,81,65,94,91,70,68,83,85,96,61,62,74,85,63,61,85,76,96,64,94,82,76,66,64],
[84,86,89,68,61,81,86,74,86,73,65,88,81,89,65,69,82,67,76,99,62,69,77,70,66],
[81,64,80,98,62,84,82,88,65,90,81,78,68,96,64,81,93,85,94,82,90,64,96,90,80],
[96,84,89,73,95,87,94,99,67,92,94,91,66,82,89,88,96,67,97,92,64,70,77,81,65],
[92,63,69,88,85,81,84,70,70,97,65,98,84,96,97,76,90,81,75,65,70,63,61,69,92],
[85,65,63,62,78,60,86,82,69,75,67,82,99,69,84,89,74,82,73,63,72,81,93,93,96],
[90,63,60,83,64,92,60,62,87,63,80,87,89,62,88,96,62,70,96,71,95,77,78,69,90],
[81,81,71,66,74,68,97,69,60,80,74,92,81,76,80,76,96,67,97,91,96,86,85,98,82],
[88,93,91,66,63,81,87,76,84,86,91,92,83,60,92,95,66,77,68,74,97,76,63,96,66],
[94,84,92,71,83,74,99,76,65,66,71,78,85,88,62,71,71,87,86,71,71,74,70,88,82],
[84,77,91,87,74,97,73,90,89,84,73,95,84,82,92,82,85,70,67,73,64,71,76,91,97],
[80,95,63,90,83,78,74,93,69,94,99,66,99,89,95,84,95,82,60,77,74,82,94,76,89],
[60,80,92,76,64,82,96,99,85,86,74,63,93,99,72,79,98,70,78,88,97,62,75,79,94],
[84,93,76,78,69,98,78,82,90,95,78,64,83,69,90,70,83,85,95,75,90,74,73,60,84],
[93,98,79,68,77,73,92,63,90,63,64,80,81,86,62,68,96,67,92,65,89,94,81,74,89],
[96,96,95,69,97,79,95,87,98,63,96,72,88,99,94,91,96,66,72,74,68,73,71,67,65],
[76,96,99,89,63,88,85,99,75,87,88,94,82,75,93,77,64,97,65,95,83,88,91,89,93],
[66,97,66,77,65,63,85,93,62,75,96,82,92,88,97,71,68,91,93,84,76,63,80,65,60],
[75,88,89,67,77,74,73,75,80,82,72,83,67,97,77,74,94,99,67,74,88,78,82,71,64],
[98,80,99,78,85,99,86,74,80,93,91,94,98,98,66,72,70,81,79,68,98,86,94,89,85],
[60,69,63,82,81,99,73,61,90,83,86,90,69,60,62,62,84,89,92,82,95,64,85,69,76],
[85,67,62,71,89,87,71,98,82,85,71,74,98,72,64,82,91,86,91,83,81,86,67,70,70],
[90,97,75,75,66,83,92,66,85,63,87,64,74,85,86,91,89,60,90,61,97,64,84,83,95],
[68,64,73,75,66,84,97,64,91,64,62,74,96,60,91,99,87,95,65,65,81,97,94,74,79]];
