
P = 1;

n = 45;

m = 45;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[98,91,90,73,62,70,71,72,86,71,92,89,93,82,87,97,83,94,85,70,84,81,89,83,99,98,81,68,99,98,78,90,81,68,63,84,71,66,88,89,70,80,71,63,94],
[98,93,78,84,78,80,61,91,61,76,90,91,97,91,91,87,69,81,61,70,76,77,73,74,65,62,76,86,65,80,72,64,73,82,80,83,94,81,66,88,98,88,79,87,79],
[70,67,89,83,68,91,99,85,64,66,82,98,82,60,64,62,73,60,67,87,72,82,82,94,88,70,84,77,81,63,88,84,62,77,67,62,60,99,79,96,65,62,95,87,62],
[91,82,67,83,89,95,95,64,69,81,92,71,97,61,92,61,90,76,95,99,76,98,60,75,77,88,80,79,83,67,74,66,89,81,81,71,76,77,67,85,90,91,88,88,93],
[81,81,75,89,76,74,65,66,66,80,76,95,92,87,70,60,61,69,81,83,90,84,91,99,91,69,90,83,97,70,68,70,91,83,92,99,89,97,98,96,70,74,83,62,93],
[85,94,95,94,68,70,85,92,61,76,76,62,66,91,60,68,91,62,99,74,94,91,63,92,81,91,94,87,66,96,80,92,83,67,86,91,77,63,75,71,80,91,73,78,74],
[65,87,65,68,78,71,62,69,67,86,82,90,80,69,97,69,90,81,92,89,67,83,99,63,98,70,83,82,75,93,88,81,80,86,81,99,97,83,60,64,70,83,95,90,84],
[84,99,66,65,83,96,64,66,95,99,97,97,74,71,64,68,99,77,88,85,98,79,75,82,72,71,84,87,98,66,71,82,98,78,79,81,66,76,80,93,75,77,90,90,80],
[86,90,71,64,78,89,94,90,64,76,62,75,92,89,66,99,92,88,97,70,60,70,76,76,90,61,83,99,91,73,79,70,63,91,66,74,80,60,96,76,69,90,83,61,71],
[89,92,63,70,81,66,70,92,74,78,82,76,61,82,99,67,93,69,62,84,75,76,96,68,64,64,77,94,88,78,65,77,63,61,79,84,67,81,76,81,99,99,97,93,73],
[89,60,66,98,62,83,66,71,79,74,75,84,91,62,64,61,67,73,64,68,93,81,67,74,97,89,66,88,78,99,61,67,91,60,98,85,83,64,96,94,70,64,70,93,66],
[74,86,65,88,83,66,73,64,73,79,61,94,85,82,65,76,75,72,67,75,62,93,98,98,81,85,68,85,95,93,91,70,80,89,90,63,95,63,67,60,74,60,95,60,82],
[60,76,98,64,76,73,99,69,64,97,90,81,98,68,76,91,91,78,71,80,68,74,75,63,73,68,78,74,63,70,96,95,78,86,91,94,92,90,63,88,80,86,69,78,94],
[85,61,85,96,73,98,64,79,65,60,93,73,70,99,76,80,87,63,98,74,95,93,98,77,88,86,89,66,87,99,92,72,61,70,68,66,68,65,85,73,97,70,87,67,61],
[95,79,89,99,77,95,86,62,93,95,83,71,85,89,98,84,74,62,77,84,71,83,84,68,61,97,65,63,76,64,65,72,83,86,63,92,81,81,95,74,76,70,77,93,91],
[75,70,65,77,87,81,80,63,65,88,64,63,85,99,71,81,64,83,64,90,86,89,63,67,76,69,76,86,86,69,77,61,71,75,79,99,96,99,62,94,80,98,97,97,97],
[68,79,94,84,75,76,62,96,80,62,72,89,78,98,76,79,68,69,83,75,88,82,71,80,76,97,92,66,86,89,63,95,60,89,71,68,66,73,64,78,67,77,67,77,67],
[75,97,67,85,80,82,65,94,86,85,62,83,77,68,70,99,63,97,99,93,68,99,91,73,64,69,73,73,68,90,80,76,79,88,61,99,62,98,85,88,76,87,64,93,87],
[74,84,91,63,84,76,63,83,67,76,79,68,89,92,68,80,73,84,99,93,77,91,95,76,68,76,92,88,80,77,75,86,62,98,89,78,74,92,93,73,60,73,73,90,97],
[82,62,62,98,93,95,76,76,83,84,77,91,76,65,71,85,72,89,87,63,78,97,77,70,91,83,70,96,88,92,85,70,86,88,69,72,75,77,80,90,61,97,81,69,94],
[84,94,99,73,74,62,83,71,71,93,94,94,96,82,83,80,68,85,67,96,86,71,71,63,91,94,64,81,75,73,67,92,60,66,65,74,68,81,77,72,74,72,66,62,86],
[81,83,94,99,90,82,85,93,94,89,84,80,85,97,95,91,65,87,83,63,85,97,64,98,66,76,72,78,74,75,65,88,98,91,87,80,74,72,73,60,93,89,80,71,87],
[75,94,84,95,77,87,72,66,83,70,72,99,74,83,74,81,80,94,71,71,81,91,85,85,64,85,71,86,65,74,73,73,68,89,60,77,68,64,75,92,66,79,91,80,62],
[97,94,82,91,65,86,64,97,63,90,93,81,93,79,86,67,84,91,67,65,83,84,74,87,91,66,85,70,89,98,65,87,92,79,70,97,65,75,86,69,65,80,90,90,91],
[68,97,68,92,64,65,75,80,79,95,71,77,72,81,67,70,86,94,62,66,96,92,63,71,78,64,68,90,94,98,74,95,95,74,79,91,79,86,71,91,73,74,68,86,96],
[75,96,74,61,91,72,98,75,68,61,85,72,62,76,99,60,82,94,88,88,65,71,67,91,83,98,65,97,99,91,85,74,79,92,76,62,96,66,77,64,67,95,77,69,63],
[76,62,85,62,82,73,67,93,72,90,76,63,95,66,62,78,91,68,90,75,76,84,72,82,94,76,82,89,93,83,92,61,85,69,95,99,82,94,93,86,85,69,81,80,67],
[75,91,91,84,81,66,92,65,70,75,91,87,89,80,72,72,72,66,90,81,61,89,95,96,82,74,81,84,95,93,83,63,84,74,79,97,73,71,95,83,78,86,62,67,67],
[75,72,71,73,62,93,74,83,80,62,98,94,83,74,82,69,97,77,85,64,96,83,77,67,70,92,86,88,95,85,95,62,97,99,75,91,84,81,75,64,84,65,91,99,79],
[65,68,68,82,94,72,78,69,81,77,79,74,63,67,61,89,95,63,78,86,70,70,70,91,77,66,75,82,89,75,93,94,75,93,68,69,98,78,70,79,96,81,85,91,89],
[78,72,76,73,91,62,83,61,64,75,78,70,82,92,60,89,77,86,65,70,95,74,68,73,77,80,61,98,97,93,79,76,65,95,89,88,89,65,81,85,80,99,96,62,83],
[88,92,60,74,89,63,61,95,71,67,72,83,68,71,81,93,90,89,91,78,70,79,99,75,61,85,95,92,73,90,68,93,74,60,99,95,63,61,90,67,60,63,82,60,66],
[63,94,96,84,77,66,95,88,66,62,81,83,90,66,88,72,74,81,86,66,72,81,70,73,63,69,65,66,91,66,72,87,92,61,63,69,67,98,89,65,93,71,80,83,77],
[60,95,83,81,73,89,94,86,91,99,89,92,97,96,84,63,60,63,95,61,66,96,61,97,85,98,90,88,79,73,97,71,68,80,93,73,62,79,99,93,70,88,78,67,76],
[62,62,77,97,97,70,95,85,63,92,63,62,74,91,73,79,89,84,79,69,69,92,63,80,91,89,83,80,67,90,96,61,93,65,98,82,68,93,60,71,78,63,65,92,94],
[70,64,83,87,83,85,96,76,88,69,99,69,92,71,76,74,60,77,99,65,67,82,65,93,82,77,71,85,74,95,71,85,99,87,64,75,72,92,83,92,61,82,62,85,94],
[70,60,94,80,99,91,87,73,97,72,87,66,83,72,80,71,76,97,62,63,93,77,75,86,60,99,79,75,93,65,69,96,97,95,76,96,86,95,62,83,68,89,81,83,94],
[94,94,70,91,97,73,77,66,80,63,67,71,82,74,97,87,83,93,76,70,69,73,96,96,75,72,64,96,93,80,90,79,74,60,71,63,65,80,70,77,83,69,89,97,83],
[86,77,98,79,93,68,80,66,96,68,73,60,65,62,86,85,92,65,99,85,68,95,90,88,65,68,71,66,89,69,81,75,86,71,86,79,71,98,78,67,66,83,60,71,85],
[86,88,70,91,88,95,60,75,77,88,80,77,92,78,66,93,99,73,71,70,91,82,73,81,92,80,88,76,80,91,93,98,80,95,90,60,90,90,75,60,70,87,69,94,97],
[68,87,96,73,98,98,65,73,63,86,65,83,66,73,96,90,99,94,62,94,76,94,77,98,61,77,69,88,78,95,85,86,83,73,60,73,63,97,86,66,83,84,81,82,97],
