
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[72,80,84,92,82,65,90,74,66,91,93,80,80,72,86,87,61,65,73,84,63,97,92,77,87],
[98,77,82,99,77,62,63,89,86,87,71,84,70,85,90,61,71,70,73,83,97,93,84,94,98],
[61,97,87,85,66,74,84,84,88,75,61,90,70,82,68,98,93,92,60,70,74,93,73,85,67],
[96,74,60,73,68,98,66,97,85,91,64,91,75,80,79,82,73,61,93,95,61,83,80,86,83],
[82,92,76,96,69,83,84,83,75,89,83,65,95,73,82,87,77,73,94,89,84,77,62,77,70],
[89,71,93,69,89,76,91,81,84,79,91,68,64,74,75,85,90,81,81,63,63,68,72,69,62],
[61,85,71,95,63,81,84,66,66,85,95,82,68,76,99,80,67,67,84,74,74,61,96,95,82],
[99,91,82,63,60,77,96,85,88,91,80,70,67,86,68,84,81,83,92,90,82,72,89,89,88],
[63,63,90,91,91,64,82,82,87,85,74,64,81,99,92,64,72,94,71,98,63,95,72,86,80],
[62,68,84,91,89,65,87,84,95,78,67,91,61,89,78,78,95,74,60,87,67,64,99,93,68],
[89,96,63,61,74,75,63,74,60,87,63,65,74,80,92,92,87,83,85,69,94,64,64,68,96],
[91,67,60,82,61,68,72,89,64,73,96,79,69,70,71,96,66,76,70,86,60,94,65,76,80],
[74,70,76,71,78,72,94,78,64,77,79,73,89,60,69,62,96,88,71,67,60,99,65,68,69],
[83,69,64,88,85,76,95,87,84,66,97,96,60,75,60,77,94,65,98,95,74,93,91,95,96],
[90,95,96,95,95,65,78,96,61,99,73,69,94,60,93,92,98,81,92,73,82,62,60,79,92],
[87,94,85,70,89,82,61,76,70,88,71,75,99,60,69,98,73,78,84,74,64,76,72,85,60],
[77,99,94,77,79,87,96,65,64,67,86,78,68,62,88,88,65,96,87,65,65,77,79,75,93],
[85,71,69,89,97,62,66,88,88,76,99,67,72,64,72,79,90,82,79,84,71,60,82,99,79],
[79,96,97,90,71,90,75,83,92,64,72,86,63,60,74,79,60,82,83,96,86,63,79,68,74],
[95,71,74,69,70,94,89,66,83,71,70,73,87,85,97,83,97,75,86,89,90,97,81,64,81],
[70,90,76,89,98,90,84,70,65,94,72,91,75,79,74,86,81,79,65,66,77,89,95,92,67],
[76,74,97,98,78,78,68,68,86,89,99,76,65,61,73,91,73,64,66,84,70,85,65,90,90],
[71,99,71,98,83,79,75,98,76,73,76,86,73,77,72,94,76,80,99,69,86,91,82,82,89],
[99,93,74,64,83,65,68,74,76,66,97,87,81,95,95,86,64,81,91,81,85,85,89,98,77],
[98,84,68,72,98,97,71,91,72,76,66,69,76,80,85,82,78,73,96,65,60,74,69,82,98]];
