
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[87,71,83,72,86,70,72,91,84,87,89,60,85,93,91,81,96,97,78,88,88,69,76,83,75],
[81,96,64,67,70,83,94,73,66,98,92,76,70,75,92,98,64,84,75,98,75,88,86,64,66],
[74,92,76,82,67,83,95,64,79,62,66,62,97,80,60,87,72,68,98,87,61,88,83,85,63],
[81,93,83,99,89,90,66,82,98,88,89,73,84,85,92,78,92,86,75,64,86,63,68,94,93],
[87,87,81,70,65,76,92,90,99,83,79,81,89,61,79,70,83,84,86,68,76,64,92,62,72],
[96,80,67,64,75,60,91,94,81,62,99,89,86,89,88,69,61,70,91,62,81,93,77,66,79],
[78,82,75,70,77,87,67,97,86,71,64,86,63,91,99,97,90,88,83,72,69,84,73,79,67],
[67,60,60,77,98,71,95,73,87,65,90,66,72,79,93,76,76,71,71,67,71,68,89,91,91],
[61,60,67,66,71,75,66,64,67,83,62,79,78,75,98,83,97,96,88,77,89,64,93,93,75],
[60,96,75,89,87,98,83,80,65,81,83,80,87,87,80,70,90,99,88,97,97,64,95,93,92],
[72,75,88,97,60,95,89,96,70,70,75,68,85,87,65,67,71,78,94,98,98,65,80,89,85],
[78,78,89,73,63,73,77,78,61,66,78,88,95,66,90,97,82,90,83,69,96,90,72,74,84],
[71,64,81,83,93,67,61,71,88,66,74,62,75,85,95,81,95,76,68,62,66,66,76,97,89],
[77,93,79,90,99,95,93,95,69,76,88,68,70,91,96,68,65,90,76,82,78,89,78,94,98],
[72,60,64,80,97,85,97,82,96,79,73,83,72,68,92,81,96,60,91,79,89,91,77,79,67],
[99,97,97,69,83,95,73,84,91,93,73,68,83,96,96,94,69,79,99,70,64,80,98,64,63],
[78,85,94,95,65,94,86,94,91,96,78,78,61,94,61,87,67,61,62,95,97,96,97,76,95],
[67,80,75,97,77,78,75,62,65,62,99,99,89,86,82,77,96,60,78,90,93,65,89,94,67],
[77,91,96,74,99,91,73,72,99,70,89,77,78,83,74,80,75,73,69,61,95,78,97,87,97],
[79,80,94,68,74,94,85,97,90,91,97,73,96,69,72,99,90,82,77,65,96,89,80,62,91],
[73,89,69,62,69,66,81,89,93,90,96,87,67,85,69,91,82,82,87,83,87,86,65,69,95],
[71,97,85,83,91,68,97,81,77,91,82,76,73,71,69,95,99,88,62,77,89,85,91,63,73],
[75,90,91,72,91,79,75,89,96,99,80,64,88,93,81,79,75,97,84,79,98,79,70,78,74],
[87,67,99,79,71,64,86,93,96,98,85,67,74,74,63,65,86,99,93,72,72,64,87,70,89],
[98,60,60,69,79,74,88,86,74,67,89,78,93,83,66,84,68,73,98,74,68,63,60,67,88]];
