
P = 1;

n = 40;

m = 40;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[77,76,82,66,73,62,65,95,75,76,70,92,90,91,94,90,97,77,66,93,61,76,85,92,75,66,97,71,93,68,63,62,76,77,68,89,79,65,77,86],
[82,87,70,72,71,64,95,68,73,61,62,75,69,79,99,76,77,96,87,70,64,82,64,72,99,64,62,70,69,79,96,83,66,67,88,77,63,83,78,77],
[76,72,84,77,91,75,93,68,64,72,70,60,86,66,73,77,70,75,87,71,86,75,95,92,82,75,62,78,90,72,87,66,84,71,83,67,78,68,67,82],
[80,69,83,66,75,96,83,85,63,70,96,89,77,83,73,92,90,67,70,80,79,97,86,63,60,61,62,70,69,69,93,81,78,76,87,93,64,70,70,67],
[72,99,96,82,82,61,74,73,69,84,85,88,73,72,84,65,65,86,67,67,88,60,88,66,68,76,92,72,78,62,71,83,61,67,65,76,61,71,81,70],
[87,66,98,92,70,74,89,76,61,96,83,81,97,63,87,97,79,71,70,90,74,73,65,67,81,62,83,74,73,64,84,92,71,82,84,81,89,73,89,82],
[69,64,63,98,68,90,96,79,94,98,61,68,71,66,75,84,60,91,98,73,95,82,65,98,97,81,72,86,94,61,68,96,98,71,94,66,93,82,77,87],
[80,79,87,92,85,95,76,78,86,67,83,73,89,81,64,86,62,76,64,89,69,72,85,67,75,71,65,61,94,83,88,66,94,68,98,71,63,67,89,89],
[74,73,94,95,94,98,74,96,66,78,77,76,83,62,75,90,66,73,91,60,88,80,66,82,88,97,93,83,96,83,72,62,88,98,97,82,97,71,70,63],
[82,88,71,97,82,79,87,88,84,79,88,72,91,87,86,79,76,79,94,72,94,66,74,82,64,63,96,93,67,67,89,89,95,60,86,77,71,73,66,95],
[84,86,99,75,65,85,86,81,65,80,93,91,78,67,74,75,71,70,68,70,69,97,99,96,90,77,66,61,82,72,97,67,90,96,74,96,74,61,77,71],
[81,63,62,92,62,68,67,65,71,75,75,80,73,66,77,63,83,83,96,66,87,93,65,69,82,79,97,96,80,67,99,94,70,61,86,72,70,93,70,81],
[60,85,93,65,92,70,60,75,85,97,73,64,90,70,74,64,90,71,92,62,78,91,88,88,85,66,93,95,91,63,68,92,80,93,89,72,96,90,80,81],
[87,85,86,69,96,60,74,78,63,98,72,82,82,61,62,67,99,95,94,83,90,62,67,71,87,96,75,83,86,95,65,73,81,83,75,69,75,81,87,78],
[79,99,60,61,92,95,68,84,90,62,67,73,96,74,84,84,70,99,99,89,87,96,94,68,79,69,69,94,90,96,65,70,87,97,63,72,92,64,96,75],
[66,63,88,95,77,64,71,79,95,70,68,82,67,95,82,78,64,91,73,95,79,70,97,67,67,92,79,60,96,75,75,95,70,95,82,79,99,93,98,86],
[95,99,69,94,94,83,73,90,75,78,77,86,88,66,93,95,99,64,87,87,79,62,74,81,89,96,60,88,81,91,75,69,82,76,63,68,99,68,98,66],
[86,76,93,66,74,78,94,65,83,81,93,94,76,67,76,65,96,68,86,77,99,93,78,81,69,82,81,60,82,80,99,69,88,84,67,62,62,61,68,77],
