
P = 1;

n = 15;

m = 15;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[71,83,87,77,96,93,99,61,80,94,71,71,78,96,74],
[63,64,67,77,60,87,94,75,93,70,77,72,89,69,63],
[70,72,87,89,89,75,82,80,68,63,75,79,66,85,76],
[73,80,72,80,97,64,67,83,80,61,86,97,65,67,98],
[68,69,70,87,98,60,63,81,80,63,76,87,83,82,72],
[91,95,93,63,68,82,68,75,98,80,68,76,69,73,83],
[67,74,93,77,61,83,69,96,64,82,60,72,69,75,87],
[74,66,74,99,61,82,73,61,98,71,73,98,79,82,64],
[95,81,70,80,91,63,63,60,60,60,82,92,72,84,67],
[99,98,65,74,97,98,96,70,60,86,74,73,77,85,88],
[81,80,69,83,60,92,86,64,93,78,96,67,70,68,91],
[69,68,81,66,74,78,65,70,81,65,89,87,70,66,72],
[98,79,85,60,62,77,92,88,81,77,67,69,77,69,78],
[68,79,78,90,85,92,60,82,94,73,87,83,60,90,81],
[65,88,60,90,80,94,67,65,83,81,74,82,90,91,83]];
