
P = 1;

n = 15;

m = 15;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[90,88,81,96,67,88,68,82,91,83,98,79,83,85,94],
[81,82,72,67,77,69,91,74,90,84,77,98,77,66,98],
[60,88,86,81,84,85,62,85,99,93,68,98,64,83,75],
[90,65,89,63,64,66,72,95,73,62,80,90,60,89,88],
[90,89,76,77,62,61,94,64,78,94,89,78,84,94,61],
[99,76,98,80,79,63,86,83,98,99,85,70,81,77,91],
[69,68,72,86,77,75,79,63,79,89,97,69,67,73,95],
[60,64,71,99,84,91,94,63,66,84,62,92,87,76,61],
[78,85,61,91,63,70,66,74,74,77,95,63,78,62,77],
[73,95,73,77,94,98,60,80,61,66,64,95,98,83,71],
[92,62,89,85,85,84,96,83,91,62,60,86,65,71,89],
[74,84,76,88,61,70,78,61,82,79,68,78,66,98,62],
[70,82,64,99,68,81,75,96,64,66,98,96,93,95,67],
[74,62,84,90,82,77,92,60,71,66,71,79,84,69,69],
[86,79,84,82,70,92,63,86,88,99,92,78,96,77,73]];
