
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[74,96,84,87,73,61,63,72,64,71,89,72,62,94,82,61,93,92,76,68,85,74,94,87,93],
[92,75,92,91,75,94,97,63,78,84,77,71,87,81,75,90,71,79,84,97,62,78,90,86,94],
[91,63,60,77,90,93,70,65,77,93,72,71,90,68,81,66,77,85,85,90,92,76,93,72,60],
[91,66,70,73,92,96,64,96,96,74,86,89,84,84,66,69,88,69,99,88,83,65,65,68,90],
[88,92,98,81,64,91,72,70,61,78,63,98,74,91,94,88,77,76,72,93,74,73,74,76,72],
[62,91,69,60,91,92,88,83,82,69,88,73,74,98,67,84,93,97,98,84,83,87,94,91,91],
[79,66,65,93,74,69,96,65,71,96,96,63,76,79,77,77,67,83,91,98,90,75,91,79,66],
[68,62,93,94,86,76,73,92,81,67,66,83,63,71,94,91,67,89,99,78,66,76,86,89,60],
[76,71,67,99,82,73,67,77,98,61,63,75,75,87,88,74,93,71,69,96,65,60,95,86,91],
[73,93,67,91,74,99,67,78,67,67,92,72,74,69,71,68,72,78,75,99,66,89,84,78,98],
[72,75,90,67,62,81,81,87,80,64,93,80,72,63,79,79,96,91,85,65,94,85,70,72,60],
[61,79,89,78,89,87,90,96,69,98,90,90,71,77,71,75,63,83,79,66,62,90,62,93,68],
[60,88,93,62,92,86,63,71,67,81,92,95,64,89,96,62,79,87,65,89,90,72,92,73,92],
[90,75,74,85,60,82,77,80,68,79,73,94,74,76,61,88,69,88,92,90,85,86,61,64,91],
[90,94,95,74,99,87,65,74,94,82,66,76,99,87,84,78,92,70,84,60,72,72,69,92,96],
[91,77,82,93,81,65,75,67,61,90,66,80,87,72,74,69,79,91,60,98,67,78,82,78,94],
[82,82,67,84,74,63,75,84,86,60,97,83,76,65,84,98,63,65,85,76,71,86,87,94,86],
[77,62,96,99,72,90,81,94,89,97,60,93,65,84,71,65,82,86,73,79,71,71,82,68,88],
[98,79,66,77,74,84,94,68,72,93,80,63,67,66,84,96,66,77,61,91,80,99,65,67,72],
[84,70,76,66,70,96,97,89,95,66,95,79,61,95,92,86,75,87,85,73,71,82,80,81,83],
[63,93,74,68,92,79,92,94,95,90,64,83,79,86,78,86,81,90,87,77,74,65,84,61,91],
[98,64,73,78,85,88,73,71,63,81,63,74,65,98,69,87,62,84,67,80,95,85,62,77,64],
[71,91,69,95,84,92,85,88,65,95,66,86,68,77,81,89,72,95,86,62,96,74,97,72,73],
[77,67,98,79,84,62,82,75,63,78,91,96,95,80,93,91,86,79,99,95,92,81,99,87,67],
[62,75,73,99,88,86,76,95,84,88,72,78,70,79,74,80,71,70,76,91,63,67,69,75,98]];
