
P = 1;

n = 45;

m = 45;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[98,87,75,97,66,71,83,74,73,96,87,93,90,64,98,80,63,97,77,67,60,99,90,72,62,70,60,62,64,79,81,94,98,89,91,97,92,74,71,65,63,90,98,93,94],
[89,65,89,86,74,88,78,73,79,82,67,89,82,61,86,61,83,80,60,72,64,97,96,70,60,62,73,91,92,98,77,81,63,67,99,77,87,69,82,66,92,90,88,74,91],
[74,68,66,86,60,78,90,97,67,93,89,69,66,80,93,65,90,67,60,89,98,78,76,68,92,75,92,82,63,98,66,69,66,72,95,66,83,78,95,90,71,85,91,69,97],
[84,66,79,83,67,68,82,77,85,82,69,60,74,84,63,72,90,64,71,62,99,77,85,69,65,75,72,82,66,82,79,83,88,99,66,95,99,80,64,84,62,74,76,76,98],
[71,81,88,75,92,82,67,69,68,76,66,75,89,88,82,63,60,97,91,91,95,79,90,76,83,67,78,89,83,87,79,95,68,67,62,60,90,69,61,90,86,68,65,67,88],
[79,70,88,76,93,79,64,64,62,80,80,69,90,69,92,77,89,79,85,88,82,77,70,91,71,60,77,79,66,76,99,77,86,88,94,72,99,90,76,61,70,96,70,60,98],
[95,70,79,74,87,99,96,97,70,88,68,62,97,79,60,74,78,78,92,98,64,64,98,94,73,91,64,61,62,96,91,97,98,70,63,86,62,60,83,72,80,91,66,77,70],
[67,83,80,85,68,79,89,64,69,75,69,60,79,71,94,67,94,83,66,97,87,84,99,79,67,63,99,90,69,68,92,76,84,72,93,92,83,74,88,92,89,98,85,68,69],
[79,68,95,95,74,92,82,90,91,61,97,94,92,79,96,60,71,72,76,75,66,68,99,80,97,83,70,87,68,70,96,80,70,83,75,76,76,97,66,99,90,95,94,74,74],
[90,66,77,94,83,85,92,83,76,65,72,99,67,99,68,77,87,80,80,71,95,96,87,84,63,86,66,98,72,80,65,94,86,82,81,61,99,73,85,75,78,97,75,85,89],
[75,95,76,95,75,87,90,71,66,66,66,85,72,65,89,92,62,76,70,84,97,64,84,70,89,99,81,78,66,98,67,73,85,76,68,60,95,90,64,62,96,62,79,60,67],
[68,92,69,84,95,86,81,99,62,84,80,93,97,98,60,95,98,65,73,66,66,73,61,96,69,63,85,72,74,85,71,83,70,73,99,97,91,73,96,93,97,76,86,86,66],
[78,73,96,84,86,62,82,92,64,70,93,99,95,65,74,73,69,89,75,82,88,72,73,61,68,66,90,76,84,68,74,95,82,71,71,60,73,93,92,69,63,86,61,91,83],
[67,96,92,88,71,74,76,75,79,70,75,77,92,91,94,93,65,89,75,68,92,67,74,85,60,75,80,78,76,63,93,75,99,86,63,62,92,72,77,72,74,84,81,98,75],
[75,91,73,64,98,73,88,66,87,73,98,63,86,68,71,89,61,87,89,87,82,83,72,86,61,76,60,85,97,99,93,73,82,98,69,81,71,98,79,91,63,77,86,89,85],
[97,71,78,76,60,98,91,83,70,77,76,86,70,94,83,61,79,88,83,69,98,64,72,88,75,63,91,92,81,73,69,71,84,88,87,76,86,70,91,88,80,68,74,90,94],
[89,91,65,78,74,74,68,71,86,96,86,82,87,71,63,92,72,74,76,92,94,92,70,64,84,98,84,84,64,66,78,94,97,83,64,64,97,72,67,75,68,85,97,87,88],
[93,80,61,67,88,85,61,81,96,98,65,86,74,81,91,81,99,85,70,74,81,66,63,93,73,78,93,91,68,72,79,61,84,72,60,73,98,94,94,94,92,91,72,66,72],
[63,79,63,80,90,77,61,96,72,86,62,82,79,93,90,92,64,83,68,77,84,81,67,78,67,93,62,90,65,60,62,69,80,97,89,62,74,83,90,78,69,92,61,81,77],
[91,65,82,67,73,91,91,95,98,61,62,91,63,93,96,63,87,97,75,85,87,77,91,62,68,62,71,92,63,84,62,86,89,84,93,63,75,76,98,65,77,92,96,72,77],
[84,76,97,82,83,74,61,61,97,63,61,99,66,85,62,91,87,89,80,63,74,83,78,91,73,75,60,98,71,65,67,96,81,64,78,96,70,79,97,68,74,90,67,80,76],
[62,71,95,91,84,99,97,99,69,80,65,85,81,63,96,86,62,84,99,99,94,95,69,73,85,77,79,67,77,60,75,79,63,71,62,79,62,99,79,71,80,84,96,93,87],
[85,79,81,61,70,80,96,97,90,61,82,99,81,82,76,81,97,95,76,60,97,96,62,89,75,74,69,91,62,62,70,79,73,91,81,75,72,69,72,62,70,87,61,91,69],
[70,64,98,65,81,99,95,69,61,84,76,67,85,67,62,79,77,81,84,68,94,99,80,95,63,74,66,90,68,89,91,78,94,90,75,67,81,62,68,82,78,84,82,63,91],
[84,74,60,97,98,68,84,97,81,79,61,87,77,83,87,67,67,65,93,97,73,92,70,75,60,84,86,76,66,81,99,90,96,99,80,94,99,64,84,72,75,77,60,93,60],
[79,60,67,77,85,96,90,69,98,97,69,83,83,77,89,65,76,72,93,75,92,87,74,88,63,79,63,80,71,96,73,90,88,72,67,65,61,97,74,99,87,75,82,70,92],
[64,67,68,68,60,75,92,80,82,80,83,61,75,96,72,64,69,62,92,81,70,98,82,99,64,74,86,80,96,89,72,92,88,81,60,81,96,92,61,78,64,76,71,80,72],
