
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[98,64,86,90,90,64,61,96,83,79,70,86,81,96,88,86,74,89,94,97,87,99,84,66,63],
[87,96,79,78,68,72,76,64,98,67,94,94,60,83,70,71,85,96,84,81,76,62,87,66,96],
[76,85,88,92,91,91,80,80,62,90,80,74,67,84,64,66,71,91,66,86,61,69,71,89,93],
[84,66,95,72,64,83,88,89,71,81,72,94,93,92,97,83,72,63,82,97,68,88,60,91,94],
[86,92,95,89,81,88,73,79,75,77,75,99,66,96,62,79,69,97,64,61,86,87,66,89,62],
[95,97,90,95,88,77,73,72,72,62,86,93,67,97,68,85,73,99,83,61,94,62,70,91,66],
[64,69,85,70,98,87,65,88,78,92,68,87,65,81,99,99,99,84,66,96,85,91,69,84,74],
[71,78,76,73,61,74,69,70,92,79,61,71,76,89,81,68,97,68,65,70,68,64,69,92,71],
[66,77,62,67,94,69,70,64,77,76,98,92,85,60,76,65,61,87,73,82,69,74,80,77,79],
[82,77,76,92,62,87,98,79,81,97,65,90,68,62,60,84,60,92,69,60,60,66,94,87,72],
[76,96,86,88,74,97,71,91,73,95,93,60,85,65,74,82,62,96,82,64,96,98,64,80,60],
[97,80,66,91,68,70,99,96,96,88,70,94,91,94,67,78,79,60,63,76,66,85,79,62,60],
[83,91,98,80,71,98,69,84,97,60,84,67,91,80,64,71,91,90,94,77,89,72,96,89,75],
[65,95,93,84,90,93,99,81,83,71,92,82,80,68,71,72,92,78,96,73,74,67,96,96,62],
[73,86,74,61,75,82,66,63,67,82,93,60,74,74,75,77,98,89,98,67,60,62,91,79,98],
[64,85,98,60,82,60,65,68,66,67,75,80,65,78,87,80,63,79,86,77,95,63,68,84,93],
[67,85,96,98,96,86,63,73,84,95,95,76,61,95,75,60,71,95,97,81,83,77,85,94,95],
[62,89,99,62,66,92,69,83,80,68,79,67,63,92,83,98,80,60,99,75,67,99,86,62,97],
[68,77,66,85,64,62,87,93,93,82,91,85,91,74,98,91,93,97,94,78,72,93,90,64,84],
[65,71,76,84,66,73,84,83,71,69,79,65,88,73,98,70,64,76,94,71,74,85,64,63,80],
[74,75,65,64,80,89,62,91,65,86,97,70,62,73,74,71,92,79,91,97,78,62,94,86,88],
[65,92,73,61,95,85,68,62,90,64,82,80,66,66,77,84,95,88,86,60,62,89,85,73,81],
[74,83,75,68,69,63,65,61,68,99,88,94,99,83,84,63,65,96,70,63,74,86,91,94,73],
[91,88,94,68,93,75,83,77,82,83,78,77,81,72,86,80,60,80,79,83,96,74,81,85,84],
[76,99,71,67,85,76,91,65,70,99,98,78,82,75,92,66,94,70,87,66,88,99,98,60,70]];
