
P = 1;

n = 35;

m = 35;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[80,65,89,84,87,87,76,68,66,99,88,73,78,72,88,91,64,98,93,95,74,87,84,78,98,75,95,86,87,99,67,68,97,88,84],
[84,75,60,84,82,99,64,87,69,68,68,60,64,98,85,60,64,72,84,82,70,60,77,88,79,69,95,87,66,83,71,82,90,71,98],
[64,62,94,92,63,62,60,95,98,90,80,98,94,84,75,69,94,67,78,74,86,87,69,74,85,84,77,99,75,81,97,71,83,91,63],
[79,85,95,74,84,85,95,74,72,79,89,81,66,96,99,80,75,79,82,89,64,66,98,96,73,79,93,85,95,77,80,74,94,68,88],
[70,85,75,85,97,87,66,78,85,95,78,97,70,89,79,91,85,78,89,81,83,69,67,60,64,76,81,70,70,81,90,73,66,66,90],
[64,85,96,82,70,83,92,67,93,81,79,76,99,89,66,80,72,67,87,73,63,63,86,73,66,99,63,79,65,61,69,69,86,97,84],
[88,81,76,88,66,90,67,75,81,88,73,61,60,80,81,65,83,76,83,88,74,82,83,93,88,77,94,89,95,84,73,84,97,82,64],
[95,64,63,70,85,91,83,78,91,63,99,89,78,76,64,98,90,87,74,76,67,91,62,96,86,86,62,62,83,84,66,71,88,69,81],
[65,60,65,83,84,60,83,65,71,91,69,61,73,88,75,81,95,66,76,84,85,62,86,87,78,62,94,89,82,95,62,87,96,67,62],
[72,60,77,77,63,60,86,64,66,75,72,87,62,70,63,86,95,98,64,75,68,98,61,89,80,96,91,99,84,91,62,96,91,79,73],
[86,80,92,82,86,67,94,65,69,97,61,88,92,91,84,99,99,83,92,88,95,89,79,95,65,62,89,62,93,60,67,71,80,99,94],
[98,66,80,96,68,77,97,88,62,88,64,61,79,87,94,67,75,75,78,62,80,81,91,74,66,91,82,70,64,81,64,94,80,84,90],
[80,94,79,68,96,67,64,89,78,84,75,77,99,82,88,61,63,69,92,69,67,75,91,77,79,65,73,74,77,90,96,97,84,76,97],
[72,75,61,61,94,85,69,71,84,91,99,77,86,60,61,96,60,77,79,77,88,84,91,62,61,73,91,98,97,67,87,61,82,89,62],
[68,66,63,72,91,95,71,60,81,64,62,69,64,79,89,73,67,65,96,62,67,69,93,97,98,92,77,99,74,66,94,75,72,97,87],
[95,84,90,96,98,94,90,67,90,69,88,64,68,94,60,62,93,62,87,82,60,79,99,60,86,65,94,61,70,91,88,97,68,70,85],
[66,65,75,73,87,76,62,91,85,88,84,79,81,86,67,63,78,86,63,78,64,60,72,65,62,96,85,60,64,96,77,62,93,93,75],
[72,69,69,96,86,89,80,66,70,98,65,66,76,83,69,87,88,61,91,85,96,87,63,88,83,91,65,77,76,98,93,88,60,94,84],
[78,84,96,76,86,94,81,92,63,65,93,90,85,87,81,70,83,61,65,71,76,96,68,94,72,67,79,61,99,65,77,69,81,74,86],
[68,60,67,92,63,64,78,85,81,65,67,84,80,60,89,83,76,86,91,62,90,90,81,83,81,79,61,91,60,75,77,60,75,76,85],
[71,81,63,96,94,60,63,78,72,95,68,95,64,86,78,66,76,69,80,92,82,99,93,73,91,68,90,84,75,99,69,86,80,64,83],
[66,96,78,85,68,66,85,95,70,71,65,68,79,66,88,71,89,79,96,62,63,64,85,87,72,84,96,90,96,92,73,62,88,84,79],
[88,90,64,83,92,75,80,60,87,87,81,90,76,60,87,70,95,83,95,82,95,71,70,86,67,62,91,62,90,67,81,78,97,86,93],
[81,93,74,82,72,93,63,63,61,95,90,71,91,73,99,73,69,70,84,87,70,78,78,72,69,86,85,79,75,63,65,97,97,71,71],
[69,64,74,72,65,61,62,68,92,68,67,98,77,70,74,96,80,92,66,84,93,92,69,73,60,65,70,89,62,81,60,63,77,74,68],
[74,75,62,82,60,70,90,98,79,92,64,75,72,96,82,88,90,66,89,95,98,94,65,87,88,86,87,84,63,93,92,69,61,94,91],
[61,97,73,91,68,65,95,84,69,83,98,89,73,96,79,60,95,65,65,82,94,83,62,78,78,95,62,87,96,88,79,89,85,92,72],
[86,90,99,70,99,83,60,89,88,88,60,89,83,65,86,98,91,70,60,61,88,87,63,76,84,84,87,65,61,71,78,87,61,69,89],
[93,92,89,74,73,78,74,94,93,71,80,91,95,90,83,96,71,71,92,79,87,76,66,92,69,69,62,97,71,64,86,96,88,68,70],
[61,78,76,95,71,87,68,95,82,90,78,71,61,89,63,72,68,71,70,93,72,80,87,69,83,91,88,79,80,96,89,81,74,65,69],
[77,84,77,72,67,99,83,70,61,64,65,65,73,76,76,66,88,96,93,90,79,85,78,90,65,66,79,78,72,76,79,89,60,88,94],
[99,88,77,61,81,81,66,86,86,74,62,92,95,90,78,85,61,63,95,91,60,61,62,70,73,78,82,62,71,70,88,62,98,65,64],
[79,79,70,98,65,85,60,90,80,83,68,97,84,63,92,76,95,93,78,97,66,89,79,60,92,90,81,86,80,86,90,60,97,93,90],
[63,70,90,85,90,65,93,79,90,88,71,66,83,96,76,80,62,97,60,94,81,82,75,68,62,94,90,94,83,83,84,86,85,67,63],
[67,72,96,86,62,84,97,60,99,93,69,80,87,98,72,74,80,94,81,88,96,67,70,83,91,94,67,69,79,74,73,87,79,61,65]];
