
P = 1;

n = 30;

m = 30;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[85,95,94,74,80,61,96,77,78,70,93,71,76,93,78,68,82,64,98,94,65,80,80,98,97,74,62,64,87,62],
[79,64,97,73,78,69,66,66,87,84,76,72,95,85,98,66,85,80,70,76,66,67,96,86,97,93,92,60,89,80],
[62,69,76,92,74,87,93,81,85,72,97,62,85,85,79,75,91,64,95,93,80,61,92,68,79,89,62,71,81,83],
[83,84,84,60,68,99,79,61,72,64,74,69,98,91,94,69,66,77,74,93,62,86,86,94,87,65,76,81,68,97],
[64,92,73,89,84,73,80,95,75,92,99,81,61,98,64,88,67,62,65,73,87,68,92,73,94,79,70,62,60,78],
[92,96,62,97,85,86,71,65,81,78,89,73,91,91,63,95,71,62,89,76,68,68,76,92,81,63,71,91,65,63],
[61,97,91,64,95,77,82,66,74,96,76,64,69,67,87,64,94,98,66,83,66,74,91,75,66,64,78,69,87,83],
[64,88,73,96,84,60,65,99,66,71,95,74,75,96,81,94,92,75,84,98,90,83,65,81,98,63,77,68,65,64],
[91,61,84,96,89,61,96,94,60,94,98,87,68,65,75,89,60,67,64,76,97,94,99,62,67,89,98,84,97,95],
[80,81,96,97,69,86,98,66,72,90,60,70,77,69,76,92,90,68,91,87,84,88,81,76,83,81,65,81,97,95],
[68,78,68,64,75,77,82,65,83,95,95,76,97,72,77,73,96,99,73,87,86,98,67,60,66,90,81,63,63,78],
[98,71,88,98,76,95,76,90,92,91,85,87,99,75,91,76,80,79,76,94,98,62,84,66,94,90,96,75,93,92],
[86,84,63,66,82,71,94,90,62,86,82,79,74,73,94,97,90,75,77,98,61,75,92,85,81,87,67,70,62,60],
[62,80,76,65,87,91,69,73,81,71,99,95,90,73,61,77,63,91,92,80,81,93,87,73,70,61,60,77,71,95],
[69,65,67,78,62,86,69,71,99,82,82,99,70,65,64,71,82,67,94,66,79,75,99,67,88,61,68,81,78,79],
[68,79,76,75,97,78,62,66,90,93,81,64,92,83,69,89,94,83,96,80,89,76,95,80,75,75,81,83,88,91],
[94,96,71,70,64,68,88,98,67,70,91,80,75,76,63,76,65,89,60,93,69,89,69,64,62,76,71,83,99,60],
[67,85,88,78,95,92,78,76,82,77,78,74,97,93,82,60,62,87,89,94,80,98,75,82,94,77,98,98,93,90],
[90,60,75,78,70,63,63,88,71,85,66,89,91,63,75,73,96,77,92,85,71,73,76,86,87,62,96,85,60,89],
[75,90,89,83,61,99,86,64,79,97,81,85,78,65,81,93,70,77,62,63,94,73,68,62,92,95,65,88,80,65],
[69,88,88,98,63,89,89,81,93,60,70,66,78,88,71,99,82,82,68,84,85,94,90,93,97,74,80,62,94,92],
[99,63,72,87,93,75,76,74,96,61,74,66,68,92,87,79,83,69,93,91,85,70,86,67,95,75,81,75,77,75],
[68,76,70,80,64,63,96,72,77,84,74,84,83,82,76,70,93,92,71,79,83,96,89,61,96,77,76,69,92,85],
[77,60,94,87,73,90,83,61,62,92,85,76,76,68,90,85,70,76,77,81,87,92,70,68,86,66,85,94,75,78],
[80,92,70,74,72,83,64,95,84,98,87,62,67,96,62,89,81,73,97,98,94,84,90,96,93,76,62,70,71,70],
[80,83,94,91,89,98,66,85,93,83,83,73,85,90,69,87,80,90,92,69,80,87,94,70,75,79,79,70,89,82],
[80,70,97,66,93,86,65,99,71,90,82,86,63,99,77,72,87,89,94,79,98,74,98,84,85,66,63,96,76,85],
[70,88,87,67,94,80,85,91,71,96,82,86,74,77,85,83,90,64,72,84,76,63,99,66,87,76,72,83,64,88],
[60,74,68,87,73,95,99,98,86,70,86,60,88,60,78,74,84,60,70,88,76,78,83,67,85,71,83,89,86,79],
[70,86,85,78,65,98,73,64,88,92,66,74,84,95,67,62,61,83,94,63,63,71,82,87,78,99,90,94,80,76]];
