
P = 1;

n = 35;

m = 35;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[61,63,65,71,61,80,64,74,81,60,65,94,90,74,84,98,94,69,74,67,73,89,82,67,72,99,89,77,76,67,66,77,70,71,88],
[64,92,93,78,65,93,75,99,75,82,75,74,68,77,80,75,90,61,97,89,73,89,71,82,65,78,88,82,81,92,62,85,76,95,95],
[81,81,71,80,96,85,96,62,93,73,82,61,95,84,98,85,89,79,96,72,84,74,92,98,87,84,61,72,60,88,68,73,69,71,94],
[98,96,82,60,81,95,75,82,90,99,73,67,80,92,63,92,77,70,77,67,97,61,68,70,94,97,70,67,98,73,93,96,61,75,89],
[82,62,64,65,85,95,78,92,67,62,96,92,71,98,69,79,95,70,87,97,96,76,99,64,75,72,97,63,73,73,84,88,75,80,93],
[60,67,63,85,75,65,73,67,69,71,76,88,66,78,75,64,75,92,95,79,99,68,68,94,73,73,79,61,81,99,94,73,67,89,98],
[82,87,71,81,96,82,97,84,81,75,91,77,90,75,72,61,74,80,62,69,86,75,88,87,96,79,74,70,86,95,68,60,82,72,81],
[70,86,70,86,67,86,78,84,68,93,97,62,60,69,64,61,95,79,81,83,68,60,89,78,87,84,78,79,67,90,93,69,77,63,96],
[76,81,66,61,90,91,90,84,91,91,88,84,87,99,65,62,67,66,83,85,85,67,96,64,66,78,97,76,87,93,64,64,74,70,97],
[96,93,79,80,85,70,68,61,89,60,67,83,67,73,66,85,90,74,81,94,72,91,84,88,79,77,92,83,83,94,72,80,88,91,60],
[65,93,61,66,83,61,65,98,60,78,65,85,68,71,98,95,83,90,71,64,69,80,88,84,63,83,88,83,63,79,76,60,64,77,98],
[87,70,64,86,70,82,83,96,83,94,86,70,69,76,81,73,77,61,62,93,96,77,81,72,80,92,80,80,97,97,78,76,99,82,94],
[69,97,69,97,72,95,84,82,65,92,63,70,62,96,72,87,84,89,61,88,61,85,68,73,82,97,84,91,96,98,77,66,87,87,63],
[99,82,79,81,87,64,76,90,66,64,62,93,81,84,86,69,77,72,78,91,86,75,67,77,72,65,95,70,93,74,65,92,96,85,66],
[76,81,82,66,87,79,60,72,60,76,99,69,94,71,79,77,97,87,84,67,99,89,94,61,82,68,66,67,96,83,73,64,64,87,70],
[91,66,63,96,98,79,87,60,73,90,71,90,79,98,74,86,89,96,72,90,70,72,97,77,69,80,82,73,85,70,76,68,68,79,64],
[67,90,83,99,64,73,70,86,93,69,93,71,98,89,84,89,91,96,78,69,97,98,91,71,75,93,79,84,62,90,80,61,80,64,60],
[76,77,62,63,62,71,88,74,62,69,90,83,60,86,61,61,76,91,85,87,67,78,98,91,72,88,63,73,60,67,65,77,77,68,72],
[71,71,60,85,73,61,67,96,61,94,89,95,70,81,80,89,88,98,79,71,71,67,74,76,99,74,74,76,83,74,88,94,85,80,72],
[91,81,79,79,75,65,69,70,67,90,90,88,70,80,67,81,91,66,87,60,66,61,74,82,76,88,63,71,65,83,75,96,97,94,68],
[64,60,77,74,99,99,96,88,61,76,95,82,60,94,61,60,60,95,74,74,71,94,69,74,99,93,89,96,82,84,64,86,76,73,92],
[75,64,88,95,65,64,91,79,96,77,80,96,77,75,62,83,79,96,93,93,96,78,83,84,60,99,80,78,75,85,70,82,89,98,78],
[86,94,61,97,83,78,77,79,87,85,74,62,64,70,95,97,98,65,80,74,97,71,86,75,78,71,77,61,92,67,71,70,94,64,67],
[77,74,85,88,93,62,62,95,66,65,83,95,95,80,76,70,78,79,96,85,98,60,63,91,92,70,62,63,96,98,70,73,72,87,62],
[97,89,64,92,87,61,67,83,97,88,91,67,98,70,95,83,68,95,78,99,80,81,93,83,77,83,85,91,95,65,93,92,86,89,77],
[74,83,76,89,80,64,72,79,62,82,74,78,83,70,96,74,82,77,60,97,95,83,82,86,71,79,71,95,66,92,64,72,75,81,93],
[95,85,65,74,80,79,81,98,62,83,94,69,65,64,69,62,99,84,76,77,95,96,80,83,94,72,87,98,80,68,91,67,86,96,74],
[66,75,95,96,70,70,82,79,75,86,80,77,85,96,85,94,92,81,74,67,67,87,94,65,99,95,96,66,81,84,72,79,92,99,67],
[62,69,89,73,84,76,85,93,93,81,79,80,65,60,94,72,60,73,99,65,72,94,94,71,75,78,83,94,70,75,61,64,84,82,77],
[69,90,94,62,76,76,73,96,73,66,90,86,66,96,85,71,68,79,65,71,86,76,87,72,86,62,65,91,86,87,60,87,78,95,82],
[86,63,95,82,76,61,64,94,99,60,79,71,61,90,68,64,76,84,91,80,63,85,85,86,64,73,86,91,83,73,65,69,76,93,83],
[85,86,87,79,86,80,91,89,73,81,89,77,90,66,61,62,69,86,88,95,90,93,73,74,76,87,71,77,95,64,92,80,91,71,60],
[77,91,91,98,64,64,87,74,86,93,75,89,62,61,69,89,84,62,95,90,70,82,61,79,69,66,71,90,89,82,82,66,66,65,96],
[62,61,83,76,88,77,83,69,71,85,78,93,61,72,88,91,82,62,92,61,71,90,64,61,79,78,75,77,76,80,73,71,82,89,87],
[62,98,71,63,61,88,73,94,89,85,74,72,99,76,96,60,88,79,96,81,90,74,89,68,83,69,73,94,83,94,73,85,92,76,88]];
