
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[87,95,66,67,91,79,78,96,96,92,96,96,88,74,61,60,92,73,84,79,80,61,82,99,62],
[66,62,89,64,72,88,83,67,94,82,99,74,93,87,70,85,83,99,73,89,92,73,74,97,97],
[93,69,91,67,68,93,74,70,75,70,74,63,85,81,89,67,72,95,60,99,66,77,75,97,91],
[64,89,96,78,78,86,64,87,77,71,95,62,77,97,77,87,71,72,64,84,62,64,89,89,64],
[88,95,82,95,84,65,92,65,61,62,83,87,66,70,96,78,97,99,95,94,68,75,97,73,79],
[82,75,75,71,96,80,91,92,94,79,68,99,71,74,92,65,97,80,72,60,68,90,97,67,77],
[84,76,92,73,89,64,87,96,79,98,92,91,82,76,77,93,85,76,96,91,61,61,88,73,73],
[88,81,95,86,89,65,62,97,89,75,78,93,63,66,65,93,90,88,67,67,66,60,84,74,96],
[75,67,90,95,80,95,84,62,91,62,91,96,96,80,85,71,98,71,66,96,68,60,86,88,99],
[85,86,60,69,93,88,76,60,70,64,81,66,88,83,89,82,66,77,70,78,94,81,68,65,80],
[64,65,80,90,86,79,76,72,71,77,65,92,86,98,62,90,79,60,70,94,89,92,60,66,62],
[78,61,75,78,98,95,82,96,67,72,82,79,80,86,90,90,92,74,76,90,69,66,61,69,76],
[95,99,60,87,97,94,97,98,69,75,89,97,97,85,64,61,67,83,82,85,66,72,69,72,80],
[91,81,86,92,91,94,87,82,94,74,79,88,71,78,89,78,99,86,75,84,83,77,83,66,91],
[68,64,95,78,77,75,69,98,61,94,81,95,73,63,81,88,83,69,91,93,98,70,92,77,77],
[68,60,94,91,98,77,91,63,72,61,72,87,71,70,80,97,84,67,70,87,88,90,62,89,82],
[87,80,84,79,97,93,79,89,80,70,87,97,94,82,62,95,94,81,98,97,62,95,81,61,66],
[60,82,96,63,63,70,90,83,86,62,72,80,81,61,60,84,81,97,78,63,91,73,90,73,72],
[87,67,67,68,60,73,68,82,62,63,86,72,94,61,99,88,74,79,69,67,71,93,88,60,71],
[84,92,77,74,65,89,61,72,88,61,72,94,61,87,96,65,65,60,91,66,99,79,80,70,88],
[80,81,74,68,82,77,92,66,94,98,71,75,99,75,96,92,79,90,94,98,78,99,63,78,82],
[70,70,61,82,72,81,62,86,87,71,60,65,95,66,99,94,77,67,85,84,63,78,95,93,72],
[94,63,63,97,73,85,67,75,78,90,88,91,92,74,79,95,66,84,83,72,75,77,81,82,94],
[65,77,72,60,62,84,94,65,79,84,71,96,91,86,74,73,74,66,98,80,77,85,86,61,68],
[90,68,77,71,83,72,68,60,84,69,63,61,95,60,80,71,71,77,95,98,83,68,64,81,98]];
