
P = 1;

n = 15;

m = 15;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[85,82,94,97,84,87,65,96,75,67,66,89,77,90,63],
[62,63,98,70,75,72,65,81,95,91,91,75,68,99,83],
[63,76,97,98,66,82,85,71,70,60,70,68,82,88,98],
[77,90,61,75,60,68,80,97,81,75,81,73,83,89,64],
[98,92,73,96,90,79,70,67,90,72,60,60,80,74,80],
[78,91,71,79,99,63,79,79,61,92,86,74,97,69,63],
[62,68,87,75,96,70,94,66,69,76,78,69,76,98,75],
[89,68,67,60,87,98,95,98,77,88,90,95,62,88,65],
[97,82,65,77,89,61,87,83,99,96,99,69,98,67,67],
[73,96,75,72,88,94,70,76,84,79,96,66,75,99,86],
[72,88,68,77,65,97,70,92,72,69,81,63,78,71,63],
[77,76,91,84,89,72,70,91,88,86,63,84,92,70,75],
[79,74,64,79,91,69,69,93,94,81,62,75,77,72,86],
[80,81,94,71,65,83,75,67,67,63,93,62,80,77,64],
[87,96,78,91,68,69,93,77,62,87,90,96,94,67,60]];
