
P = 1;

n = 15;

m = 15;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[60,60,94,78,82,72,70,82,94,65,88,74,80,88,64],
[62,85,84,62,67,65,97,75,62,72,88,76,86,70,60],
[69,71,92,96,89,74,68,92,88,62,97,68,76,77,97],
[80,79,74,65,74,82,62,63,89,96,75,77,64,93,79],
[64,94,90,96,90,72,62,98,64,83,61,61,91,69,70],
[80,90,82,95,87,96,69,81,99,98,77,66,75,81,91],
[94,78,85,77,66,76,89,61,74,93,76,67,86,99,77],
[96,80,99,70,67,86,66,68,67,97,66,76,95,73,97],
[86,99,67,72,76,74,80,97,75,94,90,91,62,68,90],
[71,65,62,70,67,61,96,74,69,95,63,75,71,91,80],
[60,77,80,68,81,96,74,61,94,89,88,76,72,82,85],
[62,93,82,97,63,89,90,91,95,60,86,99,67,89,82],
[88,89,99,68,89,73,96,63,66,90,84,94,99,96,76],
[84,91,69,98,80,64,79,70,95,75,70,81,66,70,62],
[88,98,84,79,98,73,84,94,69,91,77,85,77,76,82]];
