
P = 1;

n = 20;

m = 20;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[72,79,81,66,83,78,82,98,85,89,62,70,83,74,87,87,61,76,65,85],
[84,66,78,61,60,65,91,88,99,91,88,71,70,69,77,93,79,91,92,96],
[72,86,66,95,60,85,74,93,61,79,78,77,77,96,78,77,93,62,65,84],
[93,85,87,95,86,65,89,65,88,73,93,61,99,99,96,91,77,71,84,70],
[82,95,88,60,91,66,69,77,60,75,61,93,92,89,89,79,86,70,76,74],
[83,70,75,74,61,64,65,78,75,81,89,89,76,77,89,60,75,99,77,76],
[66,78,61,98,99,82,69,85,84,86,92,67,96,67,81,97,71,78,76,78],
[60,97,68,76,66,89,76,81,88,85,89,86,96,91,77,95,65,86,73,90],
[72,65,89,68,72,63,98,76,81,66,86,81,63,94,90,69,76,98,82,96],
[84,72,83,80,95,60,67,92,78,80,82,83,85,64,83,90,67,81,98,88],
[87,84,62,82,71,92,91,87,82,66,83,66,70,98,78,97,90,78,89,69],
[98,64,92,76,68,67,98,75,89,88,63,76,64,97,91,75,89,74,94,72],
[80,70,70,90,68,81,87,91,99,69,60,89,73,84,97,73,91,87,88,72],
[75,83,81,72,81,72,79,62,86,74,66,99,76,69,89,84,90,69,75,81],
[70,67,62,83,83,92,88,67,71,76,71,79,91,92,91,64,96,70,67,83],
[76,65,82,92,74,63,69,96,64,76,77,74,76,72,89,99,96,77,98,67],
[85,62,86,77,94,77,81,91,88,80,66,96,86,80,89,60,75,98,97,80],
[74,66,86,90,70,76,82,66,85,72,74,71,74,92,80,61,70,93,84,90],
[74,90,86,92,62,67,92,77,65,81,89,80,80,76,62,90,92,84,89,69],
[89,95,80,63,87,60,64,89,94,88,79,60,70,98,92,72,65,76,82,71]];
