
P = 1;

n = 25;

m = 25;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[77,98,84,95,91,92,86,60,70,89,83,82,98,75,98,99,70,99,86,71,72,98,74,81,93],
[64,64,93,69,86,92,78,76,68,73,68,92,91,60,62,81,75,76,79,90,67,70,61,66,96],
[64,78,94,70,99,79,75,96,65,76,74,97,94,90,97,99,90,89,91,90,84,72,65,92,83],
[88,99,93,81,66,81,77,76,68,87,68,87,94,64,92,70,70,81,96,60,78,88,91,60,79],
[73,84,83,71,68,98,99,68,83,80,66,64,89,82,72,76,82,60,71,78,84,73,88,98,62],
[89,76,90,72,68,61,77,84,84,88,93,74,79,61,97,91,67,61,80,81,74,97,96,66,60],
[74,82,65,63,80,99,92,89,89,96,97,82,73,82,66,94,75,72,73,68,69,65,67,71,77],
[80,77,74,76,83,66,91,65,64,94,78,63,78,67,93,66,64,67,71,78,74,65,85,78,71],
[93,88,68,92,99,85,73,76,92,81,91,90,72,88,94,98,66,98,68,73,83,74,70,90,86],
[88,96,83,74,75,94,99,63,62,92,94,80,97,62,72,78,85,62,83,73,97,81,72,87,90],
[77,70,96,87,92,82,76,89,66,82,96,92,73,99,87,65,85,67,94,87,71,65,72,73,88],
[77,62,61,89,89,83,67,91,80,86,76,94,94,65,60,76,93,85,90,84,72,87,69,71,74],
[88,82,79,60,95,67,69,90,68,91,71,84,90,95,64,76,71,98,71,68,91,79,61,76,61],
[85,80,89,86,91,63,74,73,74,66,60,81,75,90,81,98,62,65,88,89,69,97,60,60,68],
[60,91,79,61,99,81,78,79,62,64,70,97,78,83,71,84,83,84,91,66,65,90,60,63,78],
[89,64,75,89,64,75,81,87,87,82,86,68,92,65,62,96,75,91,66,90,94,90,74,78,81],
[72,75,71,72,78,82,61,75,89,82,79,65,63,67,84,77,93,84,69,91,86,65,98,69,71],
[89,63,93,95,73,66,67,88,70,79,99,92,72,66,73,94,85,70,89,84,94,66,78,78,75],
[61,96,72,99,65,75,88,68,60,75,73,66,74,94,68,93,85,60,97,91,66,91,76,76,80],
[61,71,78,71,81,85,64,78,89,63,83,64,84,84,96,99,97,95,74,83,63,99,68,96,97],
[99,62,80,68,70,93,61,81,71,72,95,97,76,73,86,71,88,83,95,72,79,87,62,66,93],
[85,70,92,94,66,81,85,60,62,93,70,95,94,84,98,66,79,95,74,92,74,86,80,97,73],
[85,68,60,79,75,93,64,77,78,90,83,99,76,83,93,69,85,80,64,69,79,62,88,66,69],
[72,80,87,85,69,60,70,70,93,89,77,78,85,94,96,76,69,88,92,84,73,61,69,86,97],
[79,65,92,99,63,61,72,84,88,97,85,80,99,95,65,80,72,84,65,98,72,81,67,92,65]];
