
P = 1;

n = 45;

m = 45;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[61,66,83,94,68,66,95,90,81,62,72,65,73,87,72,85,73,64,73,87,77,64,62,72,76,71,64,84,82,72,87,83,70,70,70,79,68,65,61,89,99,73,86,72,92],
[99,97,98,95,63,85,64,67,79,76,75,91,80,99,65,85,78,89,95,80,99,66,88,96,99,70,96,72,96,68,97,95,98,95,83,61,80,87,60,91,64,68,82,76,99],
[88,93,78,69,81,98,60,87,79,88,79,89,84,83,77,85,80,65,75,75,88,68,87,67,68,79,63,68,93,80,68,73,73,86,74,94,76,66,74,95,95,85,76,79,68],
[86,64,89,83,71,96,71,79,76,78,80,87,82,88,72,94,96,86,99,74,92,86,91,99,92,78,94,77,87,65,85,65,62,66,88,73,63,91,93,71,69,73,98,83,93],
[62,69,90,88,69,96,73,87,79,72,79,90,98,96,69,63,73,74,97,80,62,71,75,85,96,86,94,61,76,70,94,78,71,76,99,80,65,72,99,84,76,78,74,74,66],
[75,69,80,89,67,60,83,70,75,68,66,93,95,99,61,97,85,71,68,62,62,81,99,66,80,83,82,91,90,88,97,65,98,77,95,97,77,70,67,84,71,65,69,66,96],
[70,63,81,82,63,75,84,84,74,91,97,98,65,88,80,94,85,85,84,63,72,73,72,75,80,97,86,77,98,92,73,69,87,86,83,90,62,99,67,76,82,96,66,88,84],
[86,74,61,64,98,64,76,71,69,91,83,98,77,92,96,61,97,65,88,83,80,71,85,80,70,94,62,66,60,82,82,87,96,83,91,86,80,99,89,89,83,64,87,60,96],
[75,62,93,73,82,69,93,85,94,73,95,88,68,93,81,90,75,60,79,91,83,65,71,82,87,60,65,91,79,98,80,94,92,65,67,74,74,61,92,61,66,87,89,66,73],
[62,89,80,62,68,71,85,65,82,68,92,74,65,76,85,63,88,80,87,93,79,62,60,72,94,61,71,73,82,77,78,85,66,99,87,66,70,65,72,85,65,96,99,70,64],
[77,66,92,97,93,78,68,87,78,81,73,71,92,79,93,61,97,70,68,96,98,74,99,95,78,84,60,67,75,70,71,92,68,96,81,94,74,90,81,84,63,87,95,95,66],
[80,88,63,91,96,92,81,63,91,76,73,67,76,80,82,78,84,67,87,80,88,73,86,70,94,62,73,81,97,60,79,69,89,83,60,77,67,81,80,98,89,86,65,97,66],
[79,76,90,86,95,62,75,68,88,77,94,90,91,68,79,91,87,89,72,62,81,90,69,95,62,99,84,88,64,82,95,76,90,77,62,85,72,69,93,92,87,87,83,70,95],
[94,93,75,75,66,77,97,96,87,92,90,78,68,79,75,82,66,91,72,75,85,97,87,95,82,80,74,62,95,84,89,81,77,64,97,75,82,94,63,61,78,94,71,78,65],
[86,61,71,77,65,86,63,63,66,90,77,86,96,71,73,72,61,94,89,65,91,97,79,77,60,72,87,94,84,66,99,70,99,62,80,64,81,75,99,87,97,69,65,93,80],
[78,65,81,64,86,79,88,75,90,97,76,63,85,62,79,83,94,81,74,96,61,78,69,68,70,96,65,79,93,90,91,63,87,73,68,74,84,96,81,74,93,97,69,70,92],
[88,85,86,70,99,74,63,70,84,72,80,72,69,91,66,60,74,69,87,87,69,93,63,97,75,78,91,64,79,93,96,68,79,82,78,78,89,73,88,73,85,60,85,95,83],
[83,87,98,85,66,77,94,92,81,92,99,91,75,63,70,60,92,70,79,66,80,90,95,94,78,68,79,71,86,66,94,69,85,84,86,84,62,81,76,75,65,67,98,72,70],
[68,72,94,79,92,61,91,82,96,85,92,97,97,95,83,95,82,84,81,66,71,97,60,84,73,75,89,72,73,61,74,74,65,69,85,89,70,76,63,98,62,96,95,91,83],
[70,86,65,95,99,72,98,96,64,82,61,72,71,73,85,64,88,91,61,89,68,91,99,85,94,89,79,82,85,70,66,87,96,63,82,88,67,80,84,72,94,78,84,65,91],
[61,61,71,93,63,60,61,86,91,78,80,73,89,95,98,99,61,77,88,64,60,76,72,72,92,76,67,70,60,64,94,93,98,65,78,61,98,72,87,81,90,99,94,80,94],
[84,71,87,62,99,84,94,67,88,98,92,64,65,62,96,62,88,89,60,86,68,93,76,72,72,97,62,71,92,74,66,68,78,85,70,77,69,96,77,97,95,69,61,92,63],
[97,86,84,79,86,70,79,79,86,91,83,83,85,95,67,60,93,68,78,78,70,87,88,67,96,85,62,97,79,86,93,76,73,77,87,91,87,66,63,65,89,86,80,75,81],
[88,67,74,96,77,85,98,96,73,65,85,90,99,82,69,86,75,86,91,84,65,82,71,64,85,68,93,72,89,60,85,77,67,60,65,76,77,63,65,90,61,90,80,60,72],
[90,78,80,68,69,64,65,92,68,69,69,76,95,81,65,95,67,74,95,99,71,71,68,67,76,98,68,98,70,60,71,92,79,83,92,80,87,90,64,87,99,74,96,94,87],
[61,82,86,68,77,77,71,80,85,78,89,75,78,87,86,79,90,70,98,73,95,78,93,85,83,72,84,89,68,71,76,62,85,63,70,94,80,81,74,98,92,95,73,70,75],
[99,89,97,62,79,63,97,90,88,74,65,60,90,94,61,61,70,63,78,65,65,72,78,78,79,76,70,66,89,73,81,81,62,71,83,82,74,72,64,62,86,69,62,76,63],
[63,70,65,98,88,71,63,93,89,74,72,65,84,78,86,97,92,67,92,63,82,66,69,86,70,71,72,79,65,81,82,61,83,87,99,63,90,95,96,79,69,60,76,85,79],
[95,75,63,62,67,98,77,73,67,63,75,78,68,94,75,89,68,76,64,87,68,67,78,95,96,89,96,96,98,81,67,93,88,70,87,95,68,64,60,75,68,67,85,76,93],
[61,97,61,69,61,81,69,68,91,64,96,72,92,93,70,74,60,95,62,63,83,90,71,79,82,79,87,90,96,95,83,89,92,77,91,93,98,60,94,81,97,90,93,89,75],
[96,95,76,91,90,71,66,72,82,86,94,93,65,76,90,61,92,71,93,69,62,79,99,63,65,80,92,87,73,81,63,61,69,71,93,99,82,99,63,96,77,89,82,83,66],
[64,76,98,75,69,99,78,80,98,73,77,70,65,97,75,78,60,77,87,63,70,78,77,61,73,73,71,63,87,94,69,91,70,99,67,71,98,77,84,96,90,93,98,87,90],
[73,65,82,90,85,85,92,95,62,86,69,68,97,64,95,91,73,79,93,72,86,96,62,63,80,98,85,74,88,72,96,61,69,79,84,94,64,76,82,99,62,83,99,99,87],
[86,82,60,65,67,64,91,64,66,86,76,96,71,82,84,75,79,77,85,98,61,71,94,70,93,85,64,68,84,96,95,63,78,87,68,78,91,92,74,89,70,90,77,82,65],
[93,89,76,71,74,66,64,78,60,66,63,78,71,72,94,67,67,97,77,95,66,95,78,98,69,60,68,92,77,82,97,63,64,65,66,70,71,70,88,63,77,92,81,88,64],
[76,87,63,73,64,98,71,92,69,61,61,69,70,85,78,84,74,81,80,79,87,91,90,90,79,86,67,63,67,87,99,75,74,63,81,70,93,92,62,62,94,96,63,96,81],
[82,72,96,95,93,67,75,84,90,65,95,76,64,99,75,83,98,91,97,61,64,99,87,96,62,89,90,98,85,78,71,99,91,99,94,84,67,69,60,97,66,95,65,70,86],
[80,93,85,63,82,78,67,82,65,96,76,87,78,66,72,97,77,63,80,69,97,64,76,99,96,65,65,91,62,76,78,74,61,95,78,84,65,77,66,63,73,74,82,84,80],
[86,81,89,89,61,98,86,97,66,77,85,63,83,76,65,91,86,80,92,73,90,68,79,99,66,74,65,80,96,89,92,82,62,82,71,95,72,89,84,79,67,69,82,82,85],
[80,65,64,92,89,69,74,98,88,73,64,94,78,77,90,99,69,72,61,91,83,96,96,65,80,75,72,81,89,86,67,61,91,63,93,72,72,67,70,93,73,67,87,91,84],
[78,83,93,82,76,77,98,73,73,63,85,80,67,67,61,85,66,63,76,61,96,80,73,96,91,98,69,98,86,92,74,96,75,67,78,92,76,76,97,81,71,74,61,78,73],
[63,63,71,66,71,72,94,92,78,82,75,68,91,65,94,76,79,82,83,78,93,75,87,61,64,68,73,71,62,83,76,97,79,88,63,82,92,89,66,62,64,73,71,95,78],
[65,63,97,80,87,68,73,94,95,74,99,95,79,62,97,95,78,94,74,66,89,88,91,71,95,93,75,68,64,62,79,62,66,68,82,93,76,87,87,63,93,78,99,73,72],
[88,68,91,83,74,89,64,62,80,75,89,74,82,90,70,85,69,72,91,77,94,76,86,73,95,81,67,66,72,80,78,61,80,61,76,94,91,80,96,63,88,78,69,70,68],
[80,87,77,92,78,86,79,86,64,92,82,86,99,80,98,71,90,91,91,92,67,77,75,80,74,70,60,84,80,70,92,92,98,61,84,68,79,95,95,84,80,69,62,71,81]];
