
P = 1;

n = 20;

m = 20;

w1 = 1.00;

w2 = 5.00;

L = 3.00;

g = 1.26;

t = 
[[66,86,64,60,96,73,69,79,65,93,81,60,86,81,91,84,79,87,96,72],
[67,92,77,67,89,69,68,91,76,69,80,74,87,77,74,83,90,84,62,88],
[77,83,88,96,96,71,80,76,98,76,80,98,68,97,65,90,98,73,81,66],
[74,93,80,61,70,86,84,93,70,78,81,80,61,61,68,89,73,88,65,71],
[96,77,69,97,66,66,87,64,71,60,70,85,93,90,78,64,69,94,89,71],
[72,70,91,65,63,99,95,76,79,92,80,76,62,81,73,68,88,92,73,91],
[92,75,77,85,98,87,81,67,74,70,78,86,72,62,84,76,93,71,84,73],
[95,64,89,97,86,94,66,66,86,71,89,78,86,98,63,76,86,77,83,60],
[87,94,78,92,96,62,68,89,65,92,62,61,89,83,98,67,77,96,65,95],
[67,94,73,86,93,69,62,79,86,78,71,65,72,89,89,60,84,97,89,89],
[82,84,90,71,99,81,70,69,77,75,64,77,69,70,95,62,79,89,73,97],
[67,84,94,71,66,84,71,90,73,93,71,95,77,94,98,76,75,68,85,84],
[83,82,61,85,92,96,87,71,78,93,60,85,77,86,89,75,70,60,65,76],
[93,77,63,62,71,62,79,78,62,96,62,78,78,64,63,70,92,82,73,62],
[75,65,88,85,84,77,60,86,69,66,62,95,75,66,97,78,60,76,96,62],
[65,90,80,75,86,83,78,71,66,83,73,81,81,61,98,65,70,99,91,72],
[97,94,67,72,60,64,82,60,73,70,94,70,60,75,85,87,90,63,98,96],
[79,71,70,60,65,68,65,67,99,96,79,96,82,78,68,74,83,82,66,88],
[92,61,98,93,76,75,80,98,71,78,95,90,81,97,90,86,97,87,86,97],
[75,65,93,98,76,94,72,99,76,79,79,69,72,69,62,80,84,74,78,95]];
