
m = 22;

n = 22;

Amin = 193;

Amax = 242;

B = 9264;

lambda = 20.00;

c = 
[[10,10,10,4,5,2,10,3,2,3,5,6,6,4,2,9,8,6,3,5,2,5],
[2,9,4,9,9,2,9,2,9,9,10,6,9,4,4,8,3,5,10,6,7,5],
[7,5,2,4,9,3,5,9,5,5,6,5,10,2,5,8,2,3,6,8,6,4],
[9,8,2,10,9,8,6,3,9,9,6,7,2,2,7,3,8,10,4,10,4,3],
[10,7,9,10,7,5,5,2,5,3,6,3,3,3,9,5,4,6,3,9,2,10],
[7,7,2,4,6,4,3,8,5,2,3,10,8,8,4,3,6,6,4,10,7,3],
[2,4,6,3,8,5,10,8,4,6,3,2,7,7,2,8,3,5,7,4,3,4],
[10,3,3,5,7,6,2,4,7,10,4,10,2,10,4,8,5,7,10,6,5,6],
[3,6,2,4,7,7,6,8,7,3,10,9,4,6,2,4,6,5,10,8,4,8],
[5,5,3,9,10,3,4,4,5,3,6,5,3,3,8,5,9,5,4,8,10,6],
[2,10,7,6,2,4,4,3,2,5,6,3,3,5,2,4,5,6,3,10,9,3],
[9,5,4,7,8,7,3,5,2,3,4,5,7,2,8,7,3,6,2,7,7,10],
[8,8,3,3,10,3,9,8,4,7,9,6,10,6,9,2,9,10,3,9,2,7],
[10,8,3,2,3,10,6,7,10,3,2,9,2,10,10,7,5,10,10,4,4,10],
[6,2,10,5,8,3,10,7,8,7,4,7,6,4,7,10,7,4,2,7,9,10],
[6,7,6,7,6,6,9,6,5,5,5,2,6,2,10,3,7,5,9,8,2,4],
[8,5,10,4,5,8,7,3,7,9,8,10,5,2,5,4,6,6,5,9,6,9],
[8,6,10,2,9,6,6,7,6,3,8,5,3,2,10,8,4,4,6,8,3,10],
[8,4,10,2,8,4,9,2,2,4,4,8,5,9,4,9,6,6,9,10,10,10],
[2,7,6,2,9,10,8,9,7,6,2,6,6,7,8,2,5,6,3,7,2,4],
[5,4,9,7,8,7,7,5,5,5,8,9,5,7,8,2,5,5,4,3,7,6],
[6,5,7,9,7,8,5,7,8,7,7,6,10,3,3,4,4,6,7,2,4,8]];
