
m = 22;

n = 22;

Amin = 193;

Amax = 242;

B = 9264;

lambda = 20.00;

c = 
[[9,3,2,8,8,10,7,2,8,4,4,6,4,10,5,10,3,8,6,5,8,9],
[10,3,6,3,2,10,9,3,2,7,4,3,3,2,9,8,9,6,9,9,8,9],
[8,2,8,10,8,10,2,6,9,10,7,2,3,5,8,10,6,9,5,7,8,6],
[5,6,10,3,8,6,8,5,3,5,6,9,2,10,9,3,5,5,2,8,3,10],
[9,7,8,3,5,2,6,2,4,9,4,10,8,10,6,5,3,7,6,7,3,7],
[4,8,6,6,9,4,10,8,4,9,5,8,8,8,8,3,7,8,10,7,7,5],
[7,2,6,6,5,10,9,5,4,2,9,6,6,8,9,6,3,9,2,6,6,8],
[2,10,9,5,7,6,10,3,9,4,4,4,8,5,10,6,8,2,7,5,6,9],
[2,2,2,10,9,2,6,2,8,4,10,4,7,6,8,6,8,6,9,8,6,4],
[2,4,9,7,4,3,10,6,8,8,5,9,7,10,9,9,2,5,2,10,7,5],
[4,5,8,10,7,4,5,3,6,3,5,2,8,5,3,5,7,10,9,10,8,4],
[8,4,9,8,7,8,5,4,2,7,7,8,4,10,10,7,2,4,9,3,4,4],
[4,4,6,10,10,2,7,5,4,4,7,10,8,4,7,10,4,5,6,7,10,7],
[6,7,3,7,9,8,6,10,2,7,3,4,4,2,4,9,5,5,10,8,4,5],
[10,7,4,10,8,7,6,7,3,2,4,2,5,9,9,7,8,9,3,9,9,5],
[7,2,2,8,3,10,6,5,2,3,8,5,3,6,8,7,2,9,5,2,9,8],
[10,7,5,5,3,4,2,10,8,7,9,8,5,10,5,9,3,5,10,9,6,9],
[2,3,6,10,10,9,10,7,5,7,10,6,9,3,8,9,9,3,3,7,9,6],
[5,3,2,6,5,9,2,7,7,3,9,9,2,6,8,8,9,9,3,9,2,10],
[10,8,8,6,10,9,10,6,3,4,6,10,6,7,8,4,3,3,3,10,10,10],
[4,5,8,2,3,9,9,10,6,6,8,10,9,5,6,8,7,7,8,2,5,3],
[5,9,3,7,10,5,4,10,4,6,4,8,5,4,4,3,3,8,6,7,7,4]];
