
m = 22;

n = 22;

Amin = 193;

Amax = 242;

B = 9264;

lambda = 20.00;

c = 
[[9,3,10,2,5,9,7,8,7,5,7,8,2,8,7,8,7,2,10,7,6,3],
[4,9,6,5,10,4,10,5,6,6,4,3,4,7,10,7,2,6,10,8,10,8],
[3,6,3,6,4,10,2,9,2,4,7,4,5,5,6,4,8,8,6,10,10,8],
[5,9,4,5,3,10,9,2,5,2,5,7,6,7,6,5,3,4,5,7,4,9],
[10,9,9,5,4,3,4,10,9,5,9,10,9,8,9,7,8,4,5,9,7,8],
[6,2,9,5,2,3,10,4,8,7,9,5,8,3,6,2,2,4,3,7,3,10],
[4,9,5,9,9,6,7,5,3,9,3,10,4,3,10,10,5,7,5,4,10,2],
[3,5,9,10,6,2,5,5,8,5,3,2,3,8,7,9,2,6,5,3,4,5],
[4,3,5,6,8,6,6,6,6,5,7,3,2,2,3,5,4,9,9,3,8,8],
[10,4,4,10,6,8,10,8,2,10,9,3,5,5,7,7,9,10,10,5,2,9],
[4,10,3,6,8,8,7,3,6,6,3,6,4,8,3,10,5,2,9,2,3,2],
[5,7,7,10,4,5,4,4,10,4,3,2,8,7,7,3,9,9,5,10,4,7],
[5,4,6,9,4,3,7,3,3,10,6,6,9,8,7,9,8,6,10,9,5,5],
[4,10,6,9,6,10,6,8,4,10,8,9,6,8,8,2,10,9,8,3,4,4],
[10,8,9,7,3,8,4,4,3,4,10,7,2,5,4,6,10,7,3,7,3,7],
[5,9,5,2,5,2,10,5,4,9,2,3,4,2,7,4,4,8,6,4,3,4],
[7,5,6,6,8,8,10,9,2,4,5,6,2,8,4,10,3,5,7,3,6,7],
[3,2,9,4,7,2,6,8,2,9,9,6,5,7,10,2,5,2,4,7,4,2],
[4,6,10,5,7,4,5,2,9,4,10,5,6,4,5,8,10,5,7,8,8,8],
[2,7,8,4,5,8,9,7,8,2,10,5,4,6,8,5,5,6,5,2,10,10],
[4,2,5,10,6,10,5,3,7,6,6,4,8,10,10,4,4,5,2,10,9,4],
[4,6,5,7,10,9,5,7,6,7,8,9,6,10,9,9,9,3,2,4,4,8]];
