
m = 22;

n = 22;

Amin = 193;

Amax = 242;

B = 9264;

lambda = 20.00;

c = 
[[7,8,7,8,9,9,7,6,5,3,7,8,10,3,3,3,7,9,6,3,4,5],
[2,3,6,5,7,9,5,7,7,8,3,3,3,10,8,8,5,2,7,10,8,7],
[10,9,6,6,5,10,5,8,4,6,9,6,7,4,5,10,9,10,7,8,9,6],
[8,6,3,9,5,7,7,2,3,6,8,7,8,2,4,9,6,6,2,5,2,7],
[7,3,6,3,2,9,10,7,2,5,2,2,3,3,7,8,2,6,10,6,2,5],
[6,2,4,9,4,4,3,4,8,6,3,10,5,3,7,2,6,7,5,5,7,5],
[6,3,2,6,7,9,10,5,3,4,5,5,2,8,6,10,8,3,3,10,9,4],
[9,5,3,3,2,4,6,5,7,8,7,6,4,10,4,10,3,5,10,6,7,8],
[10,9,5,6,8,4,3,6,7,10,10,8,9,8,10,4,2,5,2,5,9,2],
[5,9,8,6,3,6,8,6,3,8,4,5,10,10,7,2,6,3,8,3,7,7],
[9,7,7,9,8,7,4,6,5,5,4,10,9,3,5,6,6,6,10,8,9,9],
[8,4,7,10,5,5,2,2,10,9,5,6,7,9,10,7,4,2,10,4,10,6],
[3,4,9,7,7,8,3,3,5,9,5,10,8,9,2,8,7,10,4,8,4,7],
[6,3,4,6,3,10,6,10,6,7,3,4,2,8,8,3,10,2,8,4,9,3],
[9,9,9,3,7,9,9,9,5,4,8,7,6,7,7,10,6,2,5,6,2,5],
[3,8,4,9,9,10,10,5,2,8,10,7,8,6,5,6,2,6,7,6,3,2],
[10,6,9,5,4,3,9,4,4,9,10,6,5,6,3,4,7,10,9,7,6,6],
[9,7,10,10,2,4,3,10,5,2,3,10,4,3,2,2,5,4,7,3,6,2],
[5,7,4,2,6,2,5,8,4,3,2,4,9,9,6,2,9,7,2,8,6,4],
[10,4,3,2,4,8,10,8,6,3,4,7,3,6,7,6,10,10,5,10,10,4],
[9,3,4,5,7,2,9,9,3,8,10,4,7,3,8,4,10,4,5,10,9,4],
[6,3,6,3,9,10,3,6,10,8,6,3,2,2,10,9,7,2,5,6,4,8]];
