
m = 18;

n = 18;

Amin = 129;

Amax = 162;

B = 6192;

lambda = 20.00;

c = 
[[2,7,2,2,4,3,8,9,9,10,5,5,9,7,9,9,3,3],
[3,4,6,5,2,10,8,4,8,10,2,9,9,2,4,10,3,6],
[2,7,2,7,7,3,10,5,8,9,3,7,8,5,8,3,6,8],
[3,2,10,7,10,8,6,8,7,6,7,8,8,5,2,8,2,7],
[9,8,9,4,4,10,10,2,2,7,3,7,4,2,5,10,8,4],
[5,10,10,10,5,5,5,2,6,6,6,4,2,2,9,7,4,2],
[7,3,2,5,8,2,8,8,2,2,5,6,4,9,3,2,8,6],
[3,3,4,7,7,6,8,5,6,6,2,7,6,5,8,5,8,4],
[3,4,8,10,4,3,6,7,10,7,5,7,10,6,6,10,9,9],
[4,6,4,6,8,2,2,2,5,7,5,9,7,6,2,4,5,3],
[3,7,6,9,2,9,4,8,2,8,7,9,7,9,3,7,3,7],
[7,3,7,8,8,10,4,2,3,5,5,5,4,4,10,8,3,10],
[6,5,7,6,2,2,2,5,7,10,10,8,7,4,8,3,10,3],
[10,4,4,2,5,5,3,7,7,3,2,8,9,6,2,4,8,10],
[2,8,4,5,8,4,10,2,6,7,3,4,8,9,4,10,8,5],
[4,9,8,8,8,8,5,7,3,4,7,7,3,5,4,3,8,8],
[3,7,8,8,10,8,8,8,6,10,5,3,2,6,9,8,3,6],
[5,4,9,4,6,5,9,5,6,9,7,2,5,6,7,2,3,7]];
