
m = 14;

n = 14;

Amin = 78;

Amax = 98;

B = 3744;

lambda = 20.00;

c = 
[[4,2,9,6,2,10,6,8,7,7,4,8,5,8],
[7,9,3,2,8,8,2,8,2,8,6,2,8,9],
[2,7,5,3,7,10,7,8,9,9,5,4,5,7],
[8,9,2,4,7,3,5,3,8,3,7,8,9,2],
[7,4,9,5,9,10,6,6,9,2,10,5,8,2],
[7,2,7,4,7,5,5,4,6,8,5,10,7,10],
[6,3,8,2,6,4,5,4,10,10,6,6,8,5],
[9,5,5,6,4,8,6,9,2,9,2,5,4,3],
[4,9,9,6,9,4,6,4,4,8,6,3,5,9],
[7,2,3,4,4,7,6,6,4,10,2,3,7,10],
[6,7,2,6,4,8,2,2,10,4,4,2,10,6],
[3,2,4,7,10,6,9,3,9,4,5,9,10,5],
[8,4,4,10,10,3,6,3,9,4,3,6,4,3],
[4,2,7,6,2,8,9,10,10,5,9,8,7,10]];
