
m = 18;

n = 18;

Amin = 129;

Amax = 162;

B = 6192;

lambda = 20.00;

c = 
[[2,7,6,10,9,2,5,2,7,6,9,5,7,10,9,10,10,2],
[7,6,10,7,10,4,7,3,6,3,7,10,8,6,6,10,5,2],
[10,9,2,5,4,7,8,7,6,7,4,6,5,7,8,4,3,7],
[4,9,8,7,10,3,6,5,7,2,2,10,9,8,6,10,2,6],
[4,7,2,9,10,2,4,4,8,10,5,7,4,5,5,8,10,2],
[9,6,3,5,4,3,3,2,10,7,8,8,3,2,4,10,9,3],
[2,9,4,6,6,7,2,6,10,4,3,10,4,9,3,6,10,5],
[5,2,3,4,8,10,2,7,8,2,4,6,2,4,2,4,6,6],
[7,5,10,6,7,9,3,7,7,4,9,7,5,4,5,5,4,9],
[4,4,5,8,3,8,10,3,8,10,3,2,3,8,5,2,3,10],
[7,3,6,2,3,3,5,5,5,8,8,7,7,8,8,8,5,9],
[3,4,8,10,10,9,10,2,6,2,9,5,10,5,6,3,3,8],
[4,6,9,7,2,6,2,7,10,8,2,4,4,4,4,10,10,3],
[8,7,3,3,7,10,6,4,2,9,5,4,4,6,8,2,9,8],
[6,9,2,3,4,10,5,6,3,5,5,9,6,2,3,5,10,6],
[4,6,8,4,2,9,6,4,4,2,4,10,6,6,8,7,7,2],
[4,8,6,3,2,8,10,6,6,9,9,6,4,9,8,8,9,8],
[6,3,10,7,3,10,4,5,5,10,8,8,8,10,5,4,2,5]];
