
m = 16;

n = 16;

Amin = 102;

Amax = 128;

B = 4896;

lambda = 20.00;

c = 
[[9,8,10,5,3,9,2,2,2,6,5,10,7,6,9,6],
[4,2,3,6,3,8,9,5,6,4,2,3,2,3,3,7],
[7,3,10,8,10,9,9,8,2,10,6,5,5,4,9,7],
[2,9,9,3,6,6,6,8,6,4,9,6,3,9,2,8],
[10,8,5,9,6,10,5,4,9,9,7,4,2,6,7,2],
[2,4,10,6,8,5,3,3,5,9,5,6,7,3,10,4],
[9,4,9,3,2,3,5,9,10,2,2,8,4,6,6,4],
[8,5,6,5,6,5,4,9,10,7,2,4,8,10,6,6],
[2,3,5,2,4,9,9,2,7,8,8,7,3,4,9,9],
[7,2,10,10,5,3,8,5,8,7,7,5,6,10,7,4],
[2,2,4,4,7,10,4,3,7,9,6,8,2,2,4,5],
[2,3,4,3,4,9,6,8,5,10,2,7,7,5,10,7],
[5,3,7,8,2,8,7,5,6,2,9,4,2,2,7,2],
[10,10,2,10,6,4,7,9,3,5,3,8,9,2,2,10],
[2,8,6,9,5,2,4,7,3,9,9,10,10,5,9,7],
[2,9,5,6,2,10,2,2,3,4,6,8,2,7,5,2]];
