
m = 16;

n = 16;

Amin = 102;

Amax = 128;

B = 4896;

lambda = 20.00;

c = 
[[5,5,9,9,3,2,8,3,8,5,5,10,10,2,2,5],
[7,6,9,9,3,4,2,8,3,6,7,5,2,6,2,3],
[7,9,8,6,10,6,7,7,7,9,4,6,9,4,8,3],
[6,6,2,5,6,9,2,7,2,5,8,2,9,8,10,5],
[7,7,10,4,9,6,7,6,2,9,8,10,10,3,9,5],
[7,9,7,10,5,7,4,5,9,2,3,7,6,2,2,9],
[6,8,2,2,10,5,6,2,4,2,8,3,3,6,4,7],
[3,9,6,4,4,6,8,2,6,9,7,2,8,5,7,3],
[9,8,10,9,2,4,7,2,4,4,3,3,6,4,6,5],
[2,8,8,4,4,3,2,8,8,8,6,5,9,3,4,8],
[7,4,4,5,6,9,6,6,9,5,7,2,5,3,6,6],
[9,10,6,2,2,7,7,6,2,9,8,7,8,10,2,4],
[10,4,6,3,2,10,5,9,2,9,8,6,8,10,8,4],
[9,10,5,7,4,8,2,2,4,8,8,2,6,8,4,3],
[2,6,3,9,3,6,6,4,2,3,6,8,2,3,2,9],
[9,3,3,3,9,10,3,2,8,9,2,10,5,3,9,3]];
