
m = 16;

n = 16;

Amin = 102;

Amax = 128;

B = 4896;

lambda = 20.00;

c = 
[[8,2,6,10,9,2,2,9,3,7,10,5,2,4,8,7],
[10,5,7,9,4,6,6,9,9,5,7,3,4,8,9,2],
[8,4,8,6,3,6,5,4,2,2,5,10,4,3,4,10],
[6,9,7,6,5,9,2,10,3,7,10,6,4,8,4,9],
[8,8,4,9,4,5,3,2,6,6,10,6,5,4,4,10],
[2,9,3,3,7,4,10,8,9,9,10,10,6,3,8,3],
[8,8,9,10,3,8,10,7,10,8,2,5,10,4,2,8],
[9,3,8,5,3,7,10,9,3,9,8,7,9,3,6,6],
[9,2,3,10,8,9,4,8,4,5,2,3,5,9,8,2],
[8,3,5,10,6,2,8,7,8,3,10,6,4,5,8,9],
[6,7,9,10,3,2,7,6,3,5,5,5,3,2,5,8],
[10,6,7,5,7,4,8,4,5,7,6,5,2,10,3,4],
[4,8,3,5,7,7,9,6,8,4,9,8,2,10,5,2],
[4,10,3,9,10,10,9,2,4,2,5,4,8,4,4,10],
[2,4,4,7,7,10,9,4,3,6,10,10,5,2,8,7],
[8,10,3,7,7,8,7,9,8,8,10,5,2,10,2,9]];
