
m = 24;

n = 24;

Amin = 230;

Amax = 288;

B = 11040;

lambda = 20.00;

c = 
[[6,7,8,9,3,5,10,6,4,5,2,8,2,7,6,10,6,9,6,6,9,7,2,6],
[10,6,2,9,7,6,9,9,2,4,7,10,7,7,3,7,10,4,4,8,7,7,6,2],
[5,10,6,10,7,6,5,6,9,3,5,5,7,10,10,5,10,6,3,6,9,2,10,9],
[4,3,4,9,8,8,7,9,6,2,8,2,5,9,4,3,10,7,4,4,4,3,6,10],
[5,5,4,4,5,3,9,8,4,9,4,9,5,10,7,9,10,5,9,2,3,2,10,10],
[6,3,10,6,2,5,6,6,8,8,8,3,9,6,7,9,4,9,7,7,8,4,3,6],
[5,10,4,6,9,4,3,2,5,3,4,6,6,6,8,2,3,5,10,8,7,6,5,7],
[2,10,2,7,10,3,2,2,10,2,5,8,4,6,6,6,7,8,10,10,2,5,8,10],
[6,7,8,2,9,9,7,9,6,7,3,6,7,3,4,6,4,7,10,4,3,5,8,6],
[9,5,3,9,8,9,7,3,5,2,10,10,9,7,9,4,10,10,6,6,10,9,10,10],
[5,9,10,6,10,8,9,7,2,10,3,7,9,8,8,10,8,8,10,6,2,6,7,8],
[3,2,4,9,9,10,8,2,7,6,4,4,3,2,9,10,2,9,6,7,4,2,6,2],
[6,5,4,4,9,7,10,2,8,3,9,4,10,5,4,6,7,5,6,8,5,5,5,3],
[10,8,8,3,8,2,10,10,5,4,3,2,7,2,9,4,2,5,5,8,6,5,3,2],
[8,7,6,3,8,10,2,5,7,9,7,2,7,6,10,10,6,2,8,3,9,6,3,7],
[8,6,4,3,10,3,4,5,7,6,6,2,5,7,6,8,3,2,8,8,4,5,5,7],
[3,3,6,9,5,5,5,2,8,8,2,5,9,2,8,5,6,2,6,10,5,8,5,4],
[6,10,10,8,4,2,2,6,10,4,4,3,6,5,3,3,2,3,6,8,10,10,2,6],
[10,4,3,2,10,6,4,5,5,10,10,6,2,8,8,8,9,8,9,4,2,2,5,3],
[10,7,9,10,4,7,3,4,8,4,4,5,8,5,7,10,4,4,5,4,8,2,9,6],
[8,7,8,6,5,9,7,3,3,3,9,6,7,10,6,2,3,8,5,7,9,8,4,3],
[10,5,3,6,3,10,10,9,7,6,5,10,4,8,9,4,8,7,8,4,6,3,2,5],
[7,5,9,6,10,2,7,7,6,8,2,7,6,2,4,2,4,5,8,6,9,7,6,6],
[10,3,6,6,4,6,7,8,8,5,3,7,4,6,3,6,10,2,2,5,2,2,3,4]];
