
m = 16;

n = 16;

Amin = 102;

Amax = 128;

B = 4896;

lambda = 20.00;

c = 
[[10,5,3,6,4,10,7,3,5,4,2,7,5,9,10,2],
[6,10,8,9,7,2,5,3,7,4,4,7,2,5,3,10],
[6,4,6,6,10,2,7,5,4,5,8,5,10,7,6,3],
[4,10,8,10,8,3,9,4,3,2,9,3,5,10,3,7],
[10,5,2,10,3,5,2,3,7,8,7,6,2,9,6,5],
[8,3,2,5,2,9,6,4,9,4,3,2,2,2,7,8],
[5,8,7,4,2,5,6,7,9,9,10,10,5,3,2,9],
[2,2,3,3,9,5,3,5,8,4,5,6,5,2,10,6],
[8,5,9,6,8,2,10,7,7,7,4,10,6,4,8,6],
[4,7,5,9,2,6,3,6,9,7,8,3,5,7,7,9],
[10,3,4,6,3,10,2,6,4,4,5,8,4,2,4,6],
[8,7,2,6,3,3,10,8,8,7,7,2,3,10,7,10],
[3,10,5,2,7,5,7,10,5,10,7,7,9,7,9,4],
[4,9,8,3,8,7,7,4,10,3,2,9,2,8,8,10],
[7,2,2,10,3,5,9,4,4,6,7,9,9,5,2,2],
[10,8,10,8,2,6,10,10,7,8,9,6,5,6,5,8]];
