
m = 18;

n = 18;

Amin = 129;

Amax = 162;

B = 6192;

lambda = 20.00;

c = 
[[10,10,6,4,8,10,4,10,5,3,3,7,6,10,8,8,8,4],
[5,6,6,9,8,9,7,5,8,3,10,9,3,8,8,5,8,3],
[4,8,10,7,9,2,3,3,8,7,9,5,8,3,9,3,9,7],
[2,3,8,8,4,7,5,5,2,9,6,7,9,8,4,6,2,10],
[4,2,2,10,5,9,5,2,9,3,2,5,6,9,6,3,4,9],
[7,5,10,5,4,6,10,9,10,4,4,9,3,6,9,10,5,10],
[6,8,9,4,8,9,7,3,5,10,3,7,8,6,9,5,9,2],
[9,9,9,7,2,2,5,10,6,10,7,7,9,2,5,7,3,9],
[3,6,8,4,5,9,8,9,4,6,4,3,4,9,8,2,5,6],
[9,8,5,2,5,8,7,4,8,8,7,7,6,7,3,4,7,4],
[2,4,3,3,8,3,2,10,10,8,8,5,3,4,9,4,4,4],
[10,10,4,5,5,7,2,10,10,10,3,7,3,10,9,2,9,5],
[3,9,2,3,6,7,4,7,9,9,7,3,9,6,9,2,10,3],
[6,8,9,5,7,8,10,8,6,7,9,4,8,8,10,8,9,3],
[4,9,9,10,8,3,2,6,8,7,5,5,6,9,2,5,10,7],
[9,8,2,4,2,7,5,8,5,4,3,10,5,4,9,10,3,4],
[3,10,6,7,6,9,10,8,5,8,2,5,4,8,9,2,10,9],
[8,4,6,9,4,5,6,8,7,4,5,6,4,6,5,9,2,7]];
