
m = 18;

n = 18;

Amin = 129;

Amax = 162;

B = 6192;

lambda = 20.00;

c = 
[[4,10,9,5,3,2,4,7,6,7,10,3,2,5,3,3,10,5],
[2,2,7,3,2,8,5,5,6,3,8,7,8,2,4,6,5,5],
[6,5,2,9,10,8,10,8,2,10,9,9,4,7,7,7,9,8],
[5,10,9,9,3,7,3,7,7,6,3,8,7,5,2,5,3,9],
[3,10,6,10,7,3,6,7,8,3,4,4,9,7,4,7,3,3],
[10,4,8,6,6,7,10,3,2,9,6,10,7,7,7,9,5,10],
[10,9,7,6,10,9,8,6,3,10,3,4,2,2,4,7,5,9],
[3,4,10,10,9,5,8,5,9,2,2,3,2,8,10,7,3,10],
[3,10,3,4,7,4,6,6,3,8,2,4,4,3,4,3,10,3],
[5,7,4,3,7,4,4,7,9,10,10,10,7,2,7,9,4,2],
[9,6,6,10,2,6,10,4,5,4,4,2,5,7,7,7,8,2],
[8,8,7,6,5,5,3,2,5,7,7,6,7,5,10,2,3,8],
[4,2,9,5,2,2,6,5,7,9,9,2,9,6,6,4,8,9],
[7,9,7,8,3,10,3,8,3,10,6,4,7,6,2,5,10,3],
[5,3,6,8,8,2,8,7,4,10,7,10,7,10,7,10,7,8],
[10,9,6,2,8,8,2,4,4,2,6,10,10,9,9,4,5,6],
[4,2,9,7,9,3,6,5,2,9,2,8,7,8,6,9,8,10],
[6,6,3,6,7,5,3,6,4,10,6,7,4,9,5,2,5,10]];
