
N = 28;

Nm = 14;

Nf = 14;

C = 1;

G = 5;

A = 2;

T = 450;

init = 0.001000;

individu = 
[[[[1,2],
[2,2],
[2,2],
[1,2],
[1,2]]],
[[[2,1],
[2,1],
[2,1],
[1,2],
[2,1]]],
[[[1,1],
[1,2],
[2,2],
[2,2],
[2,2]]],
[[[1,2],
[2,2],
[1,1],
[1,2],
[1,1]]],
[[[1,2],
[2,1],
[2,1],
[1,2],
[2,1]]],
[[[1,1],
[1,1],
[2,2],
[2,1],
[1,1]]],
[[[1,1],
[1,2],
[2,1],
[2,1],
[2,2]]],
[[[1,1],
[2,2],
[1,1],
[1,1],
[1,2]]],
[[[1,1],
[2,2],
[1,2],
[1,2],
[2,2]]],
[[[1,2],
[2,1],
[1,2],
[1,1],
[2,1]]],
[[[2,2],
[1,1],
[2,1],
[2,2],
[1,2]]],
[[[1,2],
[2,1],
[1,2],
[2,1],
[1,1]]],
[[[2,1],
[1,2],
[1,1],
[1,2],
[1,2]]],
[[[2,1],
[1,2],
[1,2],
[2,2],
[1,2]]],
[[[1,2],
[1,2],
[2,1],
[1,1],
[2,2]]],
[[[1,1],
[2,1],
[2,1],
[2,2],
[2,2]]],
[[[1,1],
[2,2],
[2,1],
[1,1],
[2,2]]],
[[[2,1],
[1,1],
[2,2],
[1,1],
[2,2]]],
[[[2,2],
[1,1],
[1,2],
[1,2],
[2,2]]],
[[[1,2],
[2,1],
[1,1],
[1,2],
[1,2]]],
[[[1,1],
[2,1],
[1,2],
[2,1],
[2,1]]],
[[[1,1],
[2,1],
[1,2],
[2,2],
[1,1]]],
[[[1,2],
[1,1],
[2,1],
[1,2],
[2,2]]],
[[[1,2],
[2,1],
[2,2],
[2,1],
[2,1]]],
[[[1,2],
[1,1],
[2,1],
[2,2],
[2,1]]],
[[[2,1],
[2,2],
[1,1],
[1,1],
[2,2]]],
[[[2,2],
[2,1],
[2,1],
[2,1],
[2,2]]],
[[[1,2],
[1,1],
[2,1],
[2,2],
[2,1]]]];
