
N = 16;

Nm = 8;

Nf = 8;

C = 1;

G = 8;

A = 3;

T = 350;

init = 0.001000;

individu = 
[[[[3,1],
[2,2],
[2,2],
[1,3],
[2,3],
[1,2],
[2,1],
[2,2]]],
[[[2,3],
[1,2],
[2,1],
[3,1],
[3,1],
[3,3],
[1,2],
[3,1]]],
[[[3,1],
[2,1],
[3,3],
[2,2],
[1,2],
[1,2],
[3,3],
[2,3]]],
[[[3,2],
[1,2],
[1,1],
[1,3],
[1,3],
[2,2],
[2,2],
[3,1]]],
[[[1,2],
[2,3],
[2,3],
[3,3],
[3,3],
[1,2],
[3,2],
[1,2]]],
[[[2,2],
[1,2],
[3,1],
[2,1],
[1,3],
[3,2],
[2,3],
[3,2]]],
[[[2,1],
[3,3],
[2,2],
[2,2],
[1,3],
[3,2],
[3,2],
[3,1]]],
[[[1,1],
[3,3],
[2,1],
[1,2],
[1,1],
[3,3],
[3,3],
[2,1]]],
[[[1,2],
[1,2],
[3,3],
[3,1],
[1,3],
[3,1],
[2,3],
[2,3]]],
[[[1,1],
[2,3],
[2,3],
[1,2],
[3,2],
[1,1],
[1,3],
[2,2]]],
[[[1,1],
[3,1],
[1,3],
[3,1],
[1,2],
[1,2],
[2,2],
[1,3]]],
[[[3,1],
[2,1],
[3,3],
[3,1],
[1,2],
[2,3],
[2,3],
[1,1]]],
[[[1,2],
[2,2],
[1,1],
[3,2],
[1,1],
[1,3],
[3,2],
[3,1]]],
[[[2,2],
[1,3],
[2,2],
[1,3],
[3,2],
[3,2],
[2,2],
[2,3]]],
[[[3,1],
[2,1],
[2,1],
[3,3],
[2,1],
[3,3],
[2,3],
[3,2]]],
[[[2,1],
[2,1],
[2,2],
[1,2],
[1,1],
[1,3],
[2,2],
[3,2]]]];
