
N = 8;

Nm = 4;

Nf = 4;

C = 1;

G = 7;

A = 2;

T = 250;

init = 0.001000;

individu = 
[[[[1,1],
[1,2],
[1,2],
[1,2],
[2,1],
[1,2],
[2,2]]],
[[[2,1],
[2,1],
[1,2],
[2,1],
[1,2],
[1,1],
[2,1]]],
[[[1,2],
[2,1],
[1,2],
[1,1],
[1,1],
[1,1],
[2,1]]],
[[[2,1],
[2,1],
[1,1],
[1,2],
[2,1],
[2,1],
[2,2]]],
[[[1,1],
[2,1],
[1,1],
[2,1],
[2,2],
[1,1],
[2,1]]],
[[[1,1],
[1,2],
[1,1],
[2,2],
[1,1],
[1,1],
[1,2]]],
[[[1,2],
[2,1],
[2,1],
[1,2],
[2,2],
[2,1],
[1,1]]],
[[[1,1],
[1,1],
[1,2],
[2,2],
[2,2],
[1,2],
[2,1]]]];
