
N = 18;

Nm = 9;

Nf = 9;

C = 1;

G = 7;

A = 2;

T = 150;

init = 0.001000;

individu = 
[[[[1,2],
[1,2],
[1,1],
[2,2],
[1,1],
[1,2],
[2,1]]],
[[[2,1],
[2,2],
[2,1],
[1,2],
[1,2],
[2,1],
[2,1]]],
[[[1,2],
[2,1],
[1,2],
[2,1],
[2,1],
[2,2],
[1,2]]],
[[[2,2],
[2,1],
[2,1],
[1,1],
[2,1],
[1,2],
[2,2]]],
[[[2,1],
[2,2],
[2,1],
[2,1],
[2,1],
[1,2],
[1,1]]],
[[[1,1],
[2,2],
[2,2],
[1,1],
[2,1],
[2,1],
[1,2]]],
[[[2,2],
[1,1],
[2,1],
[2,1],
[1,1],
[1,1],
[1,2]]],
[[[2,1],
[2,2],
[1,1],
[2,2],
[2,2],
[1,2],
[2,2]]],
[[[2,2],
[1,2],
[1,1],
[2,2],
[1,2],
[2,2],
[2,1]]],
[[[2,1],
[2,1],
[1,1],
[2,2],
[1,1],
[1,1],
[2,1]]],
[[[2,1],
[2,1],
[2,2],
[2,2],
[1,2],
[1,1],
[1,1]]],
[[[2,2],
[1,1],
[2,2],
[1,1],
[2,1],
[2,2],
[1,2]]],
[[[2,1],
[1,1],
[1,2],
[2,1],
[2,1],
[2,2],
[2,1]]],
[[[2,2],
[1,2],
[2,1],
[2,1],
[2,1],
[1,1],
[1,2]]],
[[[2,1],
[2,2],
[1,2],
[2,2],
[1,1],
[2,2],
[2,1]]],
[[[1,1],
[1,1],
[1,1],
[2,2],
[1,1],
[2,2],
[1,1]]],
[[[2,1],
[2,2],
[2,1],
[1,2],
[2,2],
[1,1],
[1,2]]],
[[[2,2],
[1,1],
[2,1],
[1,2],
[2,2],
[1,2],
[2,1]]]];
