
N = 26;

Nm = 13;

Nf = 13;

C = 1;

G = 6;

A = 2;

T = 150;

init = 0.001000;

individu = 
[[[[2,1],
[2,2],
[2,1],
[1,2],
[2,1],
[1,1]]],
[[[1,2],
[2,1],
[1,1],
[2,2],
[1,2],
[1,2]]],
[[[2,2],
[2,1],
[2,1],
[1,1],
[1,1],
[2,1]]],
[[[1,2],
[2,2],
[2,2],
[2,2],
[1,2],
[2,1]]],
[[[2,1],
[1,2],
[1,1],
[1,2],
[2,2],
[2,1]]],
[[[2,2],
[1,1],
[2,2],
[1,1],
[1,2],
[2,1]]],
[[[1,2],
[2,1],
[1,2],
[2,2],
[2,2],
[1,2]]],
[[[2,1],
[1,2],
[2,2],
[2,1],
[2,1],
[1,1]]],
[[[2,1],
[1,1],
[2,1],
[1,2],
[2,2],
[1,2]]],
[[[1,2],
[1,1],
[1,1],
[2,2],
[1,1],
[1,2]]],
[[[2,1],
[2,1],
[1,1],
[2,2],
[1,2],
[2,1]]],
[[[2,2],
[2,1],
[2,2],
[2,2],
[1,2],
[2,1]]],
[[[2,2],
[1,2],
[2,1],
[1,1],
[1,1],
[2,1]]],
[[[1,1],
[1,1],
[2,2],
[1,2],
[2,1],
[2,1]]],
[[[2,2],
[2,1],
[1,2],
[1,1],
[1,1],
[2,2]]],
[[[2,1],
[2,2],
[1,1],
[1,1],
[1,1],
[1,1]]],
[[[2,2],
[2,1],
[2,1],
[1,1],
[2,1],
[1,1]]],
[[[2,2],
[1,2],
[2,2],
[1,1],
[2,2],
[1,2]]],
[[[1,1],
[2,1],
[1,1],
[1,2],
[2,2],
[1,1]]],
[[[1,1],
[1,2],
[1,2],
[2,2],
[1,2],
[1,2]]],
[[[2,1],
[1,1],
[1,1],
[1,1],
[1,2],
[1,1]]],
[[[2,2],
[2,1],
[1,2],
[1,1],
[1,2],
[1,1]]],
[[[1,2],
[1,1],
[2,1],
[2,1],
[2,2],
[1,2]]],
[[[2,1],
[2,2],
[1,2],
[2,2],
[1,2],
[1,2]]],
[[[1,1],
[2,1],
[2,2],
[2,2],
[2,2],
[2,1]]],
[[[2,2],
[1,1],
[1,1],
[2,1],
[2,1],
[2,2]]]];
