
N = 16;

Nm = 8;

Nf = 8;

C = 1;

G = 7;

A = 2;

T = 250;

init = 0.001000;

individu = 
[[[[2,1],
[2,2],
[1,1],
[2,1],
[1,1],
[1,2],
[1,2]]],
[[[2,2],
[1,1],
[1,2],
[1,1],
[1,1],
[1,2],
[2,2]]],
[[[2,1],
[1,1],
[1,1],
[2,2],
[1,1],
[2,2],
[2,2]]],
[[[1,2],
[2,1],
[1,2],
[1,2],
[1,1],
[2,2],
[1,2]]],
[[[1,1],
[1,2],
[1,1],
[2,1],
[1,2],
[2,2],
[2,1]]],
[[[1,1],
[1,1],
[1,2],
[1,1],
[1,2],
[2,1],
[2,1]]],
[[[2,1],
[2,2],
[1,2],
[1,1],
[1,1],
[1,1],
[2,1]]],
[[[2,1],
[1,2],
[2,1],
[1,2],
[2,1],
[2,2],
[2,2]]],
[[[1,2],
[2,2],
[2,2],
[2,2],
[1,2],
[2,1],
[2,2]]],
[[[2,1],
[2,1],
[2,1],
[1,1],
[1,1],
[2,1],
[1,1]]],
[[[2,1],
[2,2],
[2,2],
[2,1],
[1,1],
[2,1],
[2,1]]],
[[[2,2],
[2,1],
[2,2],
[1,1],
[2,1],
[1,2],
[1,2]]],
[[[2,2],
[1,2],
[2,2],
[1,1],
[1,2],
[1,1],
[2,2]]],
[[[2,2],
[2,1],
[1,1],
[1,2],
[2,1],
[1,1],
[2,1]]],
[[[1,2],
[1,2],
[1,1],
[1,2],
[2,2],
[2,1],
[1,2]]],
[[[1,1],
[1,2],
[2,2],
[2,2],
[1,2],
[1,2],
[1,1]]]];
