
N = 26;

Nm = 13;

Nf = 13;

C = 1;

G = 7;

A = 2;

T = 350;

init = 0.001000;

individu = 
[[[[2,1],
[2,2],
[2,1],
[2,2],
[2,2],
[2,2],
[2,1]]],
[[[1,1],
[2,2],
[1,2],
[1,1],
[2,1],
[2,2],
[2,2]]],
[[[2,1],
[2,1],
[2,1],
[2,1],
[1,1],
[2,2],
[2,1]]],
[[[2,2],
[1,2],
[2,2],
[1,2],
[1,2],
[1,1],
[2,2]]],
[[[2,1],
[1,1],
[2,2],
[2,1],
[1,1],
[1,1],
[2,2]]],
[[[1,1],
[2,2],
[2,2],
[1,2],
[1,1],
[1,1],
[2,1]]],
[[[1,2],
[2,1],
[2,1],
[1,1],
[2,2],
[1,2],
[1,1]]],
[[[1,2],
[2,1],
[2,1],
[2,2],
[2,2],
[1,2],
[2,1]]],
[[[1,2],
[2,1],
[1,1],
[1,2],
[1,2],
[1,1],
[1,1]]],
[[[2,1],
[2,2],
[2,1],
[2,2],
[2,1],
[1,1],
[2,1]]],
[[[1,2],
[1,1],
[1,2],
[1,1],
[1,2],
[2,1],
[1,2]]],
[[[1,1],
[1,1],
[2,2],
[2,1],
[2,2],
[2,1],
[2,2]]],
[[[2,2],
[2,2],
[1,1],
[2,1],
[2,2],
[1,2],
[1,2]]],
[[[1,1],
[2,1],
[2,2],
[1,1],
[1,1],
[1,2],
[2,1]]],
[[[1,1],
[2,2],
[2,2],
[1,2],
[2,2],
[2,1],
[1,2]]],
[[[1,2],
[2,1],
[2,1],
[1,1],
[2,2],
[1,2],
[2,2]]],
[[[1,1],
[2,1],
[1,1],
[2,1],
[2,2],
[2,1],
[1,2]]],
[[[2,2],
[1,2],
[1,2],
[2,2],
[2,2],
[1,1],
[1,1]]],
[[[2,2],
[2,1],
[2,1],
[1,1],
[2,1],
[1,1],
[2,2]]],
[[[2,1],
[1,1],
[2,2],
[2,2],
[1,1],
[1,1],
[2,1]]],
[[[1,1],
[2,1],
[2,1],
[1,2],
[2,1],
[2,1],
[1,2]]],
[[[1,1],
[1,2],
[1,2],
[2,2],
[1,1],
[1,1],
[1,1]]],
[[[1,1],
[2,2],
[1,1],
[2,2],
[1,2],
[1,2],
[2,2]]],
[[[2,1],
[1,1],
[1,2],
[2,1],
[1,2],
[2,1],
[2,2]]],
[[[1,1],
[2,2],
[1,1],
[1,1],
[1,2],
[2,2],
[1,1]]],
[[[1,2],
[2,1],
[2,1],
[1,2],
[2,2],
[2,2],
[1,1]]]];
