
N = 14;

Nm = 7;

Nf = 7;

C = 1;

G = 7;

A = 2;

T = 350;

init = 0.001000;

individu = 
[[[[1,2],
[2,1],
[2,1],
[1,2],
[1,1],
[1,2],
[2,1]]],
[[[1,2],
[2,1],
[1,2],
[1,2],
[2,2],
[1,2],
[1,1]]],
[[[2,2],
[2,2],
[1,1],
[2,2],
[1,1],
[2,2],
[1,2]]],
[[[1,2],
[2,2],
[1,1],
[2,1],
[2,2],
[2,1],
[1,2]]],
[[[1,1],
[2,2],
[2,1],
[1,2],
[2,1],
[2,2],
[1,1]]],
[[[1,1],
[2,2],
[2,1],
[1,2],
[1,2],
[2,2],
[1,1]]],
[[[2,1],
[1,2],
[1,2],
[1,2],
[1,2],
[1,2],
[2,2]]],
[[[1,2],
[2,2],
[2,1],
[1,1],
[1,1],
[2,1],
[2,1]]],
[[[2,2],
[1,2],
[2,1],
[1,2],
[1,2],
[1,1],
[1,1]]],
[[[2,2],
[1,2],
[1,2],
[1,2],
[1,1],
[2,1],
[1,1]]],
[[[2,2],
[1,1],
[1,1],
[2,2],
[2,1],
[1,2],
[2,1]]],
[[[2,2],
[2,1],
[1,2],
[2,1],
[1,1],
[2,1],
[1,1]]],
[[[2,2],
[1,1],
[1,1],
[1,2],
[1,1],
[1,2],
[1,2]]],
[[[1,2],
[2,2],
[1,1],
[2,1],
[2,2],
[1,1],
[2,2]]]];
