# N G A T time
10 5 2 150 27.587890625
10 5 2 250 36.220947265625
10 5 2 350 47.241943359375
10 5 2 450 69.406005859375
10 5 2 50 8.949951171875
10 5 2 550 95.23291015625
10 5 3 150 52
10 5 3 250 74.037109375
10 5 3 350 94.6689453125
10 5 3 450 87.60302734375
10 5 3 50 19.3291015625
10 5 3 550 266.053955078125
10 5 4 150 92.751953125
10 5 4 250 125.383056640625
10 5 4 350 250.302001953125
10 5 4 450 258.637939453125
10 5 4 50 28.658203125
10 5 4 550 223.580810546875
10 6 2 150 32.30615234375
10 6 2 250 43.829833984375
10 6 2 350 57.531982421875
10 6 2 450 130.93603515625
10 6 2 50 9.990966796875
10 6 2 550 91.118896484375
10 6 3 150 71.885986328125
10 6 3 250 101.881103515625
10 6 3 350 125.580078125
10 6 3 450 234.587158203125
10 6 3 50 30.975830078125
10 6 3 550 440.819091796875
10 6 4 150 126.77001953125
10 6 4 250 175.02685546875
10 6 4 350 181.871826171875
10 6 4 450 195.656005859375
10 6 4 50 36.6328125
10 6 4 550 436.10107421875
10 7 2 150 33.56787109375
10 7 2 250 48.35986328125
10 7 2 350 111.967041015625
10 7 2 450 83.176025390625
10 7 2 50 14.9228515625
10 7 2 550 125.028076171875
10 7 3 150 103.245849609375
10 7 3 250 142.920166015625
10 7 3 350 171.60302734375
10 7 3 450 273.8720703125
10 7 3 50 35.06298828125
10 7 3 550 237.80908203125
10 7 4 150 201.4658203125
10 7 4 250 255.1650390625
10 7 4 350 283.152099609375
10 7 4 450 324.552001953125
10 7 4 50 25.2958984375
10 7 4 550 463.85498046875
10 8 2 150 42.029052734375
10 8 2 250 54.718994140625
10 8 2 350 100.083984375
10 8 2 450 94.95703125
10 8 2 50 13.1728515625
10 8 2 550 113.089111328125
10 8 3 150 108.4609375
10 8 3 250 138.93603515625
10 8 3 350 208.722900390625
10 8 3 450 301.998046875
10 8 3 50 38.804931640625
10 8 3 550 423.964111328125
10 8 4 150 149.1259765625
10 8 4 250 238.1259765625
10 8 4 350 470.05712890625
10 8 4 450 397.81103515625
10 8 4 50 45.73291015625
10 8 4 550 623.724853515625
12 5 2 150 25.716064453125
12 5 2 250 42.143798828125
12 5 2 350 55.105224609375
12 5 2 450 71.22607421875
12 5 2 50 9.41796875
12 5 2 550 83.47607421875
12 5 3 150 53.73193359375
12 5 3 250 89.658203125
12 5 3 350 202.22509765625
12 5 3 450 181.51708984375
12 5 3 50 22.817138671875
12 5 3 550 121.76904296875
12 5 4 150 106.22607421875
12 5 4 250 173.60888671875
12 5 4 350 192.16796875
12 5 4 450 256.568115234375
12 5 4 50 29.677001953125
12 5 4 550 375.02490234375
12 6 2 150 30.39306640625
12 6 2 250 46.9580078125
12 6 2 350 82.072998046875
12 6 2 450 85.1708984375
12 6 2 50 11.025146484375
12 6 2 550 101.391845703125
12 6 3 150 68.93408203125
12 6 3 250 102.55078125
12 6 3 350 122.368896484375
12 6 3 450 134.559814453125
12 6 3 50 41.93212890625
12 6 3 550 286.88720703125
12 6 4 150 94.322998046875
12 6 4 250 222.76220703125
12 6 4 350 292.2939453125
12 6 4 450 311.26611328125
12 6 4 50 34.259033203125
12 6 4 550 255.10400390625
12 7 2 150 32.850830078125
12 7 2 250 54.026123046875
12 7 2 350 77.22802734375
12 7 2 450 96.97705078125
12 7 2 50 16.760986328125
12 7 2 550 147.443115234375
12 7 3 150 88.327880859375
12 7 3 250 172.14404296875
12 7 3 350 183.554931640625
12 7 3 450 269.94580078125
12 7 3 50 29.19580078125
12 7 3 550 316.77294921875
12 7 4 150 126.330078125
12 7 4 250 210.5400390625
12 7 4 350 420.64990234375
12 7 4 450 407.02490234375
12 7 4 50 38.02783203125
12 7 4 550 521.158935546875
12 8 2 150 58.344970703125
12 8 2 250 62.956787109375
12 8 2 350 97.7451171875
12 8 2 450 115.570068359375
12 8 2 50 17.635986328125
12 8 2 550 137.7060546875
12 8 3 150 99.2431640625
12 8 3 250 114.886962890625
12 8 3 350 188.2041015625
12 8 3 450 237.181884765625
12 8 3 50 42.720947265625
12 8 3 550 421.093994140625
12 8 4 150 201.64892578125
12 8 4 250 223.705078125
12 8 4 350 441.962158203125
12 8 4 450 562.636962890625
12 8 4 50 71.35302734375
12 8 4 550 687.573974609375
14 5 2 150 39.906005859375
14 5 2 250 44.2470703125
14 5 2 350 61.26806640625
14 5 2 450 77.177001953125
14 5 2 50 10.697021484375
14 5 2 550 97.639892578125
14 5 3 150 58.591064453125
14 5 3 250 102.322998046875
14 5 3 350 119.6298828125
14 5 3 450 143.010009765625
14 5 3 50 28.06201171875
14 5 3 550 230.08203125
14 5 4 150 143.235107421875
14 5 4 250 163.39697265625
14 5 4 350 293.307861328125
14 5 4 450 320.10107421875
14 5 4 50 45.127197265625
14 5 4 550 311.5859375
14 6 2 150 32.001953125
14 6 2 250 54.36181640625
14 6 2 350 78.132080078125
14 6 2 450 98.1328125
14 6 2 50 12.614990234375
14 6 2 550 126.719970703125
14 6 3 150 70.4501953125
14 6 3 250 109.2978515625
14 6 3 350 145.656005859375
14 6 3 450 211.764892578125
14 6 3 50 34.8291015625
14 6 3 550 336.695068359375
14 6 4 150 152.486083984375
14 6 4 250 260.84912109375
14 6 4 350 253.52099609375
14 6 4 450 371.35498046875
14 6 4 50 62.265869140625
14 6 4 550 304.873046875
14 7 2 150 38.25390625
14 7 2 250 61.64794921875
14 7 2 350 89.632080078125
14 7 2 450 112.35107421875
14 7 2 50 13.592041015625
14 7 2 550 132.35205078125
14 7 3 150 66.862060546875
14 7 3 250 87.989990234375
14 7 3 350 156.055908203125
14 7 3 450 217.326904296875
