# n time
10 31.0458984375
10 31.721923828125
10 31.185791015625
10 32.455078125
10 31.48291015625
10 31.614990234375
10 31.760986328125
10 31.716064453125
10 30.760986328125
10 31.739013671875
15 114.740966796875
15 119.714111328125
15 117.94580078125
15 114.095947265625
15 115.403076171875
15 112.759033203125
15 113.39306640625
15 115.738037109375
15 121.2041015625
15 117.054931640625
20 310.891845703125
20 314.497802734375
20 309.5830078125
20 313.89208984375
20 314.251953125
20 313.43603515625
20 306.316162109375
20 317.708984375
20 319.381103515625
20 312.35205078125
25 668.571044921875
25 681.136962890625
25 660.4091796875
25 664.362060546875
25 682.381103515625
25 659.708984375
25 658.39990234375
25 656.6298828125
25 658.85205078125
25 689.35107421875
30 1279.012939453125
30 1219.21923828125
30 1226.217041015625
30 1200.123046875
30 1276.554931640625
30 1216.3720703125
30 1241.284912109375
30 1213.3662109375
30 1221.576171875
30 1248.673828125
35 2101.48583984375
35 2129.43505859375
35 2080.43505859375
35 2123.77587890625
35 2098.615966796875
35 2139.221923828125
35 2110.02490234375
35 2201.342041015625
35 2142.27099609375
35 2144.9140625
40 3560.64990234375
40 3472.81103515625
40 3471.451904296875
40 3531.349853515625
40 3353.6630859375
40 3486.73095703125
40 3412.784912109375
40 3478.718994140625
40 3511.0400390625
40 3591.490966796875
45 5625.9140625
45 5383.14697265625
45 5442.200927734375
45 5544.08984375
45 5442.971923828125
45 5532.9921875
45 5353.825927734375
45 5540.10595703125
45 5477.0859375
45 5538.593994140625
