0 0.000000 0.000000
0 541.632507 123.221664
0 537.527527 120.391670
0 537.632507 120.305000
10 436.505005 201.676666
8 443.975006 206.378326
8 425.084991 191.288330
8 446.992493 221.779999
8 440.873749 217.789169
8 443.857513 217.904999
8 440.467499 214.403336
8 438.528748 208.842499
8 453.687500 217.059998
8 440.323761 217.160828
8 448.345001 210.098328
10 435.916260 201.339172
8 438.092499 208.675003
8 445.047485 212.389999
8 443.168762 221.752502
8 429.750000 207.436661
8 433.135010 208.600006
8 432.390015 212.625000
8 438.472504 212.023331
8 428.329987 190.598328
8 451.243744 224.954163
8 438.815002 199.318329
10 442.367493 202.586670
8 434.535004 207.675003
8 432.817505 198.941666
8 436.833740 216.642502
8 441.413757 213.405838
8 442.557495 211.684998
8 451.863739 219.612503
8 447.915009 216.853333
8 440.600006 216.448334
8 433.519989 208.520004
8 442.512512 212.104996
10 442.307495 211.048340
8 435.076874 202.487503
8 439.183746 212.492493
8 434.157501 209.630005
8 445.212494 208.968338
8 437.743744 205.804169
8 439.121246 212.887497
8 442.827515 211.350006
8 432.931244 208.052505
8 445.501038 214.279312
8 441.077515 217.865005
10 434.303741 201.779160
8 444.101257 219.414169
8 439.547485 208.535004
8 452.022491 215.384995
8 434.402496 201.059998
8 433.422485 211.720001
8 435.799988 207.625000
8 431.940002 198.831665
8 443.396454 212.099030
8 438.231262 212.784164
8 437.867493 205.598328
10 436.912506 203.850006
8 438.790009 208.128326
8 438.160004 207.414993
8 433.559998 199.676666
8 453.299988 209.988327
8 443.767487 199.324997
8 443.654999 209.746674
8 450.424988 218.169998
8 437.880005 210.391663
8 437.390015 203.589996
8 443.557495 220.293335
10 440.437500 201.261673
8 436.562500 213.471664
8 438.078735 218.705826
8 445.008759 214.230835
8 433.679993 196.533340
8 435.768738 217.950836
8 439.367493 215.076660
8 439.713745 209.652496
8 439.972504 218.679993
8 440.651245 212.099167
8 453.565002 218.611664
10 438.427490 201.720001
8 443.911255 211.034164
8 442.033752 213.655838
8 448.827515 219.443329
8 432.902496 212.580002
8 442.054993 218.081665
8 442.779999 208.638336
8 436.523743 213.415833
8 438.081238 217.322495
8 459.337494 231.024994
8 447.107513 205.808334
10 442.486237 198.184174
8 439.657501 214.023331
8 443.364990 216.123337
8 434.487488 212.639999
8 450.144989 220.720001
8 432.400208 207.109863
8 439.184998 205.243332
8 441.642487 215.781662
8 431.426239 209.689163
8 451.291260 221.689163
8 451.179993 225.264999
10 442.484985 202.516663
8 437.825012 215.538330
8 444.339996 217.796661
8 436.848755 206.459167
8 452.605011 222.043335
8 444.774994 215.536667
8 445.337494 213.214996
8 437.776245 211.782501
8 440.062500 217.476669
8 438.717499 204.256668
8 441.500000 208.080002
0 544.364990 120.161667
10 436.371246 192.434174
9 439.630005 223.848328
9 436.779999 205.485001
9 443.818115 222.166245
9 444.230835 229.625839
9 439.700836 220.425827
9 435.867493 223.320007
9 437.152496 208.538330
9 443.500000 224.740005
9 429.875000 215.038330
9 434.823334 205.074997
10 439.022491 203.410004
9 437.470001 212.166672
9 451.691254 229.839172
9 416.188324 211.930557
9 435.487488 211.731674
9 445.830841 226.523331
9 439.872498 211.046661
9 435.723114 219.375412
9 437.177490 216.676666
9 440.432495 226.000839
9 433.797485 212.246674
10 440.373749 205.294174
9 438.718750 218.237503
9 446.678345 226.565552
9 437.220001 192.205002
9 434.890015 219.514999
9 430.619171 225.575836
9 435.381653 214.333328
9 435.883331 223.378326
9 436.232513 207.051666
9 438.924988 208.044998
9 441.756653 221.284164
10 440.446259 202.862503
9 434.191254 210.735840
9 437.980835 218.293335
9 438.395844 225.993332
9 430.975006 194.300003
9 433.492493 212.921661
9 435.929169 222.099167
9 425.381653 209.559174
9 435.786652 219.801666
9 436.942505 215.906662
9 440.922485 205.426666
10 445.651245 208.510834
9 445.858765 216.400833
9 428.505829 213.820007
9 451.776672 233.570007
9 440.605011 221.690826
9 451.019989 239.572495
9 435.682495 221.335007
9 443.046661 222.239441
9 440.822510 209.533340
9 441.005005 216.551666
9 441.924988 215.588333
10 443.103760 199.695831
9 432.512512 213.123337
9 434.947296 217.579865
9 439.671265 223.044174
9 443.665009 209.241669
9 452.470001 231.968338
9 429.212494 201.664993
9 433.421661 221.391663
9 425.484161 204.906662
9 446.132507 207.595001
9 434.170197 219.366806
10 439.304993 200.988327
9 442.817505 204.250000
9 432.069153 210.643326
9 435.372498 216.190002
9 440.981262 224.254166
9 437.621246 208.520828
9 431.208954 210.425980
9 430.746674 214.730835
9 446.214996 215.113327
9 444.545013 215.475006
9 441.707916 226.218613
10 436.366241 201.724167
9 437.843750 215.350830
9 428.299988 207.442505
9 442.067505 200.758331
9 435.803741 219.790833
9 429.673737 204.294174
9 435.867493 231.475830
9 439.287506 211.938339
9 422.833954 204.767639
9 442.261261 208.037506
9 443.207489 208.266663
10 429.920013 209.206665
9 421.362488 211.746674
9 426.260010 206.044174
9 431.392487 206.220001
9 441.272491 212.736664
9 430.463348 231.934998
9 438.885010 210.663330
9 444.089996 224.428329
9 423.927490 210.233337
9 436.540009 206.241669
9 442.652496 228.889160
10 445.942505 212.945007
9 432.208344 221.448334
9 431.510834 217.886673
9 426.356262 214.009171
9 438.704987 218.330002
9 442.445007 211.125000
9 436.682495 202.315002
9 431.655823 214.716660
9 428.770844 222.697495
9 432.383759 212.589172
9 436.436249 214.449173
0 534.340027 119.748337
10 441.047485 195.873337
10 437.018738 197.035828
10 432.827515 199.951660
10 436.765015 203.111664
10 437.691254 195.934174
10 439.727509 201.750000
10 440.119995 205.706665
10 441.073761 204.382507
10 438.037506 196.648331
10 434.131256 199.152496
0 537.312500 120.951668
10 436.891235 204.930832
10 427.947510 187.468338
10 455.868744 214.109161
10 437.736664 199.482498
10 436.588348 203.756668
10 447.923737 211.069168
10 431.496246 195.372498
10 438.337494 199.511673
10 446.894989 204.101669
10 432.049988 199.220001
0 531.202515 117.118332
10 448.628754 213.984161
10 440.183746 205.769165
10 435.878754 206.815826
10 441.878754 199.649170
10 440.791260 204.235840
10 444.821259 208.340836
10 442.670013 207.573334
10 448.377502 212.918335
10 431.437500 196.824997
10 443.095001 207.708328
0 537.215027 120.776665
10 442.527496 199.546661
10 448.600006 213.050003
10 429.467499 191.080002
10 450.595001 201.218338
10 449.722504 210.500000
10 437.954987 204.130005
10 452.579987 213.395004
10 442.829987 206.240005
10 437.738739 201.080826
10 450.382507 213.940002
0 547.020020 125.653336
10 451.011261 209.527496
10 434.852509 197.666672
10 438.231262 198.737503
10 446.808746 204.417496
10 433.394989 195.976669
10 437.291260 201.094162
10 438.312500 197.250000
10 438.464996 200.345001
10 435.299988 193.485001
10 450.865509 217.016663
0 550.182495 123.888336
10 440.040009 204.289993
10 437.462006 206.005005
