
m = 16;

n = 16;

p = 2;

q = 2;

proba = 
[[[0.48,0.49,0.31,0.36,0.41,0.02,0.41,0.32,0.35,0.46,0.33,0.20,0.01,0.04,0.54,0.08],
[0.21,0.43,0.46,0.14,0.55,0.38,0.58,0.54,0.52,0.38,0.57,0.00,0.25,0.05,0.44,0.13],
[0.54,0.15,0.49,0.35,0.18,0.30,0.07,0.52,0.16,0.40,0.13,0.17,0.44,0.07,0.25,0.05],
[0.50,0.11,0.18,0.44,0.49,0.16,0.39,0.41,0.54,0.35,0.41,0.19,0.41,0.25,0.32,0.35],
[0.41,0.21,0.10,0.58,0.51,0.17,0.50,0.08,0.57,0.03,0.25,0.41,0.10,0.49,0.46,0.60],
[0.01,0.04,0.44,0.50,0.20,0.23,0.30,0.14,0.58,0.11,0.33,0.39,0.36,0.05,0.14,0.17],
[0.26,0.24,0.15,0.17,0.40,0.05,0.25,0.37,0.08,0.49,0.18,0.18,0.39,0.03,0.18,0.40],
[0.07,0.02,0.29,0.27,0.24,0.60,0.41,0.22,0.11,0.14,0.01,0.47,0.19,0.14,0.04,0.45],
[0.38,0.19,0.02,0.18,0.24,0.26,0.55,0.32,0.16,0.13,0.50,0.55,0.16,0.08,0.34,0.23],
[0.10,0.04,0.50,0.34,0.03,0.32,0.57,0.14,0.46,0.57,0.01,0.05,0.12,0.05,0.49,0.50],
[0.24,0.51,0.08,0.48,0.17,0.03,0.21,0.33,0.16,0.11,0.28,0.32,0.19,0.02,0.55,0.29],
[0.06,0.46,0.03,0.09,0.17,0.60,0.23,0.03,0.57,0.25,0.08,0.09,0.30,0.57,0.59,0.54],
[0.48,0.07,0.43,0.06,0.10,0.04,0.39,0.26,0.15,0.07,0.58,0.34,0.09,0.53,0.03,0.15],
[0.39,0.07,0.24,0.56,0.07,0.47,0.59,0.04,0.12,0.07,0.13,0.42,0.04,0.12,0.37,0.52],
[0.19,0.20,0.57,0.29,0.23,0.36,0.56,0.38,0.43,0.54,0.12,0.52,0.47,0.15,0.07,0.25],
[0.22,0.31,0.21,0.29,0.18,0.20,0.32,0.30,0.27,0.45,0.13,0.31,0.58,0.49,0.22,0.17]],
[[0.09,0.20,0.46,0.32,0.56,0.42,0.10,0.39,0.35,0.22,0.31,0.22,0.38,0.38,0.48,0.60],
[0.09,0.09,0.28,0.28,0.29,0.01,0.58,0.56,0.46,0.10,0.26,0.44,0.60,0.49,0.01,0.09],
[0.08,0.47,0.41,0.04,0.29,0.51,0.43,0.04,0.13,0.15,0.26,0.51,0.53,0.14,0.51,0.02],
[0.23,0.19,0.30,0.52,0.20,0.28,0.48,0.06,0.38,0.14,0.50,0.38,0.03,0.50,0.47,0.11],
[0.37,0.28,0.16,0.06,0.19,0.59,0.10,0.32,0.14,0.37,0.23,0.06,0.51,0.14,0.09,0.13],
[0.33,0.38,0.05,0.53,0.06,0.53,0.59,0.44,0.07,0.48,0.22,0.10,0.38,0.09,0.21,0.16],
[0.36,0.36,0.22,0.55,0.36,0.32,0.28,0.49,0.08,0.51,0.56,0.59,0.05,0.04,0.12,0.38],
[0.42,0.17,0.31,0.48,0.10,0.30,0.32,0.17,0.18,0.54,0.26,0.57,0.02,0.47,0.12,0.39],
[0.24,0.34,0.34,0.59,0.06,0.02,0.48,0.14,0.53,0.44,0.13,0.58,0.48,0.25,0.37,0.30],
[0.43,0.08,0.18,0.53,0.38,0.50,0.09,0.56,0.44,0.36,0.53,0.46,0.23,0.05,0.25,0.46],
[0.39,0.59,0.45,0.45,0.01,0.34,0.59,0.53,0.17,0.12,0.51,0.05,0.38,0.28,0.35,0.20],
[0.36,0.54,0.13,0.13,0.44,0.22,0.09,0.28,0.58,0.02,0.15,0.21,0.07,0.40,0.07,0.46],
[0.38,0.52,0.31,0.39,0.26,0.30,0.32,0.43,0.42,0.24,0.48,0.20,0.51,0.24,0.40,0.27],
