
m = 20;

n = 20;

p = 4;

q = 4;

proba = 
[[[0.57,0.40,0.12,0.36,0.03,0.15,0.09,0.10,0.30,0.51,0.44,0.44,0.53,0.31,0.10,0.33,0.59,0.25,0.43,0.24],
[0.49,0.46,0.44,0.36,0.59,0.00,0.18,0.57,0.42,0.20,0.28,0.40,0.00,0.40,0.16,0.04,0.54,0.25,0.14,0.25],
[0.15,0.57,0.09,0.08,0.29,0.19,0.41,0.28,0.44,0.24,0.52,0.33,0.10,0.36,0.08,0.09,0.37,0.27,0.05,0.19],
[0.46,0.33,0.58,0.46,0.13,0.14,0.50,0.07,0.39,0.04,0.32,0.54,0.01,0.41,0.02,0.30,0.59,0.44,0.58,0.43],
[0.08,0.50,0.16,0.18,0.26,0.24,0.27,0.03,0.51,0.32,0.21,0.37,0.05,0.20,0.23,0.18,0.34,0.13,0.26,0.12],
[0.17,0.58,0.06,0.18,0.38,0.08,0.47,0.38,0.52,0.45,0.21,0.60,0.35,0.36,0.18,0.01,0.00,0.44,0.04,0.51],
[0.17,0.25,0.28,0.22,0.45,0.51,0.40,0.18,0.04,0.06,0.30,0.21,0.04,0.36,0.39,0.42,0.45,0.26,0.20,0.37],
[0.12,0.41,0.37,0.47,0.17,0.54,0.48,0.17,0.39,0.52,0.08,0.55,0.17,0.36,0.17,0.01,0.27,0.58,0.20,0.31],
[0.04,0.50,0.52,0.08,0.26,0.31,0.50,0.11,0.57,0.10,0.48,0.09,0.50,0.25,0.56,0.08,0.19,0.44,0.25,0.58],
[0.36,0.33,0.53,0.52,0.09,0.11,0.54,0.36,0.09,0.13,0.08,0.13,0.03,0.60,0.20,0.30,0.31,0.10,0.41,0.28],
[0.20,0.29,0.37,0.11,0.53,0.33,0.18,0.13,0.17,0.43,0.11,0.52,0.16,0.04,0.45,0.26,0.15,0.38,0.02,0.24],
[0.52,0.10,0.36,0.55,0.10,0.57,0.25,0.40,0.07,0.05,0.09,0.27,0.34,0.46,0.38,0.27,0.18,0.56,0.40,0.35],
[0.39,0.50,0.27,0.55,0.54,0.12,0.21,0.09,0.50,0.23,0.33,0.42,0.33,0.09,0.37,0.43,0.06,0.02,0.23,0.13],
[0.07,0.32,0.40,0.41,0.17,0.18,0.09,0.36,0.14,0.49,0.11,0.52,0.39,0.38,0.48,0.33,0.50,0.09,0.43,0.40],
[0.32,0.16,0.23,0.05,0.25,0.60,0.48,0.31,0.02,0.12,0.44,0.09,0.44,0.24,0.51,0.01,0.42,0.60,0.37,0.55],
[0.48,0.48,0.48,0.27,0.26,0.36,0.01,0.16,0.44,0.43,0.56,0.17,0.59,0.19,0.22,0.24,0.19,0.10,0.55,0.21],
[0.22,0.39,0.30,0.06,0.03,0.21,0.07,0.45,0.21,0.43,0.40,0.09,0.31,0.28,0.36,0.57,0.04,0.37,0.12,0.48],
[0.20,0.09,0.05,0.19,0.27,0.27,0.44,0.46,0.37,0.39,0.07,0.59,0.18,0.37,0.05,0.21,0.59,0.11,0.06,0.19],
[0.54,0.47,0.28,0.25,0.15,0.04,0.22,0.19,0.41,0.34,0.07,0.01,0.43,0.11,0.21,0.10,0.38,0.05,0.56,0.15],
[0.44,0.03,0.14,0.02,0.40,0.19,0.23,0.39,0.30,0.30,0.58,0.25,0.17,0.26,0.50,0.31,0.31,0.12,0.50,0.12]],
[[0.46,0.57,0.13,0.29,0.08,0.34,0.39,0.46,0.39,0.35,0.01,0.22,0.38,0.15,0.24,0.18,0.34,0.47,0.57,0.04],
[0.17,0.55,0.28,0.34,0.22,0.18,0.05,0.53,0.30,0.55,0.05,0.16,0.52,0.18,0.45,0.60,0.52,0.23,0.45,0.31],
[0.58,0.46,0.54,0.36,0.01,0.18,0.54,0.34,0.05,0.52,0.38,0.22,0.47,0.07,0.56,0.09,0.25,0.01,0.02,0.55],
[0.57,0.06,0.11,0.48,0.25,0.56,0.48,0.17,0.19,0.33,0.48,0.17,0.19,0.42,0.53,0.20,0.60,0.48,0.55,0.05],
[0.39,0.33,0.27,0.26,0.39,0.23,0.35,0.04,0.25,0.37,0.59,0.21,0.43,0.10,0.10,0.08,0.06,0.58,0.25,0.25],
[0.31,0.13,0.43,0.50,0.55,0.36,0.10,0.54,0.24,0.05,0.59,0.03,0.38,0.26,0.29,0.17,0.50,0.04,0.21,0.14],
[0.41,0.21,0.35,0.24,0.31,0.45,0.32,0.38,0.42,0.56,0.03,0.13,0.09,0.46,0.03,0.04,0.22,0.14,0.58,0.45],
[0.19,0.58,0.48,0.56,0.24,0.17,0.13,0.14,0.21,0.35,0.28,0.02,0.56,0.03,0.26,0.27,0.48,0.57,0.04,0.31],
[0.54,0.07,0.44,0.03,0.53,0.47,0.07,0.15,0.01,0.05,0.00,0.20,0.03,0.49,0.16,0.27,0.06,0.30,0.40,0.27],
[0.04,0.08,0.29,0.60,0.12,0.55,0.27,0.60,0.52,0.31,0.30,0.46,0.39,0.14,0.49,0.32,0.01,0.56,0.47,0.02],
[0.01,0.47,0.22,0.04,0.36,0.38,0.31,0.41,0.08,0.11,0.09,0.12,0.19,0.38,0.12,0.31,0.33,0.39,0.31,0.25],
