
m = 10;

n = 10;

p = 2;

q = 2;

proba = 
[[[0.59,0.51,0.10,0.58,0.44,0.55,0.54,0.29,0.05,0.52],
[0.02,0.47,0.16,0.02,0.24,0.40,0.17,0.07,0.12,0.25],
[0.37,0.47,0.09,0.01,0.50,0.14,0.13,0.39,0.05,0.06],
[0.23,0.04,0.57,0.33,0.02,0.42,0.28,0.56,0.11,0.33],
[0.48,0.13,0.20,0.04,0.15,0.44,0.44,0.32,0.51,0.57],
[0.57,0.28,0.44,0.07,0.29,0.34,0.21,0.43,0.13,0.26],
[0.49,0.36,0.30,0.46,0.09,0.32,0.28,0.38,0.29,0.39],
[0.11,0.17,0.52,0.31,0.20,0.07,0.14,0.05,0.39,0.05],
[0.01,0.36,0.34,0.45,0.42,0.03,0.19,0.03,0.46,0.32],
[0.29,0.35,0.08,0.59,0.21,0.18,0.31,0.48,0.56,0.60]],
[[0.27,0.06,0.16,0.19,0.37,0.37,0.26,0.52,0.41,0.05],
[0.57,0.42,0.41,0.31,0.27,0.23,0.34,0.47,0.26,0.20],
[0.19,0.55,0.55,0.27,0.53,0.16,0.45,0.24,0.04,0.40],
[0.24,0.31,0.47,0.40,0.51,0.24,0.16,0.17,0.16,0.57],
[0.22,0.13,0.40,0.03,0.44,0.07,0.25,0.18,0.54,0.51],
[0.38,0.12,0.46,0.34,0.40,0.39,0.49,0.25,0.03,0.54],
[0.05,0.27,0.25,0.52,0.07,0.16,0.16,0.23,0.33,0.32],
[0.21,0.55,0.45,0.01,0.58,0.28,0.08,0.23,0.47,0.02],
[0.14,0.25,0.14,0.60,0.59,0.54,0.39,0.48,0.18,0.43],
[0.42,0.23,0.10,0.07,0.15,0.17,0.23,0.32,0.40,0.56]],
[[0.03,0.01,0.52,0.48,0.02,0.49,0.17,0.10,0.12,0.03],
[0.12,0.26,0.28,0.26,0.26,0.27,0.20,0.05,0.15,0.39],
[0.48,0.57,0.02,0.58,0.04,0.17,0.15,0.27,0.49,0.55],
[0.24,0.52,0.56,0.15,0.40,0.59,0.05,0.57,0.09,0.17],
[0.60,0.21,0.43,0.28,0.47,0.10,0.55,0.07,0.15,0.10],
[0.45,0.03,0.07,0.47,0.01,0.11,0.05,0.15,0.38,0.54],
[0.10,0.02,0.46,0.07,0.17,0.26,0.05,0.22,0.23,0.14],
[0.39,0.23,0.34,0.22,0.51,0.21,0.32,0.46,0.28,0.47],
[0.56,0.14,0.50,0.02,0.01,0.51,0.13,0.06,0.07,0.51],
[0.60,0.17,0.52,0.45,0.24,0.09,0.12,0.29,0.31,0.35]],
[[0.43,0.10,0.58,0.17,0.32,0.49,0.39,0.03,0.35,0.07],
[0.51,0.31,0.21,0.41,0.34,0.22,0.32,0.47,0.27,0.38],
[0.37,0.27,0.55,0.30,0.12,0.19,0.39,0.24,0.48,0.10],
[0.59,0.31,0.20,0.57,0.48,0.51,0.46,0.27,0.55,0.22],
[0.34,0.45,0.53,0.55,0.26,0.26,0.16,0.58,0.13,0.44],
[0.36,0.50,0.11,0.31,0.20,0.23,0.51,0.59,0.47,0.39],
[0.09,0.46,0.10,0.29,0.43,0.58,0.20,0.30,0.25,0.15],
[0.51,0.59,0.60,0.44,0.54,0.26,0.11,0.10,0.23,0.24],
[0.54,0.59,0.14,0.04,0.31,0.34,0.28,0.22,0.34,0.15],
[0.00,0.43,0.01,0.10,0.12,0.45,0.08,0.32,0.15,0.33]]];

alpha = 
[0.56,0.42,0.51,0.55];

c = 
[[5,10,5,4,10,8,5,10,7,7],
[8,2,8,5,6,5,4,8,9,9],
[3,6,6,2,2,6,9,2,6,5],
[5,7,3,9,9,2,4,4,8,8],
[7,6,8,4,7,3,5,10,7,4],
[8,8,6,3,6,6,8,4,4,10],
[6,5,6,7,10,4,5,4,4,10],
[8,9,3,5,10,8,6,4,7,9],
[4,2,6,8,4,8,10,8,8,3],
[5,3,5,9,6,4,9,8,4,3]];
