
m = 24;

n = 24;

p = 3;

q = 3;

proba = 
[[[0.56,0.32,0.30,0.48,0.06,0.41,0.12,0.05,0.19,0.29,0.39,0.44,0.19,0.51,0.19,0.14,0.22,0.25,0.46,0.26,0.09,0.10,0.50,0.30],
[0.31,0.02,0.46,0.13,0.52,0.22,0.53,0.49,0.55,0.22,0.37,0.01,0.03,0.49,0.06,0.22,0.17,0.45,0.06,0.36,0.35,0.25,0.51,0.58],
[0.50,0.37,0.24,0.60,0.47,0.13,0.30,0.17,0.15,0.16,0.31,0.08,0.38,0.23,0.56,0.33,0.46,0.33,0.34,0.49,0.22,0.40,0.12,0.39],
[0.25,0.18,0.16,0.00,0.43,0.06,0.58,0.33,0.44,0.22,0.33,0.30,0.35,0.03,0.48,0.50,0.19,0.18,0.58,0.58,0.42,0.54,0.31,0.28],
[0.28,0.05,0.17,0.50,0.45,0.28,0.29,0.10,0.46,0.45,0.10,0.29,0.51,0.08,0.03,0.35,0.30,0.36,0.05,0.05,0.39,0.53,0.55,0.58],
[0.11,0.53,0.56,0.53,0.47,0.27,0.21,0.15,0.32,0.38,0.04,0.17,0.06,0.33,0.27,0.52,0.18,0.37,0.21,0.10,0.45,0.24,0.44,0.16],
[0.60,0.50,0.20,0.38,0.43,0.15,0.36,0.54,0.08,0.32,0.48,0.55,0.59,0.09,0.09,0.30,0.47,0.14,0.47,0.53,0.47,0.14,0.46,0.05],
[0.51,0.07,0.15,0.36,0.31,0.59,0.52,0.31,0.49,0.12,0.09,0.32,0.27,0.45,0.26,0.35,0.17,0.14,0.30,0.15,0.23,0.39,0.45,0.09],
[0.53,0.32,0.03,0.40,0.46,0.48,0.45,0.37,0.55,0.60,0.13,0.26,0.59,0.04,0.57,0.48,0.16,0.06,0.19,0.44,0.50,0.45,0.19,0.07],
[0.59,0.49,0.22,0.22,0.28,0.07,0.31,0.21,0.40,0.34,0.01,0.25,0.22,0.46,0.02,0.17,0.46,0.15,0.44,0.44,0.19,0.41,0.32,0.36],
[0.46,0.52,0.19,0.37,0.37,0.38,0.44,0.36,0.27,0.06,0.58,0.55,0.13,0.29,0.16,0.53,0.03,0.17,0.18,0.25,0.03,0.20,0.42,0.48],
[0.35,0.26,0.33,0.54,0.06,0.05,0.30,0.53,0.57,0.49,0.30,0.34,0.27,0.13,0.10,0.54,0.19,0.09,0.49,0.33,0.38,0.05,0.26,0.41],
[0.22,0.44,0.06,0.25,0.04,0.48,0.13,0.39,0.14,0.46,0.33,0.20,0.51,0.03,0.13,0.48,0.52,0.42,0.22,0.19,0.56,0.32,0.13,0.15],
[0.41,0.02,0.48,0.19,0.07,0.13,0.59,0.28,0.57,0.05,0.53,0.01,0.53,0.06,0.41,0.06,0.52,0.14,0.26,0.43,0.17,0.39,0.31,0.09],
[0.21,0.52,0.28,0.17,0.25,0.40,0.32,0.05,0.42,0.20,0.24,0.48,0.33,0.23,0.17,0.30,0.29,0.10,0.31,0.21,0.16,0.12,0.28,0.08],
[0.26,0.54,0.51,0.43,0.33,0.21,0.51,0.54,0.14,0.19,0.11,0.38,0.59,0.43,0.44,0.41,0.03,0.08,0.29,0.35,0.31,0.46,0.05,0.60],
[0.56,0.36,0.21,0.12,0.48,0.49,0.20,0.14,0.43,0.11,0.56,0.16,0.32,0.48,0.10,0.46,0.07,0.21,0.24,0.06,0.04,0.08,0.47,0.06],
[0.16,0.16,0.42,0.47,0.02,0.47,0.47,0.58,0.23,0.08,0.10,0.11,0.57,0.30,0.25,0.40,0.40,0.22,0.55,0.13,0.09,0.05,0.58,0.16],
[0.26,0.22,0.22,0.30,0.30,0.09,0.36,0.46,0.25,0.18,0.33,0.27,0.05,0.20,0.25,0.28,0.28,0.35,0.39,0.25,0.04,0.04,0.05,0.45],
